"1","65","2","2","1","73","Shërbime këshilluese për PPP,Investime të huaja dhe Donacione - ritender","03.03.16","","249000","","Deloite ","","1","1","2"
"1+2","86","5","2","1","45","Nderimi I rruges ne lagjen e Duleviteve","15.04.16","232693.11","219999.8","","Euro famis","","1","1","1"
"1+2","141","5","2","1","45","Riparimi dhe mirembajtja e Ashensorev","22.01.16","150000","120584.43","","Rima enginiering","","1","1","1"
"1+2","163","5","1","1","45","Ndert. I Kolektorit Betonarme dhe Kan. fekal ne rrugen mbi lumin Prishtine","09.08.16","4270702.86","2192854.6","","Noti Beton","","1","1","1"
"1+2","213","5","2","1","45","Rikonstruimi dhe zgjerimi I ndriçimit publik viti 2015 - faza e II-te","15.07.16","200000","188678.36","","risa mont &boch","","1","1","1"
"1+2","221","5","2","1","45","Ndertimi I inf. Në rrugen Sali Matoshi dhe ndrtimi I rrugve ne Grashticë","14.04.16","129187.39","72186.47","","Co Ing","","1","1","1"
"1","227","1","3","6","36","Furnizimi me material shpenzues dhe paisje per zyre","15.02.16","","0","","Euro Print","","1","1","1"
"1+2","228","5","2","1","45","Ndertimi I dy kendeve te lodrave","15.04.16","50000","37604.01","","AR ING&Kema","","1","1","1"
"1+2","236","5","1","1","45","Urat - Unaza Qendrore , pjesa Perendimore- Prishtine","29.07.16","3250000","1969163.08","","Rexha shpk","","1","2","1"
"1+2","243","5","1","1","45","Rrenimi, largimi i objekteve,paisjeve,transportimi i tyre ne vendin adekuat dhe intervenimet emergjente","25.04.16","250000","0","","Murseli company","","","",""
"1","250","1","2","1","36","Furnizimi me material ndertimor per Bulevardin mbi Kurriz","14.04.16","70000","61850.4","","Techno Ing Consulting","","1","1","1"
"1","252","1","2","1","36","Furnizimi  dhe vendosja e ashensorit  te jashtem ne objektin e vjeter te Kom.","29.09.15","55000","52838","","Hymeri Kleman ","","1","1","1"
"1+2","261","5","2","1","45","Ndertimi  I kraheve te  rrugeve  Vellezrit  Fazliu,Rugova dhe  Vlora""","15.04.16","496180.84","288755.5","","Gashi Ing","","1","1","1"
"1","262","1","2","1","36","Furnizimi me kontejner 1.1m3 dhe shporta 240 litra","22.03.16","100000","94119","","Euro Eko kos ","","1","1","1"
"1+2","263","5","2","1","45","Ndertimi I rrugëve në fshatin Dabishevc,lagja Dulaj","15.04.16","226009.38","150911.7","","Gashi Ing","","1","1","1"
"1","265","2","2","1","60","Transporti I nxensve dhe arsimtareve ne viset rurale pjesa IV","28.12.16","10000","10125","","KOBRA","","1","1","1"
"1+2","268","5","2","1","45","Riparimi dhe renovimi I objekteve te brigades profesionale te Zjarrfikeseve","15.04.16","100000","64558.02","","Area","","1","1","1"
"1+2","269","5","2","1","45","Punimi,furnizimi  dhe vendosja e shenjave  te adresave  ne Komunen e Pri","15.04.16","250000","143538.05","","Sinjal ","","1","1","1"
"1+2","273","5","2","1","45","Renovime ne disa qendra dhe ambulanta mjekesore ne Prishtine","08.03.16","50000","34320","","Tribuna ","","1","1","1"
"1+2","276","5","2","1","45","Ndërtimi I rrjetit te ujësjellsit në fshatin Slivovë","30.03.16","29922.00","16999","","A&Ring&Kema com","","1","1","1"
"1","284","2","1","1","93","Pastrimi I objektit te komunes ","30.05.16","165000","0","","Uni Projekt ","","1","1","1"
"1","285","5","3","6","45","Stabilizimi i terenit ne rrugen Mithat Frasheri","21.04.16","6050","6050","","Ndertimi","","1","1","1"
"1","286","5","3","6","45","Furnizimi dhe montimi I dyereve te drurit te dhomave te mesimit ne objektin.","15.04.16","10000","7270","","Krapi com ","","1","1","1"
"1","288","2","3","6","93","Servisimi, pastrimi I filtrave dhe mirembajtja e kondicionereve ne komunen e re ","16.02.16","10000","9665","","Raketa ","","1","1","1"
"1","1","5","2","1","45","Sinjalizimi horizontal dhe vertikal I rrugeve ne K. e Prishtines - pjesa e I-rë","14.04.16","200000","45980","","Sinjal","","1","1","1"
"1","1","5","2","1","45","Sinjalizimi horizontal dhe vertikal I rrugeve ne K. e Prishtines - pjesa e II-të","13.04.16","0","22418.6","","RSM","","1","1","1"
"1","2","2","2","1","60","Transporti I nxeneseve dhe arsimtareve ne fshatrat e  Prishtines-llot I","01.03.16","52400","6840","","Agron Osmani","","1","1","1"
"1","2","2","2","1","60","Transporti I nxeneseve dhe arsimtareve ne fshatrat e  Prishtines","01.03.16","52400","13050","","Bedri Osmani","","1","1","1"
"1","2","2","2","1","60","Transporti I nxeneseve dhe arsimtareve ne fshatrat e  Prishtines","01.03.16","52400","8190","","Edona","","1","1","1"
"1","2","2","2","1","60","Transporti I nxeneseve dhe arsimtareve ne fshatrat e  Prishtines","01.03.16","52400","8280","","Drini","","1","1","1"
"1","2","2","2","1","60","Transporti I nxeneseve dhe arsimtareve ne fshatrat e  Prishtines","01.03.16","52400","7200","","Bajrush Kamberi","","1","1","1"
"1","2","2","2","1","60","Transporti I nxeneseve dhe arsimtareve ne fshatrat e  Prishtines","01.03.16","52400","11700","","Hani Trans","","1","1","1"
"1","2","2","2","1","60","Transporti I nxeneseve dhe arsimtareve ne fshatrat e  Prishtines","01.03.16","52400","6400","","Loni G","","1","1","1"
"1","2","2","2","1","60","Transporti I nxeneseve dhe arsimtareve ne fshatrat e  Prishtines","01.03.16","52400","8190","","Besart Comerce","","1","1","1"
"1","3","1","1","1","36","Furnizimi me shujta për nxënësit e klasëve te ulta (I-V) te Komunes","21.05.16","1500000","99290","","Premium bakerY","","1","1","1"
"1","3","1","1","1","36","Furnizimi me shujta për nxënësit e klasëve te ulta (I-V) te Komunes","21.05.17","1500000","98865","","Premium bakerY","","1","1","1"
"1","3","1","1","1","36","Furnizimi me shujta për nxënësit e klasëve te ulta (I-V) te Komunes","21.05.18","1500000","98439.12","","Premium bakerY","","1","1","1"
"1","3","1","1","1","36","Furnizimi me shujta për nxënësit e klasëve te ulta (I-V) te Komunes","21.05.19","1500000","98317.44","","Premium bakerY","","1","1","1"
"1","4","2","3","6","34","Furnizim me dy automjete për bartjen e ushqimit për çerdhe","24.02.16","10000","9900","","Auto Salloni Erini","","1","1","1"
"1","5","2","3","6","93","Sherbime per promovimin e Qendres për këshillim në Karrjerë","16.02.16","9000","2375","","NTG BLENDI","","1","1","1"
"1","6","5","2","1","45","Rregullimi I oborrit te shkolles fillore ""Ismail Qemajli"" ","18.03.16","250000","178704.48","","Wiena &Shkembi","","1","1","1"
"1","7","2","3","6","36","Servisimi  dhe mirembajtja e gjeneratoreve ne shkolla ","15.02.16","10000","9667.3","","Fidea","","1","1","1"
"1","8","2","3","6","93","Kontrollimi teknik i automjeteve","16.02.16","10000","10000","","Reforma","","1","1","1"
"1","9","5","3","6","45","Furnizimi dhe montimi i dyereve dhe dritareve ne Objektin e Vjeter te Komunes","29.03.16","10000","8580.99","","Krapi COM","","1","1","1"
"1","11","5","2","1","45","Ndërtimi i këndeve të lojrave në lagjen Kalabri dhe Kodrën e Trimave llot I","13.04.16","95000","49852.56","","Daqa","","1","1","1"
"1","11","5","2","1","45","Ndërtimi i këndeve të lojrave në lagjen Kalabri dhe Kodrën e Trimave llot II","14.04.16","95000","42990.87","","Bereqeti&Kema","","1","1","1"
"1","12","2","1","1","74","Hartimi I projekteve te infrastruktures rrugore ne Prishtine","26.04.16","200000","0","","3 D projekt ","","1","1","1"
"1","13","1","2","1","36","Furnizim me material didaktik per shkolla","04.04.16","40000","92987.7","","Grafo Loni","","1","1","1"
"1","15","1","2","1","36","Furnizimi  me  paisje  per Kuzhinen  qendrore  te qerdheve","15.07.16","25000.00","22999","","Osa termosistem","","1","1","1"
"1","16","1","1","1","36","Furnizimi i Institucioneve arsimore me material higjenik ","04.04.16","70000","38325.95","","EL SHPETIMI","","1","1","1"
"1","17","1","1","1","34","Furnizimi me automjete te udhtarëve përmes Lizingut ","14.04.16","150000.00","137376","","Automita","","1","1","1"
"1","18","2","2","1","90","Pergatitja dhe  zhvillimi I fushates se vetedijesimit, ne fushen e ndarjes se mbeturinave ne burim","21.12.16","50000","34839.33","","Eko vision","","1","1","2"
"1","19","1","2","5","32","Vendosja e kamerave të siguris në objektet e I. Arsimore pun shtes""Prenk Jakova","10.03.16","4000","4000.00","4000.00","MF Sistems","","1","1","1"
"1","20","1","2","1","36","Furnizimi  I shkollave   me rekuizita sportive","20.04.16","80000","78556","","Sporting","","1","1","1"
"1","21","1","3","6","28","Furnizimi me rrethoja ,për Qendren rekreative në Germi","","4000","0","","","","","",""
"1","22","5","2","1","45","Rregullimi dhe  rrethimi I  varrezave  te  qytetit","19.04.16","70000","55241.12","","Jetmiri&Edi kon","","1","1","1"
"1","23","5","2","1","45","Rikonstruimi dhe mirembajtja e nyjeve sanitare ","19.04.16","300000","116663","","Euro Contruction","","1","1","1"
"1","24","5","2","1","45","Rregullimi I strukturimit te murit Alpin, ","13.04.16","13000","7940","","NITI-N","","1","1","1"
