"1","25","5","2","1","45","Ngritja e  vendkalimeve  per  kembesore","20.06.16","20000","28711","","Eing Com","","1","1","1"
"1","26","5","2","1","45","Mirembajtja e ndriqimit publik pjesa e I-re","16.05.16","200000","28487.5","","MVR elktromontues","","1","1","1"
"1","26","5","2","1","45","Mirembajtja e ndriqimit publik pjesa e II","16.05.16","200000","34161.7","","elektrika mont","","1","1","1"
"1","26","5","2","1","45","Mirembajtja e ndriqimit publik pjesa e III","16.05.16","200000","20415","","NITI-N","","1","1","1"
"1","26","5","2","1","45","Mirembajtja e ndriqimit publik pjesa e IV","16.05.16","200000","19367","","Light and more","","1","1","1"
"1","27","5","2","1","45","Punimi, furnizimi dhe montimi I shtyllave antipark","04.10.16","45000","39425","","Brezi Kufitar ","","1","1","1"
"1","28","5","2","1","45","Punimi I rrethojave  dhe  pastrimi  fitosanitar ne varrezat  e komuniteteve  si dhe   zgjerimi  I ndricimit  publik ne Bernice  ","19.05.16","90000","21693.7","","Dardania ","","1","1","1"
"1","29","1","2","1","45","Furnizimi dhe montimi I rampave ne hapsirat e parkingjeve","27.07.16","80000","79950","","Eko Invest","","1","1","1"
"1","30","1","2","1","45","Implem I sistemit te menagjimit eketronik te automjeteve me paisjet GPS","10.05.16","33000","29106","","Logistic Plus","","1","1","1"
"1","31","4","3","6","74","Konkurs projektimi kendi I librave Prishtinë","14.06.16","2000","1200","","Studio 11","","1","1","2"
"1","32","5","2","1","45","Ndertimi I aneksit te shkolles fillore Faik Konica ne Prishtine","13.06.16","289705.98","173677.56","","En group","","1","1","1"
"1","33","2","2","1","93","Servisimi  dhe mirembajtja e pajisjeve mjekesore - pjesa e I-re","22.08.16","20000","7854","","Mam","","1","1","1"
"1","33","2","2","1","93","Servisimi  dhe mirembajtja e pajisjeve mjekesore -pjesa e II","03.06.16","20000","10000","","Ledi Med","","1","1","1"
"1","33","2","2","1","93","Servisimi  dhe mirembajtja e pajisjeve mjekesore -pjesa e II","03.06.16","20000","10000","","Mam","","1","1","1"
"1","33","2","2","1","93","Servisimi  dhe mirembajtja e pajisjeve mjekesore -pjesa e III","03.06.16","20000","10000","","Ledi Med","","1","1","1"
"1","34","2","2","1","60","Trasnporti I nxenesve dhe arsimtareve Prishtine Ballaban","03.05.16","10000","13500","","Kobra","","1","1","1"
"1","35","1","2","1","36","Furnizim me invertara per institucionet arsimore ","01.07.16","40000","34950","","METALI","","1","1","1"
"1","36","1","3","1","36","Furnizimi i paisjeve teknologjike për Qendrën e Biznesit","18.04.16","4200.00","3722","","INFO COM","","1","1","1"
"1","37","2","3","1","85","Sigurimi personal per studentet e shkollave profesionale ","22.04.16","4500","1003.63","","KS Illyria","","1","1","1"
"1","38","1","2","1","36","Furnzim me uniforma verore per stafin e BPZ-së","06.07.16","70000","63757.15","","Sodex","","1","1","1"
"1","39","1","3","1","36","Furnizim me mobilje për qendren e biznesit","21.04.16","9500.00","7,900,00","","Mali","","1","1","1"
"1","40","4","3","6","74","Konkurs projektimi tregu I luleve Pishtinë","14.06.16","2000","1293.75","","Alfa produkt","","1","1","2"
"1","41","2","3","6","60","Promovimi I Qendres per Keshillim ne Karriere","16.05.16","7000","7000","","Pi Comunications","","1","1","1"
"1","42","1","2","1","41","Furnizimi me gypa dhe ekstrat(shkuma)","31.05.16","20000.00","11970","","ALBAKOS INT","","1","1","1"
"1+2","44","5","1","1","45","Ndertimi I kanalizimit fekal ne Bardhosh, Ne disa lagje ne Barileve dhe Prugovc lagja 5","07.06.16","671621","373144","","Gashi Ing","","1","1","1"
"1","45","1","2","1","36","Furnizimi i Institucioneve Parashkollore me material didaktik","31.05.16","15000.00","13581.12","","NTP VLORA","","1","1","1"
"1","46","1","3","6","41","Pastrimi I tepihave te institucioneve parashkollore","10.05.16","4000","1659.3","","NITI-N","","1","1","1"
"1","47","1","3","6","30","Furnizimi I shkollave me televizor ","06.06.16","10000","9135","","ONI DESING","","1","1","1"
"1","48","2","2","1","93","Kontrolla e hyrjeve në ndertesat e Banimit","30.05.16","26950","12705","","Geo cad&geo gis","","1","1","1"
"1+2","50","5","2","1","45","Ndertimi I  rrugicave  ne fshatrat ""Llukar  dhe  Makovc""-Prishtine","20.06.16","340719.77","134564.14","","Seti comerce ","","1","1","1"
"1","51","5","2","1","45","Mirëmbajtja, riparimi i rrugëve rurale dhe parkingut ne zonën industriale","07.07.16","100000","65174.2","","Ledi Ing","","1","1","1"
"1","52","5","2","1","45","Rikonstruimi  dhe mirmbajtja e kulmeve të disa shkollave ","07.07.16","300000","77818.00","","Olti trasing ","","1","1","1"
"1","53","2","1","1","74","Inçizime gjeodezike për planet rregulluese të hollësishme","15.07.16","150000","86306","","Geoland&Consult en.","","1","1","1"
"1","54","1","2","1","30","Furnizimi me softver per menaxhimin e integruar te sistemit te prokurimit.","01.06.16","21000","19980","","Cacctus","","1","1","1"
"1","55","2","2","1","93","Inçizimet gjeodezike në Prishtinë ","11.08.16","100000.00","52610.6","","GeoProject ","","1","1","1"
"1","56","2","2","1","74","Inçizimet gjeodezike për hartën zonal të Komunës së Prishtinës","27.07.16","50000","14658.6","","Geo-Arch&Geomatka","","1","1","1"
"1+2","57","5","2","1","45","Ndertimi I rrugeve ne lagjen Veternik dhe ne lagjen Mat - Prishtinë","14.07.16","497340.4","390262.1","","Gerlica ","","1","1","1"
"1","58","1","2","1","36","Furn. me uniforma-veshëmbathje të puntorëve administrativ të Komunës ","08.08.16","25000","21595","","Alma","","1","1","1"
"1","59","5","2","1","45","Renovimi i ngrohjes në Bibloteken ""Hivzi Sylejmani""si dhe renoviem tjera","01.06.16","50000.00","24975","","Termovizion ","","1","1","1"
"1","60","","2","3","6","promovimi I Q.së Karrierës dhe shkollave profes. në panairin e edukimit ","05.05.16","4000","3823","","CEO","","1","1","1"
"1","61","1","3","6","36","Furnizimi i shtëpizave me Inventar (perde,perde gome ,tavolina ,qilima etj)","26.05.16","5500.00","5496","","NEW LINE &Bajrakt","","1","1","1"
"1","63","2","3","6","92","Organizimi I trajnimeve për Qendrën e Këshillimit të Karrierës ","12.05.16","9837","9680","","AUK","","1","1","1"
"1","64","5","2","1","45","Pastrimi dhe bartja e mbeturinave si dhe rehabilitimi I lokacioneve ","04.07.16","80000","49700","","VZ Company","","1","1","1"
"1","65","1","2","1","33","Furnizimi me aparaturë mjeksore për QKMF-në dhe QMF-të - Loto I-re","04.07.16","115000","37250","","Atomed ","","1","1","1"
"1","65","1","2","1","33","Furnizimi me aparaturë mjeksore për QKMF-në dhe QMF-të - Loto II-te","04.07.16","0","23120","","Atomed ","","1","1","1"
"1","65","1","2","1","33","Furnizimi me aparaturë mjeksore për QKMF-në dhe QMF-të - Loto III-te","04.07.16","0","5203","","Buli","","1","1","1"
"1","65","1","2","1","33","Furnizimi me aparaturë mjeksore për QKMF-në dhe QMF-të - Loto IV-te","04.07.16","0","2478","","Koslabor","","1","1","1"
"1","66","1","3","6","36","Furnizimi dhe mintimi me dyer të rrethijës së Qendres Rekrative","26.05.16","2000","1590","","Global Ing","","1","1","1"
"1","67","2","3","6","93","Zhvillimi i programit CSM-Career Service Manager per nevojat e qendres","18.07.16","7300","3150","","Tech Vizion","","1","1","1"
"1","69","5","2","1","45","Implementimi I projektit te nyjes ne fund te rruges Avdyl Rama Dislokimi I trafos, shtyllave elektrike dhe trajtimi I zones","08.06.16","186789.38","132049.1","32049.1","Veha Group&Arhing","","1","1","1"
"1","70","1","2","1","29","Instalimi I kater pikave te alarmit publik","11.07.16","20000","19400","","Dugagjin Rudi","","1","1","1"
"1","71","2","2","1","93","Deratizimi dhe dezinfektimi I institucioeve arsimore - DDD","27.06.16","55000","22425.24","","Doc Ex. DDD","","1","1","1"
"1","72","5","2","1","45","Implementimi I projektit Bllok pas Blloku","28.07.16","190608","166274.11","","Vision Project","","1","1","1"
"1+2","73","5","2","5","45","Ndertimi i rruges Perandori Justinjan Perball kadetrales Prishtinë pun shtes","08.06.16","20999.59","20999.59","","Eing COM","","1","1","1"
"1","74","1","3","6","36","Furnizimi me uniforma per maturant per gradim ","25.05.16","6500","3750","","ENDI","","1","1","1"
"1","75","1","3","6","15","Furnizimi me ujë","24.06.16","6000.00","2500","","Beni Dona","","1","1","1"
"1","76","2","3","6","60","Transporti I nxenesve dhe arsimtareve ","06.06.16","9000","5535","","DITA","","1","1","1"
"1","77","5","2","1","45","Ndërtimi i rrugëve në fshatin Koliq,lagja Bicaj dhe Vol ","12.07.16","237624.43","136019.99","","Bashkimi&ledi","","1","1","1"
"1","78","2","3","6","93","Pjesa Artistike për 1 Qershorin Ditën e Fëmijeve ","02.06.16","10000","9640","","AMC","","1","1","1"
"1","79","2","3","6","60","Sherbimet teknike per festen e 1 Qershorit","03.06.16","10000","9865","","AMC","","1","1","1"
"1+2","80","5","2","1","45","Ndertimi I rruges  ne fshatin  Koliq  lagja Qokaj","21.07.16","266078.25","138594.5","","Ledi Ing&Bashkimi ","","1","1","1"
"1","81","2","2","1","33","Mirembajtja dhe servisimi I paisjeve mjekësore te QMU-së","18.07.16","90000","90000","","MAM","","1","1","1"
"1","82","4","2","1","74","konkurs projektimi - shkallet dhe mbi kalimi ne Arberi ","09.12.16","20000","13430","","ARS Atelie","","1","1","2"
"1","83","1","1","1","33","Furnizimi me barna dhe materiale shpenzuese mjeksore per QKMF-ne dhe QMU-ne - Loto I","21.07.16","100000","74130","","Sinorg","","1","1","1"
"1","83","1","1","1","33","Furnizimi me barna dhe materiale shpenzuese mjeksore per QKMF-ne dhe QMU-ne - Loto II","21.07.16","0","25820.5","","Koslabor","","1","1","1"
"1","84","5","2","1","45","Rikonstruimi dhe gelqerosja e disa Shkollave ","25.07.16","300000","84688.1","","Ulpiana","","1","1","1"
"1","85","2","2","1","60","Transporti I nxensve dhe arsimtarve ne gjashtë relacione LLOT I","25.07.16","80000","5040","","Tempo Trans","","1","1","1"
"1","85","2","2","1","60","Transporti I nxensve dhe arsimtarve ne gjashtë relacione LLOT II","25.07.16","80000","6840","","Besim Brahimi","","1","1","1"
"1","85","2","2","1","60","Transporti I nxensve dhe arsimtarve ne gjashtë relacione LLOT III","25.07.16","80000","14220","","Musli Ahmeti","","1","1","1"
"1","85","2","2","1","60","Transporti I nxensve dhe arsimtarve ne gjashtë relacione LLOT IV","25.07.16","80000","7200","","Hani Trans","","1","1","1"
"1","85","2","2","1","60","Transporti I nxensve dhe arsimtarve ne gjashtë relacione LLOT V","25.07.16","80000","16740","","Sherif Vitija","","1","1","1"
"1","85","2","2","1","60","Transporti I nxensve dhe arsimtarve ne gjashtë relacione LLOT VI","25.07.16","80000","24840","","Simolli Tours","","1","1","1"
"1","86","1","3","6","31","Furnizimi dhe servisimi i aparateve kunder zjarrit ","09.06.16","9500","5983","","EMERGJENCA","","1","1","1"
"1","87","2","2","1","45","Mirembajtja e monumenteve , fontanave dhe krojeve publike","21.07.16","20000","15430","","Light More&Global Ing","","1","1","1"
"1+2","88","5","2","1","45","Ndertimi I stadionit te futbollit ne Hajvali-Faza II","26.07.16","498587.31","414828.79","","Vision Cap.&Conex ","","1","1","1"
"1","89","5","2","1","45","Rikonstruimi I qerdhes ne lagjen Sofalia","19.07.16","50000","39370.86","","Ero projekt ","","1","1","1"
"1+2","90","5","2","1","45","Ndërtimi i kanalizimit fekal për Llukarë,faza 1","02.08.16","124887.98","85190.46","","Kushtrimi NM","","1","1","1"
"1","91","5","2","1","45","Instalimi I ngrohjes qendrore ne shkolla te fshatrave ","03.08.16","100000","99391.85","","Termo Install","","1","1","1"
"1","92","5","2","1","45","Sanimi I gropave dhe deformimeve te shtresave te asfaltit ne rruget  dhe trotuaret  ne Komunen e Prishtines per  vitin 2016","01.08.16","475045","298070","","Toifor","","1","1","1"
"1+2","93","5","1","1","45","Ndertimi I infrastruktures ne Zllatar","17.10.16","761834.72","469240.11","","Toifor","","1","1","1"
"1","95","1","2","1","28","Furnizimi  me  qizme   dhe  doreza per stafin  e BPZ-se  ","21.11.16","25000","22436.43","","Pastor Kosova ","","1","1","1"
"1+2","96","5","1","1","45","Rregullimi I oborreve dhe tereneve sportive ","02.08.16","600000","170644.5","","NBT ING&ALFA ING","","1","1","1"
"1","97","5","2","1","45","Rindertimi, sanimi dhe zgjerimi I rrugeve dhe rindertimi I kanalizimeve ","17.08.16","493597.28","314913.5","","Toifor  ","","1","1","1"
"1","98","5","2","1","45","Punimi ,furnizimi dhe vendosja e numrave të adresave","20.09.16","193000.00","118740","","Malsia","","1","1","1"
"1","99","2","1","1","93","Mirmbajtja e elektrikes në Shkolla ","14.09.16","150000.00","","","Light and more","","1","1","1"
"1","100","1","2","1","36","Furnizimi me inventar per QKMF dhe QMF","29.07.16","30000","24697","","Rexha shpk","","1","1","1"
"1","101","5","2","5","45","Sinjalizimi horizontal dhe vertikal ne rruget e prishtines - pjesa e III-te- p.shte","16.06.16","1216","1216","1216","Malesija","","1","1","1"
"1","102","5","2","1","45","Rikonstruimi I ndriqimit publik ne qytet dhe fshatra te Prishtines-Faza III","11.11.16","150000","77321","","Mvr Elektromontues","","1","1","1"
"1","103","1","2","1","28","Furnizimi i shkollave me paisje kabinetike - Loto I","05.09.16","40000.00","20768.5","","Abetare ","","1","1","1"
"1","103","1","2","1","28","Furnizimi i shkollave me paisje kabinetike - Loto II","07.09.16","","5418.74","","Vitech ","","1","1","1"
"1","104","1","2","5","","Furnizimi,montimi dhe instalimi i LAN-it ne objektet e Komunës-pun shtes","27.06.16","3500","3198","3198","Global Prishtina","","1","1","1"
"","105","1","3","6","36","Furnizimi me mobilje per qendren per keshillim ne karrier ","18.07.16","2300","2275","","Mali-i","","1","1","1"
"1","106","2","2","1","93","Hart. i proj. te vogla dhe te mesme per objekte te reja, rikonstruim, adaptim ","27.09.16","100000","23445","","Proart&proing","","1","1","1"
"1","108","2","3","6","93","Fushatë Vetëdijesuese për shfrytëzimin e Transportit Publik ","25.07.16","6000.00","4889","","Ekovizion ","","1","1","1"
"1","109","5","3","6","45","Ndertimi I murit Beton Arme ne Lagjen Velania","15.07.16","6975.03","4379.94","437.99","Ndertimtari","","1","1","1"
"1+2","111","5","1","1","45","Ndertimi I Kolektorit Betonarme per largimin e ujti atmosferik dhe kanalizimi fekal ne rrugen mbi lumin MAT ne lagjen Kalabria","","3183368.01","1696063.32","","Jehona&beni cons.&arhiko","","1","1","1"
"1","112","1","2","1","50","Mirëmbajtja e semaforëve, invertorëve dhe pajisjeve akustike për të verbërit .","14.10.16","60000","59905","","Ekoinvest","","1","1","1"
"1","113","1","2","1","25","Furnizimi dhe montimi i shportave të xhepit në rrugërt e qytetit dhe sheshet ","07.10.16","20000.00","13160","","Ndertimtari","","1","1","1"
"1","114","2","3","6","93","Organizimi i udhëtimit per pjesmarrjen e Ansamblit""Bajram Curri""","19.07.16","6000.00","4999","","Arditi Turs","","1","1","1"
"1","116","1","3","6","36","Furnizimi me piano i shkollës së Muzikës ""Prenk Jakova""","15.11.16","9800","9800","","Global Electronics","","1","1","1"
"1","117","2","3","6","60","Organizimi I udhetimit per pjesmarrjen e qendres kulturore te femijev ne Kroaci","29.07.16","3000","2345","","Egnatia","","1","1","1"
"1+2","118","5","2","1","45","Ndërtimi i rrugës në fshatin Hajvali tek Vitialit","20.09.16","112592.67","71219.51","","Ulpiana","","1","1","1"
"1+2","119","5","1","5","45","Mirembajtja e siperfaqeve gjelbruese ","01.08.16","800000","400000","","Hortikultura","","1","1","1"
"1","120","5","2","1","45","Ndertimi I rruges ne fshatin Barileve","13.09.16","471708.6","260584","","SOPI","","1","1","1"
"1","121","5","2","1","45","Ekzekutimi i punimeve me preksiglas ne disa shkolla dhe punime tjera","09.09.16","50000","31900","","C4A&euro construc","","","1","1"
"1","122","2","2","1","93","Projekti Inçizimet gejodezike te hapsirave te përbashkta banesore ","13.10.16","50000","21360","","NEWS”","","1","1","1"
"1","123","2","2","1","92","Organizimi I koncertit te Dua Lipes","02.08.16","50000","49999","","republika ","","1","1","1"
"1","124","5","2","1","45","Rikonstruimi i objektit të kuzhines Qendrore-Ulpian","19.10.16","259883.04","158175.32","","Termomontimi","","1","1","1"
"1","125","1","2","1","36","Furnizimi dhe montimi i inventarit dhe materialeve tjera për funksionalizimin e qendrës për Business Process Outsourcing","20.09.16","60000","44,317,50","","FM Group&AF consult","","","1","1"
"1","126","1","2","1","36","Furn.me inventare dhe material didaktik per qerdhen Zogjet ne Sofali-llot I","30.09.16","45000","37466","","BURIMI DEKOR","","1","1","1"
"1","126","1","2","1","36","Furn.me inventare dhe material didaktik per qerdhen Zogjet ne Sofali-llot II","30.09.16","5000","4852.35","","NTP VLORA","","1","1","1"
"1","127","1","2","1","36","Furnizim me dru per ngrohje per Institucionet Arsimore","05.09.16","63600","63554.25","","BUSHGEGU","","1","1","1"
"1","128","1","2","1","28","Furnizimi me pelet per ngrohje per Institucionet Arsimore","13.09.16","60000","32000","","AOME","","1","1","1"
"1","129","1","2","1","36","Furnizimi me printera ,kompjutera ,laptop dhe tabletë I","15.11.16","55000","16970","","INFO COM","","1","1","1"
"1","129","1","2","1","31","Furnizimi me printera ,kompjutera ,laptop dhe tabletë II","14.11.16","55000","27241","","COMTRADE","","1","1","1"
"1","130","1","2","1","36","Inventarizimi i këndeve te leximit”  ","27.09.16","30000","13585","","BURIMI DEKOR","","1","1","1"
"1+2","131","5","1","1","45","Renovimi I garazhës së NK Trafikut Urban","04.10.16","1000000","622496.8","","NN PRISHTINA","","1","1","1"
"1","132","5","2","1","45","Pastrimi dhe rregullimi I shtratit te Lumenjeve","07.10.16","100000","80524.6","","LINDI","","1","1","1"
"1","133","1","2","1","31","Furnizimi me toner per printer,ploterë dhe aparate fotokopjuse","23.11.16","56000","46521.55","","Europrinty","","1","1","1"
"1","134","1","2","1","92","Furnizimi dhe mirëmbajtja e kondicionerëve në objektin e Komunës së Prishtinës

","13.10.16","50000","42918.45","","Raketa","","1","1","1"
"1","135","4","3","1","74","Konkurs projektimi - lokalet afariste ne zonen historike - shperblimi I I-re","31.10.16","5000","5000","","ferizi+Ferizi+Arch","","1","1","2"
"1","135","4","3","1","74","Konkurs projektimi - lokalet afariste ne zonen historike - shperblimi I II-te","31.10.16","3000","3000","","Blerim Lutolli","","1","1","2"
"1","135","4","3","1","74","Konkurs projektimi - lokalet afariste ne zonen historike - shperblimi I III-te","15.11.16","2000","2000","","Fatlum Radoniqi ","","1","1","2"
"1","136","5","2","1","45","Rikonstruktimi I çerdhes në lagjen Tophane","19.10.16","130000","60683.05","","Tribune shpk","","1","1","1"
"1","138","5","3","5","45","Pune shtese Ndertimi I murit beton arme- Velani","13.09.16","437.99","437.99","","NDERTIIMTARI","","1","1","1"
"1","140","1","2","1","36","Furnizimi me inventar per administraten komunale ","21.11.16","60000","57550","","A&F Construction","","1","1","1"
"1","141","2","2","1","1","Përshtat e tokës për prodhimtari dhe rekomandimet e masave agroteknike ","15.11.16","20000","19000","","Agrovet ","","1","1","1"
