1+2,57,2,2,1,74,"Hartimi I projekteve per rruget ""A.Krasniqi"" dhe ""E. Rexha""",25.05.10,"20,000.00","14,691.18",,En Group,Prishtinë,1,1,2
1+2,58,2,2,1,74,"Hartimi I projekteve per rruget ""N.Perlleshi"" dhe ""Xh.Doda""",31.05.10,"20,000.00","12,360.40",,En Group,Prishtinë,1,1,2
1+2,59,2,3,6,93,Servisimi I automjeteve reno megan te komunes,20.04.10,"10,000.00","10,000.00",,Auto Visoka,Prishtinë,1,1,1
1+2,60,1,2,1,18,Furnizimi me uniforma verore - pjesa e parë,14.09.10,"10,000.00","8,351.40",,Arta tex,Pejë,1,2,1
1+2,60,1,2,1,18,Furnizimi me uniforma verore - pjesa e dytë,14.09.10,"10,000.00","5,000.00",,Euro Trade,Prishtinë,1,2,1
1+2,61,5,1,1,45,Ndertimi I shkolles fillore ne Hajvali,01.09.10,"900,000.00","848,743.08",,Liridoni,Ferizaj,1,1,1
1+2,62,2,1,1,93,Dezinsektimi hapsinor i Prishtines,14.07.10,"120,000.00","117,740.00",,DDD,Prishtinë,1,1,1
1+2,63,5,2,1,45,Ndertimi I totuareve dhe kanalizimit ne Hajvali,06.07.10,"150,000.00","139,627.57",,Gerlica comp,Ferizaj,1,1,1
1+2,64,5,2,1,45,Rregullimi I trotuareve dhe shtigjeve ne parqet e qytetit,09.06.10,"100,000.00","83,481.11",,Kema komp,Lipjan,1,1,1
1+2,65,5,2,1,45,Ndertimi I shtigjeve te kembesoreve ne varrezat e qytetit,02.06.10,"60,000.00","56,564.00",,Kema komp,Lipjan,1,1,1
1+2,66,5,2,1,45,"Ndertimi I rruges lidhese me rrugen ""V.Fazliu""",11.06.10,"100,000.00","102,526.26",,Euro Garten,Lipjan,1,1,1
1+2,67,2,2,1,74,Hartimi I projektit zbatues per rruget rurale,28.05.10,"15,000.00","13,500.00",,Pro Art,Prishtinë,1,1,2
1+2,68,5,2,1,45,"Rindertimi I rruges ""I. Krasniqi"",""Jonuz Zeneli"" dhe ""Milan Shuflaj""",25.06.10,"120,000.00","107,064.30",,ABC,Podujevë,1,1,1
1+2,69,5,2,1,45,"Rindertimi I rruges ""Ekrem Rexha"" dhe garazheve te rreth rrutullimi",11.06.10,"120,000.00","116,720.83",,Noti,Prishtinë,1,1,1
1+2,70,5,2,1,45,Rindertimi I trotuareve te Bunari I Hajratit dhe rruges per Prishtine,11.06.10,"100,000.00","90,558.36",,Dimi Bau,Lipjan,1,1,1
1+2,71,5,2,1,45,Mirembajtja e ndriçimit publik ne qytetin e Prishtinës,25.05.10,"120,000.00","112,202.00",,Rima,Prishtinë,1,2,1
1+2,72,2,2,1,93,"Pastrimi I objektit te vjeter te Kom., Arkivit te qytetit, dhe zyret ne K.Diellit",29.09.10,"2,000.00","2,688.66",,MSS,Prishtinë,1,1,1
1+2,72,2,2,1,93,- // - -//- - // - pjesa e dytë,29.09.10,"1,000.00",371.44,,AB,Prishtinë,1,1,1
1+2,72,2,2,1,93,- // - -//- - // - pjesa e tretë,29.09.10,500,159.5,,AB,Prishtinë,1,1,1
1+2,73,1,2,1,30,Furnizimi me toner per printer dhe aparate fotokopjuese,29.09.10,"55,000.00","50,000.00",,INK,Prishtinë,1,2,1
1+2,74,5,2,1,45,Rregullimi i lokacionit per ndertimin e ambulances ne Sharban,31.05.10,"20,000.00","14,355.98",,DKG,Prishtinë,1,2,1
1+2,75,1,2,1,36,Furnizimi me material didaktik per shkolla,21.10.10,"70,000.00","56,436.28",,Didaktika,Prishtinë,1,1,1
1+2,76,2,2,1,74,Hartimi I projektit per rrugen Shkupi - Kolegji turk,30.06.10,"5,000.00","4,700.00",,3D Project,Prishtinë,1,2,2
1+2,77,5,2,1,45,"Ndertimi I trafostacionit TS 20 (10)/0,400 kva per strehim social",14.06.10,"30,000.00","29,450.00",,Monten,Prishtinë,1,1,1
1+2,78,1,2,1,24,"Furnizimi me material higjenik, uji dhe vegla pune per shkolla",25.08.10,"60,000.00","52,890.90",,Beni Dona,Prishtinë,1,1,1
1+2,79,1,2,1,24,"Furnizimi me material higjenik, uji dhe vegla pune per Institucione Parashko",25.08.10,"20,000.00","18,248.36",,KGT,Prishtinë,1,1,1
1+2,81,2,3,6,92,Organizimi I manifestimit Dita e Europes,07.05.10,"4,000.00","3,500.00",,Qe.Kult.Fem,Prishtinë,1,1,1
1+2,82,1,3,6,36,Furnizimi me inventar,17.05.10,"10,000.00","9,089.00",,Galanteria,Poduevë,1,1,1
1+2,83,5,1,1,45,"Ndërtimi I rrugës ""Muharrem Fejza""",21.07.10,"530,000.00","518,838.52",,Beni com,Prishtinë,1,2,2
1+2,84,2,2,1,74,Hartimi I projektit Malush Kosova dhe Holgen Petersen,01.07.10,"10,000.00","6,600.00",,Smart Project,Prishtinë,1,2,2
1+2,85,5,2,1,45,Rregullimi I oborrit te QMFne lagjen Velania dhe Hajvali,30.08.10,"60,000.00","58,949.37",,Area,Kamenicë,1,1,1
1+2,86,5,2,1,45,Rregullimi I oborrit te QMFne lagjen Vreshta dhe Arberia - 2,09.08.10,"60,000.00","52,952.00",,Rexha,Prishtinë,1,1,1
1+2,88,5,2,1,45,Renovimi I salles se Kuvendit Komunal,30.09.10,"100,000.00","82,233.35",,Union Enterier,Prishtinë,1,2,1
1+2,89,5,2,1,45,"Mirembajtja e krojeve , fontanave dhe shportave ne qytet",08.11.10,"35,000.00","30,950.00",,Daqa,Ferizaj,1,2,1
1+2,90,2,3,6,92,"Organizimi I manifestimi per Diten Nderkombetare te Femijeve ""1 Qershori""",31.05.10,"7,000.00","6,220.00",,Connext,Prishtinë,1,1,1
1+2,91,1,3,6,36,Pajisja dhe mobilimi I zyreve per objektin komunal,07.06.10,"10,000.00","9,445.53",,Neli Com,Pejë,1,1,1
1+2,93,1,1,1,36,Furnizimi me inventar per shkollat e Komunes se Prishtines,20.08.10,"320,000.00","306,191.00",,Metali,Pozhoran,1,1,1
1+2,94,2,2,1,92,Organizimi i manifestimi per Diten e Prishtines,10.06.10,"20,000.00","19,900.00",,The Group,Prishtinë,1,2,1
1+2,95,5,2,1,45,Asfaltimi I rruges ne Barileve -Lagja Verbovs krahu I majte,18.08.10,"20,000.00","17,777.77",,Wiena,Prishtinë,1,2,1
1+2,97,5,1,1,45,Ndertimi I vazhdimit te rruges Agim Ramadani,25.08.10,"600,000.00","590,026.50",,Kastrioti,Carralevë,1,1,2
1+2,98,5,2,1,45,Ndertimi I shkolles fillore ne Tenezhdoll,02.08.10,"250,000.00","222,836.17",,Rexha,Podujevë,1,1,1
1+2,99,1,2,1,36,Furnizimi me inventar shendetsor per QMF-te ne Prishtine,20.08.10,"70,000.00","59,695.00",,Graniti,Suharekë,1,1,1
1+2,100,1,2,1,33,Furnizimi me aparature mjekesore,19.10.10,"50,000.00","47,200.00",,Koslabor,Prishtinë,1,1,1
1+2,101,1,2,1,33,Furnizimi me paisje mjekesore per ordinancat e QMF-ve,19.10.10,"50,000.00","41,330.00",,Koslabor,Prishtinë,1,1,1
1+2,103,1,2,1,35,Furnizimi me tri autoambulanca per nevojat e QKMF-re,20.08.10,"100,000.00","94,560.00",,Delfin,Prishtinë,1,1,1
1+2,104,2,3,6,63,Pjesmarrja ne festivalin Nderkombetar te Femijeve ne Turqi,14.07.10,"5,000.00","4,000.00",,Azizi,Vushtrri,1,1,1
1+2,105,2,2,1,74,Hartimi I projektit per garazhet montazhe te punktit Prishtina II BZP,25.08.10,"3,000.00","1,450.00",,Pro Art,Prishtinë,1,1,2
1+2,106,5,2,1,45,"Gelqerosaj dhe renovime ne disa shkolla (7 Marsi, F.Konica …)",12.07.10,"150,000.00","123,622.58",,Olti Trasing,Prishtinë,1,2,1
1+2,107,5,2,1,45,"Gelqerosaj dhe renovime ne disa shkolla (P.Bogdani, Ilira …)",13.09.10,"200,000.00","200,893.15",,zhvillimi,Podujevë,1,2,1
1+2,108,5,2,1,45,Gjelberimi dhe mirembajtja e oborreve te shkollave dhe oborreve I.P.,23.07.10,"60,000.00","59,780.28",,Hortikultura,Prishtinë,1,2,1
1+2,109,5,2,1,45,Rindertimi I rruges dhe kanalizimit ne lagjen Perroi I Njelmet,26.08.10,"18,000.00","167,471.36",,Noti,Prishtinë,1,1,1
1+2,110,5,2,1,45,"Rindertimi I rruges ""Mbreti Longar"" dhe ""Ndre Mjeda""",18.08.10,"150,000.00","151,376.60",,Euro garten,Lipjan,1,1,1
1+2,111,5,2,1,45,"Rindertimi I rrugeve ""S.Anamali"", Peshteri, Pashtriku dhe N.Berati",23.09.10,"75,000.00","70,137.47",,Euro Garten,Lipjan,1,1,1
1+2,114,5,2,1,45,Ndrrimi I dyerve dhe dritareve ne shkollen Z.Hajdini,02.08.10,"80,000.00","78,888.00",,Beni Constr,Viti,1,1,1
1+2,115,5,2,1,45,Riparimi i rrugeve rurale,25.08.10,"160,000.00","157,909.50",,Toifor,Prishtinë,1,1,1
1+2,116,2,3,6,92,Organizimi I manifestimit per Diten e Amerikes,02.07.10,"5,000.00","4,600.00",,Skena Art,Gjakovë,1,1,1
1+2,117,1,3,6,31,Furnizimi me kartela plastike dhe materiale tjera per ID,08.07.10,"5,000.00","4,447.74",,Prof. alarm,Prishtinë,1,1,1
1+2,118,5,1,1,45,Ndertimi I vazhdimit te rruges Enver Maloku,05.10.10,"150,000.00","1,368,616.82",,Kag Aphalt,Prizren,1,1,1
1+2,120,2,2,1,80,Trajnimi- perkrahja e fermereve ne pemtari,02.12.10,"20,000.00","15,910.00",,Qendra Zh.R,Prishtinë,1,1,1
1+2,121,1,2,1,33,Furnizimi me aparature laboratorike dhe material shpenzues,29.10.10,"90,000.00","88,500.00",,Koslabor,Prishtinë,1,1,1
1+2,123,2,3,6,93,Dezinfektimi dhe deratizimi I Institucioneve Parashkollore,07.09.10,"9,000.00","8,932.00",,DDD,Prishtinë,1,1,1
1+2,125,5,2,1,45,Rindertimi I rruges lidhese Grashtice - Mramor,18.08.10,"6,000.00","55,269.30",,DKG,Prishtinë,1,2,1
1+2,126,5,2,1,45,Rregullimi I parkingut per traktoret ne Prishtine,01.09.10,"30,000.00","29,739.50",,RR &Maliqi,Kamenicë,1,2,1
1+2,129,1,3,6,36,Furnizimi dhe servisimi i klimave për komune,25.08.10,"8,000.00","7,800.00",,Air condition,Prishtinë,1,1,1
1+2,130,1,1,1,23,Furnizimi me naftë për shkollat e Prishtinës,11.10.10,"700,000.00","700,000.00",,Hib Petrol,Prishtinë,1,1,1
1+2,131,5,2,1,45,Renovimet ne disa shkolla te Prishtinës,20.08.10,"100,000.00","93,903.74",,Valoni,Podujevë,1,2,1
1+2,133,5,1,1,45,Ndertimi I rrugës paralele në magjistralen Prishtinë-Shkup,30.08.10,"1,500,000.00","1,348,928.50",,Papanburg,Ferizaj,1,2,1
1+2,134,1,2,1,21,Furnizimi me libra për bibloteka,25.10.10,"40,000.00","38,511.00",,Artini,Prishtinë,1,1,1
1+2,135,5,2,1,45,Shtrirja e kabllit nga TS 110-prizme 2 deri te objekti ri I Komunës,18.08.10,"45,000.00","45,508.00",,Bagdat,Viti,1,2,1
1+2,136,5,2,1,45,Ndertimi I kanalizimit dhe rrugës prapa Gjimnazit GJ. Gazuli,29.09.10,"130,000.00","128,847.85",,Noti,Prishtinë,1,1,1
1+2,137,5,2,1,45,Ndertimi I rrugës në Arbëri (prapa Ambasades Amerikane),18.08.10,"30,000.00","24,346.50",,Noti,Prishtinë,1,2,1
1+2,138,5,2,1,45,Ndertimi I kanalizimit fekal dhe asfaltimi I rrugës në Bernic të ultë,11.10.10,"210,000.00","206,790.37",,Papenburg,Ferizaj,1,1,1
1+2,139,5,2,1,45,Asfaltimi I rrugës në Barilevë,13.09.10,"200,000.00","197,073.64",,Eskavatori,Ferizaj,1,1,1
1+2,140,2,3,6,74,Punimi I projekteve per rregullimin e parterit te 4 QMF-ve ne Prishtinë,26.08.10,"10,000.00","9,100.00",,EUP Engin,Prishtinë,1,1,1
1+2,141,2,3,6,93,Servisimi I 4 instrumenteve te gjeodezise,17.09.10,"3,000.00","2,962.50",,Profi tech,Prishtinë,1,1,1
1+2,142,1,3,6,28,Blerja e imazhit satelitor Prishtina 2010,25.08.10,"10,000.00","8,891.00",,Stat Gis,Prishtinë,1,1,1
1+2,143,5,2,1,45,Ndertimi I kanalizimit në Tenezhdoll,07.09.10,"80,000.00","75,192.00",,Labi,Prishtinë,1,1,1
1+2,145,5,2,1,45,"Rikoinstruimi I kulmeve, rregull. I oborreve dhe disa puneve tjera ne shkolla",17.09.10,"240,000.00","233,938.62",,Olti Trasing,Prishtinë,1,1,1
1+2,147,2,3,6,74,"Punimi I projektit për sallat ed.fizike në gjim.""Xh.Doda""Mati 1dhe rip QMF",01.09.10,"10,000.00","9,300.00",,EUP Engin,Prishtinë,1,1,1
1+2,149,1,2,1,10,Furnizimi me thengjill për shkollat e K. Prishtinës,17.11.10,"35,000.00","33,040.00",,Ajroni,Prishtinë,1,1,1
1+2,150,1,2,1,20,Furnizimi me dru për shkollat e K. Prishtinës - pjesa e I-rë,08.10.10,"25,000.00","22,312.00",,Boshgegu,Prishtinë,1,1,1
1+2,150,1,2,1,20,Furnizimi me dru për shkollat e K. Prishtinës - pjesa e II-të,08.10.10,"25,000.00","22,312.00",,Rudina,Prishtinë,1,1,1
1+2,151,5,2,1,45,Sanimi I rrugëve rurale,06.09.10,"75,000.00","72,495.50",,Dardania,Prishtinë,1,1,1
1+2,152,5,2,1,45,"Sanimi I rrugëve""B Shala"", ""D. e Marecit""",06.10.10,"100,000.00","91,479.00",,Victoria Invest,Suharekë,1,1,1
1+2,153,2,3,6,92,"Organizimi I manifestimit ""Mbrëmje Verore""",06.08.10,"10,000.00","9,500.00",,Corona,Prishtinë,1,1,1
1+2,154,5,2,1,45,Sanimi I rrugës te Medresja në Prishtinë,29.09.10,"190,000.00","185,138.80",,Kema komp,Prishtinë,1,1,1
1+2,155,5,2,5,45,Mirmbajtje e gjelbrimit të parqeve të qytetit - Laura,30.07.10,"29,890.00",,"29,890.00",Hortikultura,Prishtinë,1,1,1
1+2,156,2,3,6,74,"Pun.i proj. per rreg. e jashtem dhe rrethojes ne shk. Mati 1, Pavarsia,M.K",29.09.10,"10,000.00","9,300.00",,EUP Engin,Prishtinë,1,1,1
1+2,157,2,2,1,74,Transporti I nxënsve dhe arsimtarve për vitin shkollor 2010/2011,01.10.10,"10,000.00",0,,,Prishtinë,1,1,1
1+2,158,5,1,1,45,Ndërtimi i kolektorit atmosferik mbi lumin Prishtina në Lagjen Kalabria.,14.12.10,"3,100,000.00","3,045,674.10",,Çlirimi,Prizren,1,2,1
1+2,159,5,1,1,45,Rregullimi I rrugës dhe plotos rreth stadiumit futbollistik,05.11.10,"300,000.00","262,373.67",,Noti,Prishtinë,1,2,1
1+2,162,5,1,1,45,Asfaltimi i rrugës Dheu i Kuq-Gllogovicë dhe Dabishevc-Hajkobillë,20.12.10,"1,000,000.00","998,542.50",,Kag Asphalt,Prizren,1,2,1
1+2,163,5,2,1,45,Ndertimi I murit mbrojtës në rrugen Gjon Sereqi,13.09.10,"15,000.00","11,676.00",,Euro Besi,Prishtinë,1,1,1
1+2,164,5,2,1,45,Rindertimi I rrugës në lagjen Kalabria,06.10.10,"175,000.00","173,541.64",,Euro garten,Lipjan,1,1,1
1+2,165,5,2,1,45,"Rindertimi I rrugeve ""Bajram Bahtiri"", ""Lidhja e Prizreit""",06.10.10,"300,000.00","298,241.83",,ABC,Podujevë,1,2,1
1+2,166,2,3,6,93,Perpunimi gjeomatik i imazheve satelitore,25.10.10,"7,500.00","7,322.00",,Stat Gis,Prishtinë,1,1,1
1+2,169,5,2,1,45,Ndertimi I trafostacionit ne Bardhosh,06.09.10,"30,000.00","22,438.00",,Monten,Prishtinë,1,2,1
1+2,172,5,2,1,45,Renovimi I Qendrave Kryesore të Mjeksis Familjare,06.10.10,"80,000.00","79,243.85",,Union Enterier,Prishtinë,1,1,1
1+2,173,5,1,1,45,"Rindertimi I rruges ""Gjergj Balsha""",05.10.10,"600,000.00","529,670.68",,ABC,Podujevë,1,1,1
1+2,174,2,3,6,93,Shtypja e biletave te parkingut dhe hapsirave tjera publike,30.08.10,"5,000.00",0,,KGT,Prishtinë,1,1,1
1+2,175,5,2,1,45,Ndertimi I kanalizimit ne Shkabaj dhe murit mbrojtes ne rrug. I. Krasniqi,22.11.10,"70,000.00","68,357.34",,ABC,Podujevë,1,1,1
1+2,176,5,1,1,45,"Ndertimi I vazhdimit te rruges ""Hyzri Talla""",06.10.10,"70,000.00","62,543.46",,Euro garten,Lipjan,1,1,1
1+2,177,5,2,1,45,Ndertimi I rruges ne Leban dhe kanalizimit fekal ne lagjen Prugovci 2,19.11.10,"170,000.00","155,655.70",,Gashi Ing,Suharekë,1,1,1
1+2,178,5,2,1,45,Ndertimi I tereneve sportive ne Fushen e Pajtimit,17.11.10,"50,000.00","47,927.21",,Olti Trasing,Prishtinë,1,2,1
1+2,179,5,2,1,45,Rindertimi I kthinave te autobuseve ne rruget e qytetit,29.12.10,"120,000.00","113,224.37",,Wiena,Prishtinë,1,1,1
1+2,182,2,2,1,92,Organizimi I manifestimit Ylberi I Prishtinës,16.09.10,"19,000.00","15,650.00",,Qendra Ku.F,Prishrinë,1,1,1
1+2,183,1,3,6,36,Furnizimi me inventar per qerdhe,05.11.10,"10,000.00","8,643.16",,Duglas,Podujevë,1,1,1
1+2,184,1,2,1,36,Furnizimi me inventar per sallën dhe zyret tjera te Kuvendit Komunal,22.10.10,"50,000.00","49,880.70",,Lesna,Prishrinë,1,1,1
1+2,185,5,2,1,45,Ndertimi I ndriqimit publik ne rruget rreth stadioumit futbollistik,08.11.10,"50,000.00","40,403.70",,El Trafo Mont,Prishrinë,1,2,1
1+2,186,5,1,1,45,"Ndertimi I vazhdimit te rruges ""Holgen Petersen""",19.11.10,"400,000.00","393,433.99",,Noti,Prishrinë,1,2,1
1+2,187,5,2,1,45,"Ndertimi I rruges ""Leka I Madh"" , murit mbrojtes dhe rruges""Dem Ahmeti""",17.11.10,"100,000.00","98,326.90",,Euro garten,Lipjan,1,1,1
1+2,188,5,2,1,45,Ndertimi I tereneve sportive ne shkollat e fshatrave te Komunes,19.11.10,"200,000.00","188,850.23",,Beni Constr,Viti,1,2,1
1+2,189,2,2,1,50,Mirembajtja e kamerave dhe pajisjeve tjera te vezhgimit,18.11.10,"15,000.00","12,528.00",,Prof. alarm,Prishrinë,1,2,1
1+2,190,5,1,1,45,"Ndertimi I objkekteve per invalid te luftes, veteran dhe familje te deshmoreve",23.11.10,"850,000.00","848,443.08",,Standard,Prishrinë,1,2,1
1+2,191,2,3,6,74,Punimi I projektit per shkollen fillore ne Tenezhdoll,04.11.10,"10,000.00","9,360.00",,Plan Ing,Prishtinë,1,1,1
1+2,193,2,3,6,93,Riparimi I cisternes 8000 litershe nga autoparku I zjarrefiksave,01.11.10,"4,000.00","3,980.00",,Autoservis Sis,Obiliq,1,1,1
1+2,194,1,3,6,28,Furnizimi me aparat per matjen e zhurmes,08.12.10,"4,000.00","3,935.18",,Profitech,Prishtinë,1,1,1
