Komunat,0,Gjakovë,Mallra dhe Shërbime,Karburant për vetura,Asambleja Komunale,,," 1,227.01 ",2011
Komunat,0,Gjakovë,Mallra dhe Shërbime,Karburant për vetura,Buxheti dhe Financat,,," 7,258.44 ",2011
Komunat,0,Gjakovë,Mallra dhe Shërbime,Karburant për vetura,Shërbimet Publike,,," 36,499.55 ",2011
Komunat,0,Gjakovë,Mallra dhe Shërbime,Karburant për vetura,Zyra për Kthim dhe Komunitete,,," 1,961.28 ",2011
Komunat,0,Gjakovë,Mallra dhe Shërbime,Karburant për vetura,Bujqësi,,," 7,615.55 ",2011
Komunat,0,Gjakovë,Mallra dhe Shërbime,Karburant për vetura,Zhvillim Ekonomik,,," 3,404.73 ",2011
Komunat,0,Gjakovë,Mallra dhe Shërbime,Karburant për vetura,Kadaster,,," 1,910.10 ",2011
Komunat,0,Gjakovë,Mallra dhe Shërbime,Karburant për vetura, Planifikim ,,," 1,063.03 ",2011
Komunat,0,Gjakovë,Mallra dhe Shërbime,Karburant për vetura,Shëndetësi,,," 17,825.93 ",2011
Komunat,0,Gjakovë,Mallra dhe Shërbime,Karburant për vetura, Kultur ,,," 4,671.52 ",2011
Komunat,0,Gjakovë,Mallra dhe Shërbime,Karburant për vetura, Arsim ,,," 10,969.25 ",2011
Komunat,0,Gjakovë,Mallra dhe Shërbime,Provizioni për tarifa të ndryshme,,,, 5.51 ,2011
Komunat,0,Gjakovë,Mallra dhe Shërbime,Regjistrimi dhe sigurimi i automjeteve,,,," 14,638.01 ",2011
Komunat,0,Gjakovë,Mallra dhe Shërbime,Mirëmbajtja dhe riparimi i automjeteve,,,," 20,037.13 ",2011
Komunat,0,Gjakovë,Mallra dhe Shërbime,Mirëmbajtja e ndërtesave,,,," 170,933.54 ",2011
Komunat,0,Gjakovë,Mallra dhe Shërbime,Mirëmbajtja e rrugëve,,,," 2,615.00 ",2011
Komunat,0,Gjakovë,Mallra dhe Shërbime,Mirëmbajtja e teknologjisë informative ,,,," 2,055.00 ",2011
Komunat,0,Gjakovë,Mallra dhe Shërbime,Mirëmbajtja e mobilieve dhe pajisjeve,,,," 17,669.14 ",2011
Komunat,0,Gjakovë,Mallra dhe Shërbime,Qiraja ,,,, 480.00 ,2011
Komunat,0,Gjakovë,Mallra dhe Shërbime,Reklamat dhe konkurset,,,," 25,898.93 ",2011
Komunat,0,Gjakovë,Mallra dhe Shërbime,Botime dhe publikime,,,," 3,917.20 ",2011
Komunat,0,Gjakovë,Mallra dhe Shërbime,Drekat zyrtare,Zyra e Kryetarit,,," 17,448.12 ",2011
Komunat,0,Gjakovë,Mallra dhe Shërbime,Drekat zyrtare,Administrata ,,," 1,479.07 ",2011
Komunat,0,Gjakovë,Mallra dhe Shërbime,Drekat zyrtare,Prokurorimi,,, 367.50 ,2011
Komunat,0,Gjakovë,Mallra dhe Shërbime,Drekat zyrtare,Inspeksioni,,," 1,351.35 ",2011
Komunat,0,Gjakovë,Mallra dhe Shërbime,Drekat zyrtare,Asambleja Komunale,,, 771.20 ,2011
Komunat,0,Gjakovë,Mallra dhe Shërbime,Drekat zyrtare,Buxheti dhe Financat,,," 1,764.00 ",2011
Komunat,0,Gjakovë,Mallra dhe Shërbime,Drekat zyrtare,Shërbimet Publike,,," 5,337.54 ",2011
Komunat,0,Gjakovë,Mallra dhe Shërbime,Drekat zyrtare,Zyra për Kthim dhe Komunitete,,," 2,038.50 ",2011
Komunat,0,Gjakovë,Mallra dhe Shërbime,Drekat zyrtare,Bujqësi,,," 4,100.59 ",2011
Komunat,0,Gjakovë,Mallra dhe Shërbime,Drekat zyrtare,Zhvillim Ekonomik,,," 1,055.70 ",2011
Komunat,0,Gjakovë,Mallra dhe Shërbime,Drekat zyrtare,Kadaster,,, 608.00 ,2011
Komunat,0,Gjakovë,Mallra dhe Shërbime,Drekat zyrtare, Planifikim ,,, 63.00 ,2011
Komunat,0,Gjakovë,Mallra dhe Shërbime,Drekat zyrtare,Shëndetësi,,, 905.95 ,2011
Komunat,0,Gjakovë,Mallra dhe Shërbime,Drekat zyrtare, Kultur ,,," 2,988.50 ",2011
Komunat,0,Gjakovë,Mallra dhe Shërbime,Drekat zyrtare, Arsim ,,," 8,946.10 ",2011
Komunat,0,Gjakovë,Shpenzimet Komunale,Shpenzimet e energjisë elektrike,,,," 283,601.39 ",2011
Komunat,0,Gjakovë,Shpenzimet Komunale,Shpenzimet e ujit,,,," 56,229.45 ",2011
Komunat,0,Gjakovë,Shpenzimet Komunale,Shpenzimet e mbeturinave,,,," 27,921.53 ",2011
Komunat,0,Gjakovë,Shpenzimet Komunale,Shpenzimet e ngrohjes,,,," 126,402.28 ",2011
Komunat,0,Gjakovë,Shpenzimet Komunale,Shpenzimet telefonike,Administrata ,,," 16,262.50 ",2011
Komunat,0,Gjakovë,Shpenzimet Komunale,Shpenzimet telefonike,Shërbimet Publike,,," 2,122.98 ",2011
Komunat,0,Gjakovë,Shpenzimet Komunale,Shpenzimet telefonike,Kadaster,,," 1,301.71 ",2011
Komunat,0,Gjakovë,Shpenzimet Komunale,Shpenzimet telefonike, Planifikim ,,, 454.87 ,2011
Komunat,0,Gjakovë,Shpenzimet Komunale,Shpenzimet telefonike,Shëndetësi,,," 3,491.28 ",2011
Komunat,0,Gjakovë,Shpenzimet Komunale,Shpenzimet telefonike, Kultur ,,," 3,417.96 ",2011
Komunat,0,Gjakovë,Shpenzimet Komunale,Shpenzimet telefonike, Arsim ,,," 9,411.41 ",2011
Komunat,0,Gjakovë,Subvencionet dhe Transferet,Subvencione individuale,,,," 446,837.37 ",2011
Komunat,0,Gjakovë,Shpenzimet Kapitale,"Objektet arsimore,shëndetësore,kulturore,administrative.",,,," 604,159.12 ",2011
Komunat,0,Gjakovë,Shpenzimet Kapitale,"Ndërtimi i auto rrugëve, rrugë lokale dhe trotuare",,,," 4,013,913.75 ",2011
Komunat,0,Gjakovë,Shpenzimet Kapitale,Kanalizimi ,,,," 418,587.26 ",2011
Komunat,0,Gjakovë,Shpenzimet Kapitale,Ujësjellësi,,,," 285,054.03 ",2011
Komunat,0,Gjakovë,Shpenzimet Kapitale,Pajisje tjera,,,," 72,909.00 ",2011
Komunat,0,Gjakovë,Shpenzimet Kapitale,Struktura tjera,,,," 307,420.97 ",2011
Komunat,0,Gjakovë,Shpenzimet Kapitale,Automjete transporti ,,,," 140,839.00 ",2011
Komunat,0,Gjakovë,Shpenzimet Kapitale,Vendimet e gjykatave,,,," 69,212.54 ",2011
