Planifikuar,Buxheti,Numri prokurimit,Lloji i prokurimit,Vlera e prokurimit,Procedura e prokutimiy,Klasifikimi(2 shifrat e para te FPP),Titulli i aktivitetit te prokurimit,Data e inicimit të aktivitetit të prokurimit (data e pranimit të kërkesës),Data e aprovimit të deklaratës së nevojave dhe disponueshmërisë së mjeteve,Data e pranimit të specifikimit teknik (TOR),Data e publikimit të njoftimit për kontratë,Ankesat në autoritet,Ankesat në OSHP,Data e hapjes së ofertave,Nr. i OE që kanë shkarkuar dosjen e tenderit,Nr. i OE që kanë dorëzuar ofertat,Data e fillimit dhe përfundimit të vlersimit,Numri i ofertave të refuzuara,Data e aprovimit të Deklaratës së nevojave dhe disponueshmërisë së mjeteve - rikonfirmimi,Data e publikimit të njoftimit për dhënie të kontratës,Data e publikimit të anulimit të njoftimit,Letrat Standarde për OE,Ankesat në autoritet,Ankesat në OSHP,Vlera e parashikuar e kontratës,OE,Afati kohor për pranimin e tenderëve,Kriteret për dhënie të kontratës,Re-tenderimi,Statusi,Emri i OE të cilit i është dhënë kontrata,Data e nënshkrimit të kontratës,Afati për implementimin e kontratës,Data e mbylljes së kontratës,"Vlera totale e kontratës, duke përfshirë të gjitha taksat","Numri i përgjithshëm i situacioneve për pagesë, sipas kontratës",Shuma e zbritjes nga kontrata për shkaqe të ndalesave,Data e pagesës së situacionit të fundit,Shuma e pagesës së situacionit të fundit,Çmimi total i paguar për kontratën,Drejtoria,Emri i zyrtarit të prokurimit
,1+2,13,5,2,5,45,Mirembajtja e gjelbrimit,,,,,,,,,,,,,,,,,,"280,000.00",1,1,1,,,Hortikultura,04.03.10,,,,,,,,,,
,1+2,14,5,2,5,45,Punet shtese ne ndertimin e gjimnazit Gjevdet Doda,,,,,,,,,,,,,,,,,,"148,269.69",1,1,1,,,Krapi com,01.01.10,,,,,,,,,,
,1+2,15,2,3,6,92,Organizimi I manifestimit per dy vjetorin e Pavaresise,,,,,,,,,,,,,,,,,,"8,000.00",1,1,1,,,Art Sound,16.02.10,,,"6,900.00",,,,,,,
,1+2,16,1,3,6,36,Furnizimi me kalorifer per brigaden e zjarrefiksave,,,,,,,,,,,,,,,,,,"2,000.00",1,1,1,,,Ital ferr,22.03.10,,,"2,050.00",,,,,,,
,1+2,17,1,2,1,36,Furnizimi me tepisona per I.parshkollore,,,,,,,,,,,,,,,,,,"28,000.00",1,1,1,,,Olti Trasing,29.12.10,,,"24,018.30",,,,,,,
,1+2,18,5,1,1,45,Rindertimi dhe zgjerimi I rruges Bill Kllinton,,,,,,,,,,,,,,,,,,"1,800,000.00",1,2,2,,,Alko Impex,07.04.10,,,"1,621,497.79",,,,,,,
,1+2,20,1,2,1,30,furnizimi me komjuter per komune,,,,,,,,,,,,,,,,,,"60,000.00",1,2,1,,,Art Compjut,20.04.10,,,"53,000.00",,,,,,,
,1+2,21,2,2,1,74,hartimi I projektit zbatues per ndertimi e kolektoreve atmosferikdhe fekal,,,,,,,,,,,,,,,,,,"20,000.00",1,2,2,,,Infratek,13.04.10,,,"18,080.00",,,,,,,
,1+2,22,2,2,1,74,"Hart.i proj. zbatues per rruges, ures , kanal.prej varrezave deri ne Shkabaj",,,,,,,,,,,,,,,,,,"50,000.00",1,2,2,,,Vizion Proje,23.04.10,,,"3,460.00",,,,,,,
,1+2,23,1,3,6,36,Furnizimi me kryp industrial për mirembajtjen e rrugeve te qytetit,,,,,,,,,,,,,,,,,,"3,500.00",1,1,1,,,Zahiri,05.03.10,,,"3,150.00",,,,,,,
,1+2,24,1,3,6,30,Furnizimi me printer per nevojat e komunes,,,,,,,,,,,,,,,,,,"10,000.00",1,1,1,,,Botek,28.04.10,,,"9,068.00",,,,,,,
,1+2,25,2,2,1,74,"Hartimi I projektit zbatues per rruget Vranidoll, Gjergj Balsha, Avdyl Rama",,,,,,,,,,,,,,,,,,"10,000.00",1,2,2,,,Vizion Proje,23.04.10,,,"8,410.00",,,,,,,
,1+2,26,1,1,1,23,Furnizimi me naft per nevojat e Komunes,,,,,,,,,,,,,,,,,,"150,000.00",1,1,1,,,Petrol Oti,01.09.10,,,,,,,,,,
,1+2,27,5,2,1,45,Riparimi I gropave ne qytet,,,,,,,,,,,,,,,,,,"150,000.00",1,1,1,,,ABC,31.03.10,,,"136,727.00",,,,,,,
,1+2,28,5,2,1,45,Rregullimi I sporteleve ne objektin e ri Komunal,,,,,,,,,,,,,,,,,,"9,000.00",1,2,1,,,Polluzha - M,12.05.10,,,"7,509.80",,,,,,,
,1+2,30,5,2,1,45,Rrenimi I objekteve te ndertuara pa leje,,,,,,,,,,,,,,,,,,"50,000.00",1,2,1,,,Alko Impex,07.04.10,,,,,,,,,,
,1+2,31,1,2,1,1,Furnizimi me serra,,,,,,,,,,,,,,,,,,"45,000.00",1,2,1,,,Elen,20.04.10,,,"39,365.00",,,,,,,
,1+2,32,2,3,6,77,Vaksionimi I gjedheve dhe qeneve,,,,,,,,,,,,,,,,,,"10,000.00",1,1,1,,,Spana,29.03.10,,,"9,800.00",,,,,,,
,1+2,33,5,2,1,45,Pastrimi dhe larja e rrugeve e trotuareve - pjesa e I-re,,,,,,,,,,,,,,,,,,"90,000.00",1,2,1,,,Toifor,02.04.10,,,"83,743.92",,,,,,,
,1+2,33,5,2,1,45,Pastrimi dhe larja e rrugeve e trotuareve - pjesa e II-te,,,,,,,,,,,,,,,,,,"90,000.00",1,2,1,,,Pastrimi,02.04.10,,,"90,279.84",,,,,,,
,1+2,33,5,2,1,45,Pastrimi dhe larja e rrugeve e trotuareve - pjesa e III-te,,,,,,,,,,,,,,,,,,"90,000.00",1,2,1,,,Toifor,02.04.10,,,"68,567.68",,,,,,,
,1+2,34,5,2,1,45,Grumbullimi dhe bartja e mbeturinave te ngurta,,,,,,,,,,,,,,,,,,"20,000.00",1,2,1,,,Dardania,12.04.10,,,"18,000.00",,,,,,,
,1+2,35,2,2,1,74,Hartimi I projektit kryesor per prroin Vellusha dhe rruga Tomori,,,,,,,,,,,,,,,,,,"15,000.00",1,1,2,,,Alfa I,23.04.10,,,"13,685.00",,,,,,,
,1+2,36,2,2,1,74,Hartimi I projektit kryesor per rrugen dhe platon rreth stadionit Prishtina,,,,,,,,,,,,,,,,,,"5,000.00",1,2,2,,,Projekt Plus,23.04.10,,,"4,597.00",,,,,,,
,1+2,37,2,3,6,80,Sherbimet e perkthimit per nevojat e Komunes,,,,,,,,,,,,,,,,,,"10,000.00",1,1,1,,,Euro Transl,13.04.10,,,,,,,,,,
,1+2,38,5,2,5,45,Punet shtese ne ndertimin e rreth rrotullimit dhe udhekryqit ne lagjen Arberi,,,,,,,,,,,,,,,,,,"97,177.00",1,1,1,,,Noti,20.05.10,,,,,,,,,,
,1+2,39,5,2,1,45,Rindertimi I rruges Kadri Zeka,,,,,,,,,,,,,,,,,,"250,000.00",1,1,1,,,ABC,25.05.10,,,"242,731.91",,,,,,,
,1+2,40,5,2,1,45,Asfaltimi I rruges ne Trudë,,,,,,,,,,,,,,,,,,"200,000.00",1,1,1,,,Alko Impex,25.05.10,,,"151,265.92",,,,,,,
,1+2,41,5,2,1,45,Ndertimi I kanalizimit ne Barilevë,,,,,,,,,,,,,,,,,,"200,000.00",1,1,1,,,ABC,26.04.10,,,"157,330.36",,,,,,,
,1+2,42,5,2,1,45,Rindertimi I rrugeve Demë Ahmeti dhe Ali Pash Gucia,,,,,,,,,,,,,,,,,,"150,000.00",1,1,1,,,Euro Garten,29.04.10,,,"130,637.25",,,,,,,
,1+2,43,5,2,1,45,Ndertimimi I rruges Bardhosh Milevc - faza e II-te,,,,,,,,,,,,,,,,,,"70,000.00",1,1,1,,,Gashi Ing,28.04.10,,,"62,683.67",,,,,,,
,1+2,45,5,2,1,45,Rindertimi I rruges Malush Kosova - faza e II-te,,,,,,,,,,,,,,,,,,"200,000.00",1,1,1,,,ABC,28.04.10,,,"184,026.65",,,,,,,
,1+2,46,5,2,1,45,Rindertimi I rruges Hilmi Rakovica,,,,,,,,,,,,,,,,,,"170,000.00",1,1,1,,,Euro Garten,12.05.10,,,"155,181.97",,,,,,,
,1+2,47,5,2,1,45,Rindertimi I rruges Ulqini,,,,,,,,,,,,,,,,,,"120,000.00",1,1,1,,,Euro Garten,28.04.10,,,"107,112.50",,,,,,,
,1+2,48,5,2,1,45,Asfaltimi I rruges ne lagjen Verbovc (Barileve),,,,,,,,,,,,,,,,,,"210,000.00",1,1,1,,,Nente Vvllez,27.04.10,,,"202,594.21",,,,,,,
,1+2,49,5,2,1,45,Rindertimi I rruges Vlora,,,,,,,,,,,,,,,,,,"110,000.00",1,1,1,,,ABC,12.05.10,,,"106,021.46",,,,,,,
,1+2,50,5,1,1,45,Rindertimi I rruges ne Vranidoll - lagja Serovc,,,,,,,,,,,,,,,,,,"450,000.00",1,1,2,,,Strasen Tief,09.06.10,,,"418,282.12",,,,,,,
,1+2,51,2,3,6,93,Sherbimet per kontrollimin teknik te automjeteve,,,,,,,,,,,,,,,,,,"10,000.00",1,1,1,,,Reforma,25.05.10,,,"10,000.00",,,,,,,
,1+2,52,5,1,1,45,Ndertimi I rrugeve lokale ne mes rruges Tirana dhe A.Krasniqi,,,,,,,,,,,,,,,,,,"825,000.00",1,1,2,,,Nente Vvllez,08.06.10,,,"820,023.91",,,,,,,
,1+2,53,1,3,6,50,Rregullimi I ujesjellesit ne shkollen fillore Emin Duraku,,,,,,,,,,,,,,,,,,"3,500.00",1,1,1,,,Raketa,25.05.10,,,"2,662.50",,,,,,,
,1+2,54,2,2,1,74,Hartimi I projektit kryesor per rrugen V. Fazliu,,,,,,,,,,,,,,,,,,"50,000.00",1,1,2,,,Smart Proje,30.06.10,,,"30,900.00",,,,,,,
,1+2,55,1,3,6,29,Furnizimi me telefona mobil per nevojat e Komunes,,,,,,,,,,,,,,,,,,"8,000.00",1,1,1,,,Pri-mob,21.04.10,,,"5,200.00",,,,,,,
,1+2,56,5,2,1,45,Ndertimi I rruges prej magjistrales Prishtinë-Gjilan deri te lagja e Byqmeteve,,,,,,,,,,,,,,,,,,"250,000.00",1,1,1,,,ABC,25.05.10,,,"242,731.91",,,,,,,
,1+2,57,2,2,1,74,Hartimi I projekteve per rruget A.Krasniqi dhe E. Rexha,,,,,,,,,,,,,,,,,,"20,000.00",1,1,2,,,En Group,25.05.10,,,"14,691.18",,,,,,,
,1+2,58,2,2,1,74,Hartimi I projekteve per rruget N.Perlleshi dhe Xh.Doda,,,,,,,,,,,,,,,,,,"20,000.00",1,1,2,,,En Group,31.05.10,,,"12,360.40",,,,,,,
,1+2,59,2,3,6,93,Servisimi I automjeteve reno megan te komunes,,,,,,,,,,,,,,,,,,"10,000.00",1,1,1,,,Auto Visoka,20.04.10,,,"10,000.00",,,,,,,
,1+2,60,1,2,1,18,Furnizimi me uniforma verore - pjesa e parë,,,,,,,,,,,,,,,,,,"10,000.00",1,2,1,,,Arta tex,14.09.10,,,"8,351.40",,,,,,,
,1+2,60,1,2,1,18,Furnizimi me uniforma verore - pjesa e dytë,,,,,,,,,,,,,,,,,,"10,000.00",1,2,1,,,Euro Trade,14.09.10,,,"5,000.00",,,,,,,
,1+2,61,5,1,1,45,Ndertimi I shkolles fillore ne Hajvali,,,,,,,,,,,,,,,,,,"900,000.00",1,1,1,,,Liridoni,01.09.10,,,"848,743.08",,,,,,,
,1+2,62,2,1,1,93,Dezinsektimi hapsinor i Prishtines,,,,,,,,,,,,,,,,,,"120,000.00",1,1,1,,,DDD,14.07.10,,,"117,740.00",,,,,,,
,1+2,63,5,2,1,45,Ndertimi I totuareve dhe kanalizimit ne Hajvali,,,,,,,,,,,,,,,,,,"150,000.00",1,1,1,,,Gerlica comp,06.07.10,,,"139,627.57",,,,,,,
,1+2,64,5,2,1,45,Rregullimi I trotuareve dhe shtigjeve ne parqet e qytetit,,,,,,,,,,,,,,,,,,"100,000.00",1,1,1,,,Kema komp,09.06.10,,,"83,481.11",,,,,,,
,1+2,65,5,2,1,45,Ndertimi I shtigjeve te kembesoreve ne varrezat e qytetit,,,,,,,,,,,,,,,,,,"60,000.00",1,1,1,,,Kema komp,02.06.10,,,"56,564.00",,,,,,,
,1+2,66,5,2,1,45,Ndertimi I rruges lidhese me rrugen V.Fazliu,,,,,,,,,,,,,,,,,,"100,000.00",1,1,1,,,Euro Garten,11.06.10,,,"102,526.26",,,,,,,
,1+2,67,2,2,1,74,Hartimi I projektit zbatues per rruget rurale,,,,,,,,,,,,,,,,,,"15,000.00",1,1,2,,,Pro Art,28.05.10,,,"13,500.00",,,,,,,
,1+2,68,5,2,1,45,"Rindertimi I rruges I. Krasniqi,Jonuz Zeneli dhe Milan Shuflaj",,,,,,,,,,,,,,,,,,"120,000.00",1,1,1,,,ABC,25.06.10,,,"107,064.30",,,,,,,
,1+2,69,5,2,1,45,Rindertimi I rruges Ekrem Rexha dhe garazheve te rreth rrutullimi,,,,,,,,,,,,,,,,,,"120,000.00",1,1,1,,,Noti,11.06.10,,,"116,720.83",,,,,,,
,1+2,70,5,2,1,45,Rindertimi I trotuareve te Bunari I Hajratit dhe rruges per Prishtine,,,,,,,,,,,,,,,,,,"100,000.00",1,1,1,,,Dimi Bau,11.06.10,,,"90,558.36",,,,,,,
,1+2,71,5,2,1,45,Mirembajtja e ndriçimit publik ne qytetin e Prishtinës,,,,,,,,,,,,,,,,,,"120,000.00",1,2,1,,,Rima,25.05.10,,,"112,202.00",,,,,,,
,1+2,72,2,2,1,93,"Pastrimi I objektit te vjeter te Kom., Arkivit te qytetit, dhe zyret ne K.Diellit",,,,,,,,,,,,,,,,,,"2,000.00",1,1,1,,,MSS,29.09.10,,,"2,688.66",,,,,,,
,1+2,72,2,2,1,93,- // - -//- - // - pjesa e dytë,,,,,,,,,,,,,,,,,,"1,000.00",1,1,1,,,AB,29.09.10,,,371.44,,,,,,,
,1+2,72,2,2,1,93,- // - -//- - // - pjesa e tretë,,,,,,,,,,,,,,,,,,500.00,1,1,1,,,AB,29.09.10,,,159.50,,,,,,,
,1+2,73,1,2,1,30,Furnizimi me toner per printer dhe aparate fotokopjuese,,,,,,,,,,,,,,,,,,"55,000.00",1,2,1,,,INK,29.09.10,,,"50,000.00",,,,,,,
,1+2,74,5,2,1,45,Rregullimi i lokacionit per ndertimin e ambulances ne Sharban,,,,,,,,,,,,,,,,,,"20,000.00",1,2,1,,,DKG,31.05.10,,,"14,355.98",,,,,,,
,1+2,75,1,2,1,36,Furnizimi me material didaktik per shkolla,,,,,,,,,,,,,,,,,,"70,000.00",1,1,1,,,Didaktika,21.10.10,,,"56,436.28",,,,,,,
,1+2,76,2,2,1,74,Hartimi I projektit per rrugen Shkupi - Kolegji turk,,,,,,,,,,,,,,,,,,"5,000.00",1,2,2,,,3D Project,30.06.10,,,"4,700.00",,,,,,,
,1+2,77,5,2,1,45,"Ndertimi I trafostacionit TS 20 (10)/0,400 kva per strehim social",,,,,,,,,,,,,,,,,,"30,000.00",1,1,1,,,Monten,14.06.10,,,"29,450.00",,,,,,,
,1+2,78,1,2,1,24,"Furnizimi me material higjenik, uji dhe vegla pune per shkolla",,,,,,,,,,,,,,,,,,"60,000.00",1,1,1,,,Beni Dona,25.08.10,,,"52,890.90",,,,,,,
,1+2,79,1,2,1,24,"Furnizimi me material higjenik, uji dhe vegla pune per Institucione Parashko",,,,,,,,,,,,,,,,,,"20,000.00",1,1,1,,,KGT,25.08.10,,,"18,248.36",,,,,,,
,1+2,81,2,3,6,92,Organizimi I manifestimit Dita e Europes,,,,,,,,,,,,,,,,,,"4,000.00",1,1,1,,,Qe.Kult.Fem,07.05.10,,,"3,500.00",,,,,,,
,1+2,82,1,3,6,36,Furnizimi me inventar,,,,,,,,,,,,,,,,,,"10,000.00",1,1,1,,,Galanteria,17.05.10,,,"9,089.00",,,,,,,
,1+2,83,5,1,1,45,Ndërtimi I rrugës Muharrem Fejza,,,,,,,,,,,,,,,,,,"530,000.00",1,2,2,,,Beni com,21.07.10,,,"518,838.52",,,,,,,
,1+2,84,2,2,1,74,Hartimi I projektit Malush Kosova dhe Holgen Petersen,,,,,,,,,,,,,,,,,,"10,000.00",1,2,2,,,Smart Project,01.07.10,,,"6,600.00",,,,,,,
,1+2,85,5,2,1,45,Rregullimi I oborrit te QMFne lagjen Velania dhe Hajvali,,,,,,,,,,,,,,,,,,"60,000.00",1,1,1,,,Area,30.08.10,,,"58,949.37",,,,,,,
,1+2,86,5,2,1,45,Rregullimi I oborrit te QMFne lagjen Vreshta dhe Arberia - 2,,,,,,,,,,,,,,,,,,"60,000.00",1,1,1,,,Rexha,09.08.10,,,"52,952.00",,,,,,,
,1+2,88,5,2,1,45,Renovimi I salles se Kuvendit Komunal,,,,,,,,,,,,,,,,,,"100,000.00",1,2,1,,,Union Enterier,30.09.10,,,"82,233.35",,,,,,,
,1+2,89,5,2,1,45,"Mirembajtja e krojeve , fontanave dhe shportave ne qytet",,,,,,,,,,,,,,,,,,"35,000.00",1,2,1,,,Daqa,08.11.10,,,"30,950.00",,,,,,,
,1+2,90,2,3,6,92,Organizimi I manifestimi per Diten Nderkombetare te Femijeve 1 Qershori,,,,,,,,,,,,,,,,,,"7,000.00",1,1,1,,,Connext,31.05.10,,,"6,220.00",,,,,,,
,1+2,91,1,3,6,36,Pajisja dhe mobilimi I zyreve per objektin komunal,,,,,,,,,,,,,,,,,,"10,000.00",1,1,1,,,Neli Com,07.06.10,,,"9,445.53",,,,,,,
,1+2,93,1,1,1,36,Furnizimi me inventar per shkollat e Komunes se Prishtines,,,,,,,,,,,,,,,,,,"320,000.00",1,1,1,,,Metali,20.08.10,,,"306,191.00",,,,,,,
,1+2,94,2,2,1,92,Organizimi i manifestimi per Diten e Prishtines,,,,,,,,,,,,,,,,,,"20,000.00",1,2,1,,,The Group,10.06.10,,,"19,900.00",,,,,,,
,1+2,95,5,2,1,45,Asfaltimi I rruges ne Barileve -Lagja Verbovs krahu I majte,,,,,,,,,,,,,,,,,,"20,000.00",1,2,1,,,Wiena,18.08.10,,,"17,777.77",,,,,,,
,1+2,97,5,1,1,45,Ndertimi I vazhdimit te rruges Agim Ramadani,,,,,,,,,,,,,,,,,,"600,000.00",1,1,2,,,Kastrioti,25.08.10,,,"590,026.50",,,,,,,
,1+2,98,5,2,1,45,Ndertimi I shkolles fillore ne Tenezhdoll,,,,,,,,,,,,,,,,,,"250,000.00",1,1,1,,,Rexha,02.08.10,,,"222,836.17",,,,,,,
,1+2,99,1,2,1,36,Furnizimi me inventar shendetsor per QMF-te ne Prishtine,,,,,,,,,,,,,,,,,,"70,000.00",1,1,1,,,Graniti,20.08.10,,,"59,695.00",,,,,,,
,1+2,100,1,2,1,33,Furnizimi me aparature mjekesore,,,,,,,,,,,,,,,,,,"50,000.00",1,1,1,,,Koslabor,19.10.10,,,"47,200.00",,,,,,,
,1+2,101,1,2,1,33,Furnizimi me paisje mjekesore per ordinancat e QMF-ve,,,,,,,,,,,,,,,,,,"50,000.00",1,1,1,,,Koslabor,19.10.10,,,"41,330.00",,,,,,,
,1+2,103,1,2,1,35,Furnizimi me tri autoambulanca per nevojat e QKMF-re,,,,,,,,,,,,,,,,,,"100,000.00",1,1,1,,,Delfin,20.08.10,,,"94,560.00",,,,,,,
,1+2,104,2,3,6,63,Pjesmarrja ne festivalin Nderkombetar te Femijeve ne Turqi,,,,,,,,,,,,,,,,,,"5,000.00",1,1,1,,,Azizi,14.07.10,,,"4,000.00",,,,,,,
,1+2,105,2,2,1,74,Hartimi I projektit per garazhet montazhe te punktit Prishtina II BZP,,,,,,,,,,,,,,,,,,"3,000.00",1,1,2,,,Pro Art,25.08.10,,,"1,450.00",,,,,,,
,1+2,106,5,2,1,45,"Gelqerosaj dhe renovime ne disa shkolla (7 Marsi, F.Konica …)",,,,,,,,,,,,,,,,,,"150,000.00",1,2,1,,,Olti Trasing,12.07.10,,,"123,622.58",,,,,,,
,1+2,107,5,2,1,45,"Gelqerosaj dhe renovime ne disa shkolla (P.Bogdani, Ilira …)",,,,,,,,,,,,,,,,,,"200,000.00",1,2,1,,,zhvillimi,13.09.10,,,"200,893.15",,,,,,,
,1+2,108,5,2,1,45,Gjelberimi dhe mirembajtja e oborreve te shkollave dhe oborreve I.P.,,,,,,,,,,,,,,,,,,"60,000.00",1,2,1,,,Hortikultura,23.07.10,,,"59,780.28",,,,,,,
,1+2,109,5,2,1,45,Rindertimi I rruges dhe kanalizimit ne lagjen Perroi I Njelmet,,,,,,,,,,,,,,,,,,"18,000.00",1,1,1,,,Noti,26.08.10,,,"167,471.36",,,,,,,
,1+2,110,5,2,1,45,Rindertimi I rruges Mbreti Longar dhe Ndre Mjeda,,,,,,,,,,,,,,,,,,"150,000.00",1,1,1,,,Euro garten,18.08.10,,,"151,376.60",,,,,,,
,1+2,111,5,2,1,45,"Rindertimi I rrugeve S.Anamali, Peshteri, Pashtriku dhe N.Berati",,,,,,,,,,,,,,,,,,"75,000.00",1,1,1,,,Euro Garten,23.09.10,,,"70,137.47",,,,,,,
,1+2,114,5,2,1,45,Ndrrimi I dyerve dhe dritareve ne shkollen Z.Hajdini,,,,,,,,,,,,,,,,,,"80,000.00",1,1,1,,,Beni Constr,02.08.10,,,"78,888.00",,,,,,,
,1+2,115,5,2,1,45,Riparimi i rrugeve rurale,,,,,,,,,,,,,,,,,,"160,000.00",1,1,1,,,Toifor,25.08.10,,,"157,909.50",,,,,,,
,1+2,116,2,3,6,92,Organizimi I manifestimit per Diten e Amerikes,,,,,,,,,,,,,,,,,,"5,000.00",1,1,1,,,Skena Art,02.07.10,,,"4,600.00",,,,,,,
,1+2,117,1,3,6,31,Furnizimi me kartela plastike dhe materiale tjera per ID,,,,,,,,,,,,,,,,,,"5,000.00",1,1,1,,,Prof. alarm,08.07.10,,,"4,447.74",,,,,,,
,1+2,118,5,1,1,45,Ndertimi I vazhdimit te rruges Enver Maloku,,,,,,,,,,,,,,,,,,"150,000.00",1,1,1,,,Kag Aphalt,05.10.10,,,"1,368,616.82",,,,,,,
,1+2,120,2,2,1,80,Trajnimi- perkrahja e fermereve ne pemtari,,,,,,,,,,,,,,,,,,"20,000.00",1,1,1,,,Qendra Zh.R,02.12.10,,,"15,910.00",,,,,,,
,1+2,121,1,2,1,33,Furnizimi me aparature laboratorike dhe material shpenzues,,,,,,,,,,,,,,,,,,"90,000.00",1,1,1,,,Koslabor,29.10.10,,,"88,500.00",,,,,,,
,1+2,123,2,3,6,93,Dezinfektimi dhe deratizimi I Institucioneve Parashkollore,,,,,,,,,,,,,,,,,,"9,000.00",1,1,1,,,DDD,07.09.10,,,"8,932.00",,,,,,,
,1+2,125,5,2,1,45,Rindertimi I rruges lidhese Grashtice - Mramor,,,,,,,,,,,,,,,,,,"6,000.00",1,2,1,,,DKG,18.08.10,,,"55,269.30",,,,,,,
,1+2,126,5,2,1,45,Rregullimi I parkingut per traktoret ne Prishtine,,,,,,,,,,,,,,,,,,"30,000.00",1,2,1,,,RR &Maliqi,01.09.10,,,"29,739.50",,,,,,,
,1+2,129,1,3,6,36,Furnizimi dhe servisimi i klimave për komune,,,,,,,,,,,,,,,,,,"8,000.00",1,1,1,,,Air condition,25.08.10,,,"7,800.00",,,,,,,
,1+2,130,1,1,1,23,Furnizimi me naftë për shkollat e Prishtinës,,,,,,,,,,,,,,,,,,"700,000.00",1,1,1,,,Hib Petrol,11.10.10,,,"700,000.00",,,,,,,
,1+2,131,5,2,1,45,Renovimet ne disa shkolla te Prishtinës,,,,,,,,,,,,,,,,,,"100,000.00",1,2,1,,,Valoni,20.08.10,,,"93,903.74",,,,,,,
,1+2,133,5,1,1,45,Ndertimi I rrugës paralele në magjistralen Prishtinë-Shkup,,,,,,,,,,,,,,,,,,"1,500,000.00",1,2,1,,,Papanburg,30.08.10,,,"1,348,928.50",,,,,,,
,1+2,134,1,2,1,21,Furnizimi me libra për bibloteka,,,,,,,,,,,,,,,,,,"40,000.00",1,1,1,,,Artini,25.10.10,,,"38,511.00",,,,,,,
,1+2,135,5,2,1,45,Shtrirja e kabllit nga TS 110-prizme 2 deri te objekti ri I Komunës,,,,,,,,,,,,,,,,,,"45,000.00",1,2,1,,,Bagdat,18.08.10,,,"45,508.00",,,,,,,
