Planifikuar,Buxheti,Numri prokurimit,Lloji i prokurimit,Vlera e prokurimit,Procedura e prokutimiy,Klasifikimi(2 shifrat e para te FPP),Titulli i aktivitetit te prokurimit,Data e inicimit të aktivitetit të prokurimit (data e pranimit të kërkesës),Data e aprovimit të deklaratës së nevojave dhe disponueshmërisë së mjeteve,Data e pranimit të specifikimit teknik (TOR),Data e publikimit të njoftimit për kontratë,Ankesat në autoritet,Ankesat në OSHP,Data e hapjes së ofertave,Nr. i OE që kanë shkarkuar dosjen e tenderit,Nr. i OE që kanë dorëzuar ofertat,Data e fillimit dhe përfundimit të vlersimit,Numri i ofertave të refuzuara,Data e aprovimit të Deklaratës së nevojave dhe disponueshmërisë së mjeteve - rikonfirmimi,Data e publikimit të njoftimit për dhënie të kontratës,Data e publikimit të anulimit të njoftimit,Letrat Standarde për OE,Ankesat në autoritet,Ankesat në OSHP,Vlera e parashikuar e kontratës,OE,Afati kohor për pranimin e tenderëve,Kriteret për dhënie të kontratës,Re-tenderimi,Statusi,Emri i OE të cilit i është dhënë kontrata,Data e nënshkrimit të kontratës,Afati për implementimin e kontratës,Data e mbylljes së kontratës,"Vlera totale e kontratës, duke përfshirë të gjitha taksat","Numri i përgjithshëm i situacioneve për pagesë, sipas kontratës",Shuma e zbritjes nga kontrata për shkaqe të ndalesave,Data e pagesës së situacionit të fundit,Shuma e pagesës së situacionit të fundit,Çmimi total i paguar për kontratën,Drejtoria,Emri i zyrtarit të prokurimit
,1,21,1,4,7,0,Furnizimi me makinë për auto-larje dhe material tjeter të auto-larjes ,,,,,,,,,,,,,,,,,,,n/a,,,,,Euro-Delta ,01.01.16,,,850.80,,,,,,,
,1,22,2,4,7,0,Shërbimet e sigurimit të objekteve të QPS-së përmes sist.të alarmit ,,,,,,,,,,,,,,,,,,,n/a,,,,,Delta Security ,01.01.16,,,960.00,,,,,,,
,1,24,2,4,7,0,Realizimi i prerjes së drunjëve me autovinq,,,,,,,,,,,,,,,,,,,n/a,,,,,Sali Trade ,01.01.16,,,900.00,,,,,,,
,1,25,2,4,7,0,Renovimi i pjesëve rezervë të derës dhe ndrrimi i mekanizmit të derës hyrëse,,,,,,,,,,,,,,,,,,,n/a,,,,,Alumin-AL ,01.01.16,,,415.00,,,,,,,
,1,26,1,4,7,0,Huazimi i karrikave nga plastika me transport,,,,,,,,,,,,,,,,,,,n/a,,,,,NSH Tenda ,01.01.16,,,350.00,,,,,,,
,1,27,2,4,7,0,Manifestimi i Ditës Ndërkombëtare të  Mjedisit me 05 qershor 2016,,,,,,,,,,,,,,,,,,,n/a,,,,, Green Art Center        Prishtinë ,01.01.16,,,960.00,,,,,,,
,1,28,2,4,7,0,Graduimi i nxënësve në gjimnazin Sami Frashëri ,,,,,,,,,,,,,,,,,,,n/a,,,,,NSH Sonus ,01.01.16,,,940.00,,,,,,,
,1,29,2,4,7,0,Servisimi i sistemit të klimatizimit në objektin e Drejtoratit të Inspekcionit ,,,,,,,,,,,,,,,,,,,n/a,,,,,NSH Raketa ,01.01.16,,,940.00,,,,,,,
,1,30,1,4,7,0,Furnizimi me flamuj dhe rekuizita sportive ,,,,,,,,,,,,,,,,,,,n/a,,,,,NTG Blendi ,01.01.16,,,468.80,,,,,,,
,1,31,1,4,7,0,Furnizimi me rrjeta dhe profile metalike ,,,,,,,,,,,,,,,,,,,n/a,,,,,SHPK Bau Market ,01.01.16,,,990.50,,,,,,,
,1,32,2,4,7,0,Servisimi i dy automjeteve: Mercedes benz-VITO,,,,,,,,,,,,,,,,,,,n/a,,,,,NPSH A.G.S. ,01.01.16,,,542.98,,,,,,,
,1,33,1,4,7,0,Furnizimi me paisje për sistemin e informimit të pasagjerëve,,,,,,,,,,,,,,,,,,,n/a,,,,,Appbites shpk,01.01.16,,,900.00,,,,,,,
,1,34,1,4,7,0,Furnizimi me metra laserike ,,,,,,,,,,,,,,,,,,,n/a,,,,,SHPK Bau Market ,01.01.16,,,925.78,,,,,,,
,1,36,2,4,7,0,Servisimi i dy ashensorëve në biblotekën e re të qytetit Hivzi Sylejmani ,,,,,,,,,,,,,,,,,,,n/a,,,,,NTSH Ejona,01.01.16,,,998.00,,,,,,,
,1,38,1,4,7,0,Furnizimi me tabela mbishkrimi për nevojat e BL-ve dhe biblotekës H. Sylejmani ,,,,,,,,,,,,,,,,,,,n/a,,,,,SHPK Depart Studio,01.01.16,,,970.00,,,,,,,
,1,39,2,4,7,0,Furnizimi me paisje të IT për nevojat e biblotekës Hivzi Sylejmani ,,,,,,,,,,,,,,,,,,,n/a,,,,,SHPK IT Market ,01.01.16,,,937.50,,,,,,,
,1,40,1,4,7,0,Furnizimi me rollne fiskale ,,,,,,,,,,,,,,,,,,,n/a,,,,,SHPK Europrinty ,01.01.16,,,"1,000.00",,,,,,,
,1,41,1,4,7,0,Furnizimi dhe montimi i materialeve për shtrirjen e rrjetit të IT në BL-ve,,,,,,,,,,,,,,,,,,,n/a,,,,,SHPK Telefoniku ,01.01.16,,,980.30,,,,,,,
,1,42,1,4,7,0,Furnizimi me material higjenik për nxënësit e komunitetit rom,,,,,,,,,,,,,,,,,,,n/a,,,,,SHPK New - Line ,01.01.16,,,986.50,,,,,,,
,1,43,1,4,7,0,Furnizimi me material didaktik për nxënësit e komunitetit boshnjak ,,,,,,,,,,,,,,,,,,,n/a,,,,,SHPK Bardha ,01.01.16,,,409.00,,,,,,,
,1,44,2,4,7,0,Transporti i fëmijëve për Festivalin e Durrësit ,,,,,,,,,,,,,,,,,,,n/a,,,,,NTSH Shar Travel ,01.01.16,,,650.00,,,,,,,
,1,45,1,4,7,0,Furnizimi dhe vendosja e banerëve për manifestimin e konferencës,,,,,,,,,,,,,,,,,,,n/a,,,,,SHPK VM3 ,01.01.16,,,935.01,,,,,,,
,1,46,1,4,7,0,"Rregullimi i binës, punimi i paneleve informuese dhe hartave me plastifikim ",,,,,,,,,,,,,,,,,,,n/a,,,,,SHPK Paper Media ,01.01.16,,,947.50,,,,,,,
,1,47,2,4,7,0,Servisimi i derës së garazhës në Brigadën Profesionale të Zjarrëfikësve ,,,,,,,,,,,,,,,,,,,n/a,,,,,SHPK Behari ,01.01.16,,,850.00,,,,,,,
,1,48,1,4,7,0,Furnizimi me detektorë të banknotave për nevojat e arkatarëve ,,,,,,,,,,,,,,,,,,,n/a,,,,,SHPK DLD Group ,01.01.16,,,960.00,,,,,,,
,1,49,1,4,7,0,Ndrrimi i Printerit Termik për nevojat e Shërbimit të Ofiqarisë ,,,,,,,,,,,,,,,,,,,n/a,,,,,NPSH AFA-ING ,01.01.16,,,380.00,,,,,,,
,1,50,1,4,7,0,"Furnilzimi me dhurata për Vitin e Ri, fëmijëve  të komunitetit RAE",,,,,,,,,,,,,,,,,,,n/a,,,,,SHPK Beni Dona,01.01.16,,,850.00,,,,,,,
,1,51,1,4,7,0,Udhëtimi i pers.zyrt.me aeroplan në relac.PR-Stamboll-Sarajevë me akomodim,,,,,,,,,,,,,,,,,,,n/a,,,,,SHPK As Travel club,01.01.16,,,950.00,,,,,,,
