Planifikuar,Buxheti,Numri prokurimit,Lloji i prokurimit,Vlera e prokurimit,Procedura e prokutimiy,Klasifikimi(2 shifrat e para te FPP),Titulli i aktivitetit te prokurimit,Data e inicimit të aktivitetit të prokurimit (data e pranimit të kërkesës),Data e aprovimit të deklaratës së nevojave dhe disponueshmërisë së mjeteve,Data e pranimit të specifikimit teknik (TOR),Data e publikimit të njoftimit për kontratë,Ankesat në autoritet,Ankesat në OSHP,Data e hapjes së ofertave,Nr. i OE që kanë shkarkuar dosjen e tenderit,Nr. i OE që kanë dorëzuar ofertat,Data e fillimit dhe përfundimit të vlersimit,Numri i ofertave të refuzuara,Data e aprovimit të Deklaratës së nevojave dhe disponueshmërisë së mjeteve - rikonfirmimi,Data e publikimit të njoftimit për dhënie të kontratës,Data e publikimit të anulimit të njoftimit,Letrat Standarde për OE,Ankesat në autoritet,Ankesat në OSHP,Vlera e parashikuar e kontratës,OE,Afati kohor për pranimin e tenderëve,Kriteret për dhënie të kontratës,Re-tenderimi,Statusi,Emri i OE të cilit i është dhënë kontrata,Data e nënshkrimit të kontratës,Afati për implementimin e kontratës,Data e mbylljes së kontratës,"Vlera totale e kontratës, duke përfshirë të gjitha taksat","Numri i përgjithshëm i situacioneve për pagesë, sipas kontratës",Shuma e zbritjes nga kontrata për shkaqe të ndalesave,Data e pagesës së situacionit të fundit,Shuma e pagesës së situacionit të fundit,Çmimi total i paguar për kontratën,Drejtoria,Emri i zyrtarit të prokurimit
,,8,2,2,1,74,Hartimi I projekteve per disa rruge ne qytetin dhe ne fshatra te Komunes se Prishtines-LOT 3,,,,,,,,,,,,,,,,,,"4,000.00",1,1,1,,,Go Ing,22.04.14,,,920.00,,,,,,,
,,9,2,2,1,74,Hartimi i projekteve per disa rruge ne fshatin Bardhosh te Komunes se Prishtines-LOT 1,,,,,,,,,,,,,,,,,,"5,000.00",1,1,1,,,Vizion Projekt,22.04.14,,,"2,755.00",,,,,,,
,,9,2,2,1,74,Hartimi i projekteve per disa rruge ne fshatin Bardhosh te Komunes se Prishtines-LOT 2,,,,,,,,,,,,,,,,,,"5,500.00",1,1,1,,,Vizion Projekt,22.04.14,,,"3,117.50",,,,,,,
,,9,2,2,1,74,Hartimi i projekteve per disa rruge ne fshatin Bardhosh te Komunes se Prishtines-LOT 3,,,,,,,,,,,,,,,,,,"5,000.00",1,1,1,,,Go Ing,22.04.14,,,"2,802.50",,,,,,,
,,10,4,2,1,74,Hartimi I projektit te pllatos te Kurrizi ne lagjen Dardania,,,,,,,,,,,,,,,,,,"15,000.00",1,1,2,,,Smart Project,10.07.14,,,"11,320.00",,,,,,,
,,11,5,2,1,45,Mirembajtja e ndriqimit publike per vitin 2014 LOT 1 - ritender,,,,,,,,,,,,,,,,,,"75,000.00",1,2,1,,,Mvr Eltrisi,27.08.14,,,"41,358.00",,,,,,,
,,11,5,2,1,45,Mirembajtja e ndriqimit publike per vitin 2014 LOT 2 - Ritender,,,,,,,,,,,,,,,,,,"95,000.00",1,1,1,,,Ndrcimi Eltring,27.08.14,,,"57,434.90",,,,,,,
,,12,5,2,1,50,"Mirembajtja e semaf, invertoreve dhe pajimeve akustike per te verberit ne qytetin e Prishtines",,,,,,,,,,,,,,,,,,"70,000.00",1,1,1,,,Ekoinvest,08.04.14,,,"63,565.00",,,,,,,
,,13,5,2,1,45,"Mirembajtja, rregullimi I fontanave,krojeve dhe monumenteve",,,,,,,,,,,,,,,,,,"50,000.00",1,1,1,,,C4A & Pro Art,14.04.14,,,"33,480.20",,,,,,,
,,14,5,2,1,45,Mirembajtja dhe riparimi I ashensoreve ne ndertesat e qytetit te Prishtines-Faza VI,,,,,,,,,,,,,,,,,,"100,000.00",1,1,1,,,Set Ashensori,14.04.14,,,"93,996.00",,,,,,,
,,15,2,1,1,93,Pastrimi dhe mirembajtja e objekteve te KPSH-se ne Prishtine,,,,,,,,,,,,,,,,,,"250,000.00",1,2,1,,,MSS,29.05.14,,,"233,955.36",,,,,,,
,,16,5,2,1,45,Sanimi I gropave ne qytetin e Prishtines per vitin 2014,,,,,,,,,,,,,,,,,,"350,000.00",1,1,1,,,Jehona shpk,11.06.14,,,"295,586.00",,,,,,,
,,17,5,2,1,45,Zgjerimi I ndriqimit publike ne Prishtine per vitin 2014,,,,,,,,,,,,,,,,,,"250,000.00",1,1,1,,,Electra,30.06.14,,,"204,274.80",,,,,,,
,,18,5,1,1,45,Rregullimi I perroit dhe kanalizimit fekal prej fshatit Shkabaj ne drejtim te lagjeve Arberi dhe KT,,,,,,,,,,,,,,,,,,"1,230,000.00",1,2,1,,,Gashi Ing ^LG con,27.05.14,,,"603,577.60",,,,,,,
,,19,1,2,1,28,Furnizimi me pajisje per Brigaden e Zjarrfiksave,,,,,,,,,,,,,,,,,,"10,000.00",1,1,1,,,Tekniku,30.04.14,,,"8,506.75",,,,,,,
,,20,5,2,1,45,"Pastrimi I shtratit te lumenjeve, kolektorit atmosferik dhe vendosja e kapakeve te pusetave",,,,,,,,,,,,,,,,,,"100,000.00",1,1,1,,,Eur.partnes&Vizio,29.04.14,,,"57,964.20",,,,,,,
,,21,5,1,1,45,Rregullimi I shtratit te lumit Prishtina-faza e pare Fushe e Pajtimit-Makovc,,,,,,,,,,,,,,,,,,"580,000.00",1,2,1,,,Rexha,26.05.14,,,"398,401.78",,,,,,,
,,22,2,2,1,74,Hartimi I projekteve per disa rruge ne fshatra te Komunes se Prishtines-Grupi I Dyte-LOT 1,,,,,,,,,,,,,,,,,,"10,800.00",1,1,1,,,Project Plus,01.07.14,,,"4,360.00",,,,,,,
,,22,2,2,1,74,Hartimi I projekteve per disa rruge ne fshatra te Komunes se Prishtines-Grupi I Dyte-LOT 2,,,,,,,,,,,,,,,,,,"11,100.00",1,1,1,,,Vija Com,01.07.14,,,"5,120.00",,,,,,,
,,22,2,2,1,74,Hartimi I projekteve per disa rruge ne fshatra te Komunes se Prishtines-Grupi I Dyte-LOT 3,,,,,,,,,,,,,,,,,,"1,750.00",1,1,1,,,Project Plus,01.07.14,,,"1,725.00",,,,,,,
,,22,2,2,1,74,Hartimi I projekteve per disa rruge ne fshatra te Komunes se Prishtines-Grupi I Dyte-LOT 4,,,,,,,,,,,,,,,,,,"3,300.00",1,1,1,,,Pro Ing,01.07.14,,,"2,438.00",,,,,,,
,,22,2,2,1,74,Hartimi I projekteve per disa rruge ne fshatra te Komunes se Prishtines-Grupi I Dyte-LOT 5,,,,,,,,,,,,,,,,,,"4,600.00",1,1,1,,,Infra Plus,01.07.14,,,"3,446.60",,,,,,,
,,22,2,2,1,74,Hartimi I projekteve per disa rruge ne fshatra te Komunes se Prishtines-Grupi I Dyte-LOT 6,,,,,,,,,,,,,,,,,,"5,250.00",1,1,1,,,Vija Com,01.07.14,,,"2,625.00",,,,,,,
,,22,2,2,1,74,Hartimi I projekteve per disa rruge ne fshatra te Komunes se Prishtines-Grupi I Dyte-LOT 7,,,,,,,,,,,,,,,,,,"2,000.00",1,1,1,,,Infra Plus,01.07.14,,,"1,462.50",,,,,,,
,,23,2,2,1,74,Hartimi I disa projekteve infrastrukturore ne qytetin e Prishtines-LOT 1,,,,,,,,,,,,,,,,,,"13,750.00",1,1,1,,,3D Projekt,15.05.14,,,"5,637.50",,,,,,,
,,23,2,2,1,74,Hartimi I disa projekteve infrastrukturore ne qytetin e Prishtines-LOT 2,,,,,,,,,,,,,,,,,,"22,100.00",1,1,1,,,3D Projekt,15.05.14,,,"9,587.50",,,,,,,
,,23,2,2,1,74,Hartimi I disa projekteve infrastrukturore ne qytetin e Prishtines-LOT 3,,,,,,,,,,,,,,,,,,"34,000.00",1,1,1,,,Ricon Struction,15.05.14,,,"14,330.06",,,,,,,
,,23,2,2,1,74,Hartimi I disa projekteve infrastrukturore ne qytetin e Prishtines-LOT 4,,,,,,,,,,,,,,,,,,"25,000.00",1,1,1,,,PROING,15.05.14,,,"14,300.00",,,,,,,
,,24,5,1,1,45,Ndertimi i rruges Bernice e eperme Sharban,,,,,,,,,,,,,,,,,,"907,933.00",1,2,1,,,Bageri,26.05.14,,,"628,046.64",,,,,,,
,,25,5,1,1,45,Ndertimi I rruges Siqeve-Sharban,,,,,,,,,,,,,,,,,,"810,449.21",1,2,1,,,Papenburg Adriani,26.05.14,,,"498,967.34",,,,,,,
,,26,2,2,1,74,Hartimi I projekteve te vogla dhe te meseme te infrastruktures rrugore-KORNIZE,,,,,,,,,,,,,,,,,,"50,000.00",1,1,1,,,Alfa I&Infratek,04.06.14,,,"50,000.00",,,,,,,
,,27,2,2,1,93,"Pastrimi I objekteve shkollore,objekteve te QPS-le dhe Bibliotekes se qytetit",,,,,,,,,,,,,,,,,,"40,000.00",1,2,1,,,Higjena,06.05.14,,,"4,984.74",,,,,,,
,,28,5,3,6,45,Sanimi I kanalizimit fekal te Sheshi Nena Tereze,,,,,,,,,,,,,,,,,,"9,970.43",1,1,1,,,Nente Vellezrit,29.04.14,,,"9,868.20",,,,,,,
,,29,1,2,1,28,Furnizimi me gjeneratore per objektin e zjarrëfikësve Prishtina -2,,,,,,,,,,,,,,,,,,"10,000.00",1,1,1,,,MGA,28.05.14,,,"10,450.00",,,,,,,
,,30,5,3,6,45,Renovimi dhe gelqerosja e disa shkollave,,,,,,,,,,,,,,,,,,"8,821.80",1,1,1,,,Brezi Kufitar,27.05.14,,,"2,994.00",,,,,,,
,,31,2,1,1,93,Dezinsektimi hapsinor I Prishtines,,,,,,,,,,,,,,,,,,"250,000.00",1,1,1,,,Doctor Ekstraminator,09.06.14,,,"135,720.00",,,,,,,
,,32,2,2,1,74,"Projektimi i rrugeve sipas planit rregullues Prishtina e re, zona qender, pran pallatit te drejtesis",,,,,,,,,,,,,,,,,,"30,000.00",1,1,1,,,Cad Engineerin,01.07.14,,,"7,995.00",,,,,,,
,,33,2,2,1,74,Hartimi I disa projekteve infrastrukturore ne fshatrat e Prishtines-LOT 1,,,,,,,,,,,,,,,,,,"4,250.00",1,1,1,,,Cad Engineerin,15.07.14,,,"2,423.00",,,,,,,
,,34,2,2,1,74,Hartimi I disa projekteve infrastrukturore ne fshatrat e Prishtines-LOT 2,,,,,,,,,,,,,,,,,,"1,500.00",1,1,1,,,Vija Com,15.07.14,,,"1,027.00",,,,,,,
,,35,2,2,1,74,Hartimi I disa projekteve infrastrukturore ne fshatrat e Prishtines-LOT 3,,,,,,,,,,,,,,,,,,"3,000.00",1,1,1,,,Vija Com,15.07.14,,,"1,634.30",,,,,,,
,,36,2,2,1,74,Hartimi I disa projekteve infrastrukturore ne fshatrat e Prishtines-LOT 4,,,,,,,,,,,,,,,,,,"7,500.00",1,1,1,,,Infra Plus,15.07.14,,,"2,895.00",,,,,,,
,,37,5,3,6,45,Ndarja e zyres se plani0f. ne katin e dhe hapes. pale ne katin perdhese ne Komunen e re,,,,,,,,,,,,,,,,,,"10,000.00",1,1,1,,,Brezi Kufitar,06.06.14,,,"7,575.22",,,,,,,
,,39,5,2,1,45,Vazhdimi I rruges VLORA,,,,,,,,,,,,,,,,,,"99,907.47",1,1,1,,,Shkoza,08.07.14,,,"59,592.59",,,,,,,
,,41,1,1,1,36,"Furnizimi me pajisje per kabinete te fizikes, kimise dhe biologjise",,,,,,,,,,,,,,,,,,"210,000.00",1,2,1,,,Euro Lab^ Krijoni,04.08.14,,,"194,902.22",,,,,,,
,,42,5,1,1,45,Ndertimi I rruges Enver Maloku-faza e dyte,,,,,,,,,,,,,,,,,,"1,482,067.40",1,2,1,,,Ledi Ing & Kastrioti,14.08.14,,,"847,542.44",,,,,,,
,,43,1,2,1,30,Furnizimi me paisje te IT-se per nevojat e Komunes se Prishtines per vitin 2014,,,,,,,,,,,,,,,,,,"80,000.00",1,1,1,,,Botek,07.09.14,,,"49,034.00",,,,,,,
,,44,2,2,1,74,Hartimi I disa projekteve per mure mbrojtese dhe rruge ne fshatra dhe qytetete- LOT 1,,,,,,,,,,,,,,,,,,"7,500.00",1,1,1,,,Cad Engineerin,23.07.14,,,"2,955.00",,,,,,,
,,44,2,2,1,74,Hartimi I disa projekteve per mure mbrojtese dhe rruge ne fshatra dhe qytetete -LOT 2,,,,,,,,,,,,,,,,,,"7,500.00",1,1,1,,,Cad Engineerin,23.07.14,,,"4,757.00",,,,,,,
,,46,2,2,5,93,Kontrolli sanitar për stafin e Institucioneve Parashkollore,,,,,,,,,,,,,,,,,,"10,360.00",1,1,1,,,Ins.Komb.i sher Pub.,01.01.14,,,"10,360.00",,,,,,,
,,47,2,1,1,50,Mirembajtja dhe servisimi I automjeteve - Loto III,,,,,,,,,,,,,,,,,,"100,000.00",1,1,1,,,Orio Vizion&Auto gjikolli,20.10.14,,,"82,949.50",,,,,,,
,,47,2,1,1,50,Mirembajtja dhe servisimi I automjeteve - Loto V,,,,,,,,,,,,,,,,,,"100,000.00",1,1,1,,,AGS,20.10.14,,,"101,142.00",,,,,,,
,,48,2,3,6,93,Vendosja e pajisjeve per sistemin e menaxh.te radhes te qytetareve ne Zyret e gjendjes Civile,,,,,,,,,,,,,,,,,,"10,000.00",1,1,1,,,Cyber Techonology,13.06.14,,,"9,600.00",,,,,,,
,,49,2,3,6,92,Organizimi I dhe realizimi I programit per diten e 11 Qershorit - Dita e çlirimit - pjesa teknike,,,,,,,,,,,,,,,,,,"7,500.00",1,1,1,,,Sounus,10.06.14,,,"6,020.00",,,,,,,
,,50,2,3,6,92,Organizimi I dhe realizimi I programit per diten e 11 Qershorit - Dita e çlirimit - pjesa artistike,,,,,,,,,,,,,,,,,,"7,000.00",1,1,1,,,Pi Comunuicateus,10.06.14,,,"4,420.00",,,,,,,
,,51,5,2,1,45,Rekonstruimi dhe gelqerosja e disa shkollave te Komunes se Prishtines LOTO I,,,,,,,,,,,,,,,,,,"378,052.00",1,1,1,,,EN Group,23.07.14,,,"147,533.00",,,,,,,
,,51,5,2,1,45,Rekonstruimi dhe gelqerosja e disa shkollave te Komunes se Prishtines LOTO II,,,,,,,,,,,,,,,,,,"378,052.00",1,1,1,,,Polluzha,23.07.14,,,"108,520.00",,,,,,,
,,51,5,2,1,45,Rekonstruimi dhe gelqerosja e disa shkollave te Komunes se Prishtines LOTO III,,,,,,,,,,,,,,,,,,"378,052.00",1,1,1,,,Global Ing,23.07.14,,,"62,751.00",,,,,,,
,,51,5,2,1,45,Rekonstruimi dhe gelqerosja e disa shkollave te Komunes se Prishtines LOTO IV,,,,,,,,,,,,,,,,,,"378,052.00",1,1,1,,,Llamarina ^ Lili Group,23.07.14,,,"44,004.50",,,,,,,
,,52,1,2,1,33,Furnizimi me material stomatologjik-LOT 1,,,,,,,,,,,,,,,,,,"81,315.60",1,1,1,,,Koslabor,01.12.14,,,"60,511.00",,,,,,,
,,52,1,2,1,33,Furnizimi me material stomatologjik-LOT 2 - ritender,,,,,,,,,,,,,,,,,,"81,315.60",1,1,1,,,Koslabor,01.12.14,,,"10,354.00",,,,,,,
,,53,2,3,6,60,Transporti I administratoreve per testin e matures,,,,,,,,,,,,,,,,,,"4,800.00",1,1,1,,,Sharr Travel,13.06.14,,,"1,420.00",,,,,,,
,,54,2,3,6,80,Montimi I skenes dhe pjeseve tjera teknike per manifestimine 21 Qershorit,,,,,,,,,,,,,,,,,,"9,900.00",1,1,1,,,Lighting Design Studio,20.06.14,,,"8,700.00",,,,,,,
,,55,2,3,6,80,"Manifestimi kulturor me rastin 21 qershorit, festes se muzikes-pjesa artistike",,,,,,,,,,,,,,,,,,"8,000.00",1,1,1,,,Lighting Design Studio,20.06.14,,,"4,810.00",,,,,,,
,,56,5,1,1,45,Mirembajtja e gjelberimit dhe ngritja e siperfaqeve te gjelbra ne qytetin e Prishines,,,,,,,,,,,,,,,,,,"800,000.00",1,1,1,,,Hortikultura,09.07.14,,,"800,000.00",,,,,,,
,,59,1,1,1,11,Furnizimi me nafte dhe derivate të naftes për nevojat e Komunës,,,,,,,,,,,,,,,,,,"250,000.00",1,2,1,,,Petrol Kompani,27.11.14,,,"218,870.00",,,,,,,
,,60,5,2,1,45,Rind.san. i rrug. dhe kan. fekale si dhe zgjerimi I disa rrug.sekondare ne territorin e K.Prish,,,,,,,,,,,,,,,,,,"460,542.60",1,1,1,,,Gjasht Vllez.Batatina,14.08.14,,,"255,707.00",,,,,,,
,,62,1,3,6,36,Furnizimi dhe montimi I shtyllave Antipark ne qytet,,,,,,,,,,,,,,,,,,"10,000.00",1,1,1,,,Global Ing,09.07.14,,,"9,310.00",,,,,,,
,,63,1,2,1,45,furnizimi dhe montimi I pompave te ujit per puset në qytetin e Prishtinës,,,,,,,,,,,,,,,,,,"100,000.00",1,1,1,,,Niti & Serena,13.10.14,,,"54,298.05",,,,,,,
,,64,1,2,1,36,"Furnizimi me paisje kabinetike për dy qendra trajnuese sh.f' Shkolla e Gjelbertdhe Dardania",,,,,,,,,,,,,,,,,,"100,000.00",1,1,1,,,PBC Kosova,13.10.14,,,"26,174.54",,,,,,,
,,65,5,2,1,45,pastrimi dhe larja e rrugeve - pjesa e V-te,,,,,,,,,,,,,,,,,,"150,000.00",1,1,1,,,Europa Partners,26.08.14,,,"51,511.44",,,,,,,
,,66,2,2,1,74,"Hartimi I projekteve te objekteve te reja,renovime,riparime dhe mirembajtje te objekteve.LOTO - I",,,,,,,,,,,,,,,,,,"50,000.00",1,1,1,,,Pro art,18.09.14,,,2.50,,,,,,,
,,66,2,2,1,74,"Hartimi I projekteve te objekteve te reja,renovime,riparime dhe mirembajtje te objekteve.LOTO - II",,,,,,,,,,,,,,,,,,"50,000.00",1,1,1,,,Pro art,18.09.14,,,1.80,,,,,,,
,,66,2,2,1,74,"Hartimi I projekteve te objekteve te reja,renovime,riparime dhe mirembajtje te objekteve.LOTO - III",,,,,,,,,,,,,,,,,,"50,000.00",1,1,1,,,En group,18.09.14,,,1.20,,,,,,,
,,66,2,2,1,74,"Hartimi I projekteve te objekteve te reja,renovime,riparime dhe mirembajtje te objekteve.LOTO - IV",,,,,,,,,,,,,,,,,,"50,000.00",1,1,1,,,Pro art,18.09.14,,,0.90,,,,,,,
,,68,2,3,6,72,Riparimi dhe riaftesimi I sistemit te alarmit publik ne qytetin e Prishtines,,,,,,,,,,,,,,,,,,"10,000.00",1,1,1,,,MF Systems,22.07.14,,,"9,930.00",,,,,,,
,,69,5,2,1,45,Sinjalizimi horizontal dhe vertikal I rrugeve në Prishtinë,,,,,,,,,,,,,,,,,,"190,000.00",1,1,1,,,RSM,28.08.14,,,"209,939.50",,,,,,,
,,70,5,2,1,45,Ndertimi I salles se edukates fizike ne SHF. Shkendija ne Hajvali,,,,,,,,,,,,,,,,,,"150,000.00",1,1,1,,,Rexha,01.10.14,,,"181,068.10",,,,,,,
,,72,2,3,6,72,Servisimi I sistemit te klimatizimit ne Objektin e Komunes ne Arberi,,,,,,,,,,,,,,,,,,"5,000.00",1,1,1,,,Raketa,05.08.14,,,"4,445.00",,,,,,,
,,73,1,3,6,36,Furnizimi dhe montimi I inventarit per administratë,,,,,,,,,,,,,,,,,,"9,000.00",1,1,1,,,Duglas,04.08.14,,,"8,274.90",,,,,,,
,,74,1,3,6,36,"Furnizimi, montimi dhe servisimi i klimave në Kuvendin Komunal i",,,,,,,,,,,,,,,,,,"8,000.00",1,1,1,,,AC Mont,04.08.14,,,"7,930.00",,,,,,,
,,75,5,2,1,45,Ndertimi dhe modernizimi I semaforeve ne Prishtine per vitin 2014,,,,,,,,,,,,,,,,,,"150,000.00",1,1,1,,,Eko Invest&LA semafori,03.10.14,,,"149,531.00",,,,,,,
,,76,5,2,1,45,Ndertimi I salles se edukates fizike dhe rekonstruimi I objektit te SHF Eqrem Qabej,,,,,,,,,,,,,,,,,,"250,000.00",1,1,1,,,Olti trasing,29.10.14,,,"220,032.16",,,,,,,
,,77,2,1,1,93,Pastrimi dhe mirembajtja e objekteve shkollore te shkollave fillore,,,,,,,,,,,,,,,,,,"320,000.00",1,2,1,,,MSS,12.09.14,,,"311,996.28",,,,,,,
,,78,2,1,1,93,Pastrimi dhe mirembajtja e objekteve shkollore te shkollave te mesme,,,,,,,,,,,,,,,,,,"180,000.00",1,2,1,,,Beni,27.11.14,,,"142,873.44",,,,,,,
,,79,5,2,1,45,Rikonstruimi I objektit te shkolles Elena Gjika dhe rekonstruimet ne disa shkolla tjera - Loto I,,,,,,,,,,,,,,,,,,"300,000.00",1,1,1,,,Tribuna & Area,09.10.14,,,"113,354.00",,,,,,,
,,79,5,2,1,45,Rikonstruimi I objektit te shkolles Elena Gjika dhe rekonstruimet ne disa shkolla tjera - Loto II,,,,,,,,,,,,,,,,,,,1,1,1,,,CTA,09.10.14,,,"89,524.00",,,,,,,
,,79,5,2,1,45,Rikonstruimi I objektit te shkolles Elena Gjika dhe rekonstruimet ne disa shkolla tjera - Loto III,,,,,,,,,,,,,,,,,,,1,1,1,,,Rexha,09.10.14,,,"84,871.00",,,,,,,
,,79,5,2,1,45,Rikonstruimi I objektit te shkolles Elena Gjika dhe rekonstruimet ne disa shkolla tjera - Loto IV,,,,,,,,,,,,,,,,,,,1,1,1,,,Ulpiana,09.10.14,,,"81,675.00",,,,,,,
,,79,5,2,1,45,Rikonstruimi I objektit te shkolles Elena Gjika dhe rekonstruimet ne disa shkolla tjera - Loto V,,,,,,,,,,,,,,,,,,,1,1,1,,,Global Ing,09.10.14,,,"6,774.25",,,,,,,
,,80,1,2,1,50,Furn.dhe montimi I trafo-blindes per Bibl.e Qytetit H.Sylejmani ne lagjen Dardania ne Prisht.,,,,,,,,,,,,,,,,,,"30,000.00",1,2,1,,,RISMONT,10.09.14,,,"17,854.50",,,,,,,
,,81,2,3,6,92,Organizimi I koncerteve verore ne bashkpunim me Ministrine e Diaspores,,,,,,,,,,,,,,,,,,"9,500.00",1,1,1,,,Qendra e Re k.Art,04.08.14,,,"8,020.00",,,,,,,
,,82,5,1,1,45,Kolektori dhe kanalizimi fekal ne rrugen mbi luminMatne lagjen Kalabria,,,,,,,,,,,,,,,,,,"1,787,592.62",1,2,1,,,Kawa group&teknika proj,13.10.14,,,"1,030,554.86",,,,,,,
,,83,2,3,6,93,"Dezinfektimi, dezinsektimi dhe deratizimi I Institucioneve Parashkollore",,,,,,,,,,,,,,,,,,"10,000.00",1,1,1,,,DDD,24.09.14,,,"4,577.20",,,,,,,
,,85,2,3,6,36,Dita nderkombetare e Rinisë,,,,,,,,,,,,,,,,,,"7,500.00",1,1,1,,,Prishta summer fest,11.08.14,,,"7,050.00",,,,,,,
,,86,5,1,1,45,Kanalizmi fekal nga fshati Shkabaj ne drejtim te lagjes Arberia dhe K.e Trimave,,,,,,,,,,,,,,,,,,"599,346.29",1,2,1,,,Dimi Bau&linda,20.10.14,,,"384,501.86",,,,,,,
,,87,1,1,1,15,Furnizimi me shujta per nxenesit e klaseve te ulta te shkollave fillore te Komunes LOTO I,,,,,,,,,,,,,,,,,,"450,000.00",1,2,1,,,Beni Dona,27.12.14,,,"198,840.00",,,,,,,
,,87,1,1,1,15,Furnizimi me shujta per nxenesit e klaseve te ulta te shkollave fillore te Komunes LOTO II,,,,,,,,,,,,,,,,,,"450,000.00",1,2,1,,,Beni Dona,16.09.14,,,"241,704.00",,,,,,,
