Planifikuar,Buxheti,Numri prokurimit,Lloji i prokurimit,Vlera e prokurimit,Procedura e prokutimiy,Klasifikimi(2 shifrat e para te FPP),Titulli i aktivitetit te prokurimit,Data e inicimit të aktivitetit të prokurimit (data e pranimit të kërkesës),Data e aprovimit të deklaratës së nevojave dhe disponueshmërisë së mjeteve,Data e pranimit të specifikimit teknik (TOR),Data e publikimit të njoftimit për kontratë,Ankesat në autoritet,Ankesat në OSHP,Data e hapjes së ofertave,Nr. i OE që kanë shkarkuar dosjen e tenderit,Nr. i OE që kanë dorëzuar ofertat,Data e fillimit dhe përfundimit të vlersimit,Numri i ofertave të refuzuara,Data e aprovimit të Deklaratës së nevojave dhe disponueshmërisë së mjeteve - rikonfirmimi,Data e publikimit të njoftimit për dhënie të kontratës,Data e publikimit të anulimit të njoftimit,Letrat Standarde për OE,Ankesat në autoritet,Ankesat në OSHP,Vlera e parashikuar e kontratës,OE,Afati kohor për pranimin e tenderëve,Kriteret për dhënie të kontratës,Re-tenderimi,Statusi,Emri i OE të cilit i është dhënë kontrata,Data e nënshkrimit të kontratës,Afati për implementimin e kontratës,Data e mbylljes së kontratës,"Vlera totale e kontratës, duke përfshirë të gjitha taksat","Numri i përgjithshëm i situacioneve për pagesë, sipas kontratës",Shuma e zbritjes nga kontrata për shkaqe të ndalesave,Data e pagesës së situacionit të fundit,Shuma e pagesës së situacionit të fundit,Çmimi total i paguar për kontratën,Drejtoria,Emri i zyrtarit të prokurimit
,,87,1,1,1,15,Furnizimi me shujta per nxenesit e klaseve te ulta te shkollave fillore te Komunes LOTO III,,,,,,,,,,,,,,,,,,"450,000.00",1,2,1,,,ADA Group,16.09.14,,,"224,856.00",,,,,,,
,,87,1,1,1,15,Furnizimi me shujta per nxenesit e klaseve te ulta te shkollave fillore te Komunes LOTO IV,,,,,,,,,,,,,,,,,,"450,000.00",1,2,1,,,ADA Group,16.09.14,,,"59,713.20",,,,,,,
,,88,5,3,6,45,Ndertimi I rrethrrotullimit ne dalje te Prishtines - drejtimi per Veternik,,,,,,,,,,,,,,,,,,"9,323.00",1,1,1,,,Kastrioti,21.08.14,,,"8,760.00",,,,,,,
,,89,5,2,1,45,"Rregullimi I oborreve, rrethojave dhe fushave sportive ne disa shkolla te Komunes se Prishtines-Lot 1",,,,,,,,,,,,,,,,,,"200,000.00",1,1,1,,,Ulpiana,24.10.14,,,"101,924.60",,,,,,,
,,89,5,2,1,45,"Rregullimi I oborreve, rrethojave dhe fushave sportive ne disa shkolla te Komunes se Prishtines-Lot 2",,,,,,,,,,,,,,,,,,,1,1,1,,,P&I,24.10.14,,,"54,856.00",,,,,,,
,,89,5,2,1,45,"Rregullimi I oborreve, rrethojave dhe fushave sportive ne disa shkolla te Komunes se Prishtines-Lot 3",,,,,,,,,,,,,,,,,,,1,1,1,,,Zhvillimi,24.10.14,,,"52,202.50",,,,,,,
,,90,1,2,1,2,Furnizimi me dru per shkollat e Komunes se prishtines - pjesa e I-re,,,,,,,,,,,,,,,,,,"83,475.00",1,1,1,,,Rudina,02.10.14,,,"39,552.00",,,,,,,
,,90,1,2,1,2,Furnizimi me dru per shkollat e Komunes se prishtines - pjesa e II-te,,,,,,,,,,,,,,,,,,"83,475.00",1,2,1,,,Bushgegu,02.10.14,,,"38,802.50",,,,,,,
,,91,1,1,1,36,Furnizimi dhe montimi I dollapeve per ciklet e uleta te shkollave fillore te K. se Prishtines,,,,,,,,,,,,,,,,,,"360,000.00",1,1,2,,,Dugllas,15.10.14,,,"222,419.50",,,,,,,
,,92,2,2,1,74,Projektimi I rruges F sipas planit rregullues Mati 1,,,,,,,,,,,,,,,,,,"10,000.00",1,1,1,,,ENG Idea,08.10.14,,,"5,692.50",,,,,,,
,,93,2,2,1,74,Projektimi I disa rrugeve sipas plani rregullues Arberia 3 me infrastrukture nentoksore,,,,,,,,,,,,,,,,,,"8,000.00",1,1,1,,,Vizion projekt,08.10.14,,,"4,926.50",,,,,,,
,,95,2,3,6,93,Imazhet e pjerrëta për Prishtinën dhe softueri online për shikimin e imazheve të pjerrëta,,,,,,,,,,,,,,,,,,"6,000.00",1,2,1,,,S&H Geo Consulting,25.11.14,,,"4,990.00",,,,,,,
,,96,1,2,1,15,Furnizimi me qumesht UHT per punetoret e Arkivit te Komunes dhe Brigaden e Zjarrefikesve,,,,,,,,,,,,,,,,,,"30,000.00",1,1,2,,,Devolli,14.10.14,,,"22,629.37",,,,,,,
,,97,5,2,5,45,"Punët shtesë ne rekonstruimin e rr. H. Abdullahu,F.Draga e M.Kokollari,",,,,,,,,,,,,,,,,,,"13,835.20",1,1,1,,,Alcon ^Albaniku,01.10.14,,,"13,835.20",,,,,,,
,,98,2,3,6,92,Organizimi I festivalit Ylberi I Prishtines-pjesa teknike,,,,,,,,,,,,,,,,,,"9,992.00",1,1,1,,,Light Production,05.09.14,,,"9,888.00",,,,,,,
,,99,2,3,6,92,Organizimi I festivalit Ylberi I Prishtines-Furnizim me ushqim,,,,,,,,,,,,,,,,,,"8,490.00",1,1,1,,,Beni Dona,05.09.14,,,"5,767.00",,,,,,,
,,100,2,2,1,74,Hartimi I matjeve xheodezike per revidimin e planeve rregulluese - Loto I,,,,,,,,,,,,,,,,,,"84,500.00",1,1,1,,,Pro Gis,29.10.14,,,"6,000.00",,,,,,,
,,100,2,2,1,74,Hartimi I matjeve xheodezike per revidimin e planeve rregulluese - Loto II,,,,,,,,,,,,,,,,,,,1,1,1,,,Iteg & Inter Shped,29.10.14,,,"7,350.00",,,,,,,
,,100,2,2,1,74,Hartimi I matjeve xheodezike per revidimin e planeve rregulluese - Loto III,,,,,,,,,,,,,,,,,,,1,1,1,,,GZC&Geo Max,29.10.14,,,"9,990.00",,,,,,,
,,100,2,2,1,74,Hartimi I matjeve xheodezike per revidimin e planeve rregulluese - Loto IV,,,,,,,,,,,,,,,,,,,1,1,1,,,Pro gis,29.10.14,,,"6,822.00",,,,,,,
,,100,2,2,1,74,Hartimi I matjeve xheodezike per revidimin e planeve rregulluese - Loto V,,,,,,,,,,,,,,,,,,,1,1,1,,,Via Com &Geo Info,29.10.14,,,"12,581.93",,,,,,,
,,100,2,2,1,74,Hartimi I matjeve xheodezike per revidimin e planeve rregulluese - Loto VI,,,,,,,,,,,,,,,,,,,1,1,1,,,Geo kos,29.10.14,,,"8,179.50",,,,,,,
,,102,5,3,6,45,Punimi I rrethojes dhe gardhit te shkalleve ne stadionin e qytetit te Prishtines,,,,,,,,,,,,,,,,,,"9,925.00",1,1,1,,,Global ING,01.09.14,,,"7,360.00",,,,,,,
,,103,5,3,6,45,Pastrimi dhe lyerja e kthinave,,,,,,,,,,,,,,,,,,"9,617.00",1,1,1,,,Global Ing,04.09.14,,,"7,476.70",,,,,,,
,,104,5,2,1,45,Ndertimi I kanalizimit fekal Besi-Bardhosh-Prishtine,,,,,,,,,,,,,,,,,,"241,037.90",1,1,1,,,Belvedere&I Seferi,14.10.14,,,"128,502.00",,,,,,,
,,105,5,2,1,45,Ndertimi I kanalizimit fekal Bardhosh-Prugovc-Barileve,,,,,,,,,,,,,,,,,,"181,446.00",1,1,1,,,Belvedere&I Seferi,13.10.14,,,"108,946.00",,,,,,,
,,106,5,3,6,45,Rekonstruimet metalike dhe punimi I dyerve te hyrjes ne kthinat e Stadionit,,,,,,,,,,,,,,,,,,"9,500.00",1,1,1,,,Kawa Group,04.09.14,,,"9,305.00",,,,,,,
,,108,5,3,6,45,Renovimi I nyjeve sanitare dhe zhveshtoreve,,,,,,,,,,,,,,,,,,"9,729.20",1,1,1,,,Anita COM,04.09.14,,,"7,531.00",,,,,,,
,,109,1,1,1,28,Furnizimi me makineri per pastrimin dhe mirembajtjen e qytetit,,,,,,,,,,,,,,,,,,"270,000.00",1,1,1,,,Agro Bau,17.12.14,,,"242,950.00",,,,,,,
,,110,5,1,1,45,Ndertimi I rruges Prishtine-Sinidoll-Bernice-Bardhosh-faza e pare,,,,,,,,,,,,,,,,,,"942,837.41",1,2,1,,,Shkoza,12.12.14,,,"493,999.38",,,,,,,
,,111,2,3,6,1,Organizimi I trajnimeve ne lemin e perimtarise,,,,,,,,,,,,,,,,,,"1,600.00",1,1,1,,,Qendra per zhvillim rural,15.10.14,,,"1,480.00",,,,,,,
,,113,2,3,6,92,Festivali Nderkombetare I Teatrove te Kukullave Akomodimi dhe transporti,,,,,,,,,,,,,,,,,,"7,800.00",1,1,1,,,Light Desing Studio,15.08.14,,,"7,710.00",,,,,,,
,,114,2,3,6,92,Festivali Nderkombetare I Teatrove te Kukullave - pjesa teknike,,,,,,,,,,,,,,,,,,"9,900.00",1,1,1,,,Pi Comunictation,15.09.14,,,"8,315.00",,,,,,,
,,115,2,3,6,92,Pergaditja dhe realizimi I skenarit per Organizimi e Muajit Te Rinise,,,,,,,,,,,,,,,,,,"8,500.00",1,1,1,,,Light Desing Studio,22.09.14,,,"8,480.00",,,,,,,
,,116,5,1,1,45,Asfaltimi I rruges ne Hajvali,,,,,,,,,,,,,,,,,,"821,071.12",1,2,1,,,Bageri& Ulpiana,20.10.14,,,"468,015.78",,,,,,,
,,117,2,3,6,74,Hartimi I projektit kryesor zbatues per Ndertimin e stadionit ne Hajvali,,,,,,,,,,,,,,,,,,"10,000.00",1,1,1,,,AGA,30.09.14,,,"9,200.00",,,,,,,
,,118,5,2,1,45,"Ndertimi I Infrastruktures ne rruget Jusuf Gervalla me krahet ( I,II,III) dhe te shkolla Don Bosko",,,,,,,,,,,,,,,,,,"261,423.50",1,1,1,,,Kema Com. & Eskavato,21.10.14,,,"159,274.75",,,,,,,
,,120,5,2,1,45,Rregullimi I parkingut dhe hapsirave gjelbruese ne Ulpiane,,,,,,,,,,,,,,,,,,"62,154.10",1,1,1,,,ABC & Vizion Projekt,11.11.14,,,"29,045.55",,,,,,,
,,121,5,2,1,45,Vazhdimi I rruges paralele me rrugen Prishtine-Shkup,,,,,,,,,,,,,,,,,,"302,501.18",1,1,1,,,ABC & Vizion Projekt,04.11.14,,,"158,070.00",,,,,,,
,,122,5,2,1,45,"Ndert.I infrastr.ne rruget Apollonia.Fadil Ferati,Drini I Bardhe ,Fadil Ferati II dhe Agim Qela",,,,,,,,,,,,,,,,,,"197,631.00",1,1,1,,,Gerlica Company,28.10.14,,,"121,000.00",,,,,,,
,,124,5,1,1,45,Ndertimi I kanalizimit fekal ne Mramor-Suteske dhe vazhdimi I kanalizimit ne rrugenI.Fehmiu,,,,,,,,,,,,,,,,,,"577,086.40",1,2,1,,,Megi Bau,10.11.14,,,"264,060.00",,,,,,,
,,125,5,2,1,45,Ndertimi dhe renovimi I infrastruktures ne QKMF-Prishtine si dhe ne qendra tjera,,,,,,,,,,,,,,,,,,"500,000.00",1,1,1,,,Delta Ing,17.11.14,,,"35,862.50",,,,,,,
,,128,1,2,1,28,Furnizimi me dy autoambulanca per nevojat e QMU-se,,,,,,,,,,,,,,,,,,"120,000.00",1,1,1,,,Delfin & Nera Med,25.11.14,,,"118,960.00",,,,,,,
,,131,5,1,1,45,Ndertimi I rruges Malush kosova - faza e III-te,,,,,,,,,,,,,,,,,,"525,000.00",1,2,1,,,Ulpiana ^ Kosova Asfalt,18.11.14,,,"270,563.16",,,,,,,
,,132,1,2,1,20,Furnizimi me pelet per ngrohje për shkollat e Prishtinës,,,,,,,,,,,,,,,,,,"98,650.00",1,1,1,,,Arda Pelet,19.12.14,,,"148,580.00",,,,,,,
,,133,2,1,1,74,Hartimi I matjeve xheodezike per revidimin e planeve rregulluese-Faza e dyte Loto I,,,,,,,,,,,,,,,,,,"408,500.00",1,2,1,,,GEO KOS,19.12.14,,,"15,787.20",,,,,,,
,,133,2,1,1,74,Hartimi I matjeve xheodezike per revidimin e planeve rregulluese-Faza e dyte Loto II-te,,,,,,,,,,,,,,,,,,,1,2,1,,,Via Com &Geo Info,19.12.14,,,"14,001.00",,,,,,,
,,133,2,1,1,74,Hartimi I matjeve xheodezike per revidimin e planeve rregulluese-Faza e dyte Loto III-te,,,,,,,,,,,,,,,,,,,1,2,1,,,GEO MAP,19.12.14,,,"46,097.60",,,,,,,
,,133,2,1,1,74,Hartimi I matjeve xheodezike per revidimin e planeve rregulluese-Faza e dyte Loto IV-te,,,,,,,,,,,,,,,,,,,1,2,1,,,GEO MAP,19.12.14,,,"18,763.00",,,,,,,
,,133,2,1,1,74,Hartimi I matjeve xheodezike per revidimin e planeve rregulluese-Faza e dyte Loto V-te,,,,,,,,,,,,,,,,,,,1,2,1,,,GEO GIS & GEO CAD,19.12.14,,,"8,301.30",,,,,,,
,,133,2,1,1,74,Hartimi I matjeve xheodezike per revidimin e planeve rregulluese-Faza e dyte Loto VI-te,,,,,,,,,,,,,,,,,,,1,2,1,,,Iteg & Inter Shped,19.12.14,,,"9,485.78",,,,,,,
,,133,2,1,1,74,Hartimi I matjeve xheodezike per revidimin e planeve rregulluese-Faza e dyte Loto VII-te,,,,,,,,,,,,,,,,,,,1,2,1,,,GEO GIS & GEO CAD,19.12.14,,,"8,154.80",,,,,,,
,,133,2,1,1,74,Hartimi I matjeve xheodezike per revidimin e planeve rregulluese-Faza e dyte Loto VIII-te,,,,,,,,,,,,,,,,,,,1,2,1,,,Pro Gis,19.12.14,,,"18,297.20",,,,,,,
,,133,2,1,1,74,Hartimi I matjeve xheodezike per revidimin e planeve rregulluese-Faza e dyte Loto IX-te,,,,,,,,,,,,,,,,,,,1,2,1,,,Geo kos,19.12.14,,,"8,677.50",,,,,,,
,,134,5,2,1,45,"Zgjerimi I ndrqimit publike,rrethoja,pastrimi fitosanitar ne vearrezat ortodokse",,,,,,,,,,,,,,,,,,"60,000.00",1,1,1,,,Monting,17.11.14,,,"9,955.90",,,,,,,
,,135,5,2,5,45,Punët shtesë në Ndërtimin e rrugës Bërnice - e Eperme -Sharban,,,,,,,,,,,,,,,,,,"62,408.46",1,1,1,,,Bageri,14.10.14,,,"62,408.46",,,,,,,
,,136,1,3,6,33,Furn. me paisje mjeks. per realizimin e vizitave sistematike ne shkollat fillore ne k.e Prishtines,,,,,,,,,,,,,,,,,,"5,800.00",1,1,1,,,Koslabor,15.10.14,,,"5,770.00",,,,,,,
,,137,5,2,1,45,Rregullimi I parkut ne lagjen Dardania,,,,,,,,,,,,,,,,,,"100,000.00",1,1,1,,,Beli&ElektroStublla,06.01.15,,,"89,999.08",,,,,,,
,,138,1,3,6,30,Furnizimi me Llaptop dhe krijimi I aplikacioneve per digjitalizimin e vizitave sistematike ne shkolla,,,,,,,,,,,,,,,,,,"9,250.00",1,1,1,,,KIT,17.10.14,,,"9,020.00",,,,,,,
,,139,5,2,1,45,Ndertimi I rruges Mbretresha Teute dhe krahet e saj ne anen e djathte,,,,,,,,,,,,,,,,,,"481,950.84",1,1,1,,,Jehona shpk,26.11.14,,,"191,163.86",,,,,,,
,,140,5,2,1,45,Renovimi dhe permiresimi i infrastruktures ne objektet sociale,,,,,,,,,,,,,,,,,,"100,000.00",1,1,1,,,Delta Ing,18.11.14,,,"35,641.50",,,,,,,
,,141,5,2,1,45,Renovimi I objekteve te bashkesive lokale te Komunes se Prishtines,,,,,,,,,,,,,,,,,,"70,000.00",1,1,1,,,Prespektiva,04.12.14,,,"29,935.00",,,,,,,
,,142,5,2,1,45,Ndertimi I kanalizimit fekal ne lagjen e Xhafolleve te fshatit Barilevë,,,,,,,,,,,,,,,,,,"178,367.50",1,2,1,,,G ENG & Blinaja,17.11.14,,,"123,057.60",,,,,,,
,,143,2,3,6,93,Ofrimi I sherb. shendetesore dhe sherbimeve tjera te asistences per personat me aftesi te kufizuar,,,,,,,,,,,,,,,,,,"9,500.00",1,1,1,,,Handikos,20.10.14,,,"8,950.00",,,,,,,
,,144,5,2,1,45,Ndertimi I mureve mbrojtese ne rrugen Ceta e Llapit dhe ne rugen Trepca ne Prishtinë,,,,,,,,,,,,,,,,,,"31,677.75",1,2,1,,,AHV & Kawa Group,14.11.14,,,"20,046.60",,,,,,,
,,147,5,2,1,45,Rikonstruimi dhe zgjerimi I ndricimit publik ne Prishtine per vitin 2014 faza e II,,,,,,,,,,,,,,,,,,"145,000.00",1,1,1,,,Elektra,21.11.14,,,"111,648.20",,,,,,,
,,148,5,2,1,45,Ndertimi I rrugës Slivovë - Dragovc,,,,,,,,,,,,,,,,,,"111,471.36",1,1,1,,,Zuka Comerc,13.11.14,,,"63,558.65",,,,,,,
,,149,5,2,1,45,Ndertimi I rrugeve ne lagjen Mati 1-Prishtine,,,,,,,,,,,,,,,,,,"483,344.16",1,1,1,,,Kema Com. & Eskavato,25.11.14,,,"322,887.00",,,,,,,
,,150,5,2,1,45,Ndertimi I parkingut ne hyrje te parkut te Germis dhe montimi I kamerave LOTO I,,,,,,,,,,,,,,,,,,"60,000.00",1,1,1,,,Eing Com,05.12.14,,,"48,284.00",,,,,,,
,,150,5,2,1,45,Ndertimi I parkingut ne hyrje te parkut te Germis dhe montimi I kamerave LOTO II,,,,,,,,,,,,,,,,,,,1,1,,,,Profesional Alarm,05.12.14,,,"7,997.00",,,,,,,
,,151,1,3,6,30,Furnizimi me printer dhe pajisje tjera per perpunimin e kartelave,,,,,,,,,,,,,,,,,,"4,500.00",1,1,1,,,Solvit,11.11.14,,,"4,397.00",,,,,,,
,,152,5,2,1,45,Ndertimi i kanalizimeve ne fshatrat Sinidoll dhe Bernice,,,,,,,,,,,,,,,,,,"492,467.49",1,1,1,,,Gashi Ing,16.12.14,,,"266,682.45",,,,,,,
,,153,2,1,1,60,Transporti i nxenseve dhe arsimtareve ne vijat e reja rurale,,,,,,,,,,,,,,,,,,"49,100.00",1,2,1,,,,12.01.15,,,"48,292.00",,,,,,,
,,154,5,2,5,45,Punet shtese ne Ndertimin e rruges Siqeve-Sharban,,,,,,,,,,,,,,,,,,"49,296.51",1,1,1,,,Papenburg Adriani,11.11.14,,,"49,286.51",,,,,,,
,,155,5,2,1,45,Ndertimi I infrastruktures ne rrugen Shaqir Igrishta dhe rruget Lidhese,,,,,,,,,,,,,,,,,,"499,311.56",1,1,1,,,Dimi Bau,01.12.14,,,"338,873.80",,,,,,,
,,156,5,2,1,45,Ndertimi I kanalizimit fekal dhe ndertimi I trouareve ne fshatin Vranidoll,,,,,,,,,,,,,,,,,,"330,788.85",1,2,1,,,Linda,26.11.14,,,"162,462.59",,,,,,,
,,157,2,2,1,93,"Dezinsektimi, dezinfektimi dhe deratizimi I objekteve shkollore",,,,,,,,,,,,,,,,,,"50,000.00",1,2,1,,,Eko DDD,27.11.14,,,"34,231.68",,,,,,,
,,158,5,2,1,45,"Asf.I rr.dhe ndert. I murit mbrojts ne Berbatovc ,asf. ne Besi, trotuari nef. Miloshev-Prugovc-PR",,,,,,,,,,,,,,,,,,"250,276.57",1,2,1,,,ABC & Vizion Projekt,08.12.14,,,"175,447.04",,,,,,,
,,160,1,2,1,22,Furnizim me material per zyre dhe material didaktike per shkollat e Prishtines,,,,,,,,,,,,,,,,,,"68,000.00",1,1,1,,,NORD,17.12.14,,,"36,893.60",,,,,,,
,,161,1,2,1,30,Furnizimi me material higjenik dhe sanitar per Institucionet Parashkollore,,,,,,,,,,,,,,,,,,"56,000.00",1,1,1,,,Pashtriku,15.12.14,,,"26,331.60",,,,,,,
,,165,5,2,1,45,Vazhdimi i rruges ne lagjen e Batalleve ne Mramor dhe segmentit te rruges te QMF-ja ne Hajvali,,,,,,,,,,,,,,,,,,"125,901.00",1,1,1,,,Co Ing,22.12.14,,,"62,372.40",,,,,,,
,,167,5,2,1,45,Rikonstruimi dhe renovimi I shkolles se mesme Sh.Gjeqovi,,,,,,,,,,,,,,,,,,"21,645.98",1,2,1,,,Perspektiva,30.12.14,,,"17,200.00",,,,,,,
,,170,1,2,1,31,Furnizimi dhe montimi I kamerave ne shkollat e Prishtines,,,,,,,,,,,,,,,,,,"16,700.00",1,2,1,,,E-Conect,09.01.15,,,"14,699.00",,,,,,,
,,171,5,2,1,45,Ndertimi i rrugeve te Pallati i Drejtesise-Hajvali,,,,,,,,,,,,,,,,,,"338,909.08",1,1,1,,,Gashi Ing,23.12.14,,,"216,971.50",,,,,,,
,,172,1,2,1,36,Furnizimi me inventar per nevojat e QKMF-se Prishtine,,,,,,,,,,,,,,,,,,"25,000.00",1,1,1,,,Duglas,24.12.14,,,"21,076.00",,,,,,,
,,175,2,3,6,74,Marrja ne shfrytzim e stendave dhe mater. Eksp. per organ.e panairit Blej Shqip me 27-28 nentor,,,,,,,,,,,,,,,,,,"10,000.00",1,1,1,,,Light Desing Studio,25.11.14,,,"8,970.00",,,,,,,
,,176,5,2,1,45,Ndertimi I stadiumit te futbollit ne fshatin Hajvali,,,,,,,,,,,,,,,,,,"70,000.00",1,2,1,,,Zhvillimi,19.12.14,,,"96,954.14",,,,,,,
,,177,2,3,6,74,Organizimi I panairit dhe sigurimi I materialeve per realizimin e panairit,,,,,,,,,,,,,,,,,,"10,000.00",1,1,1,,,CEO,25.11.14,,,"8,900.00",,,,,,,
,,179,2,3,6,92,organizimi I manifestimit kulturor me rastin e 28 Nentorit Dites se Flamurit - pjesa teknike,,,,,,,,,,,,,,,,,,"10,000.00",1,1,1,,,Light Desing Studio,25.11.14,,,"9,760.00",,,,,,,
,,180,5,2,1,45,Ndertimi I rruges Naser Hajrizi,,,,,,,,,,,,,,,,,,"169,590.40",1,1,1,,,Toifor,06.01.15,,,"129,873.70",,,,,,,
,,182,5,2,1,45,Ndertimi i rrugeve nga Xhamia te Fshati nderkombetar dhe te Spitali Amerikan ne Hajvali,,,,,,,,,,,,,,,,,,"83,200.81",1,1,1,,,Co Ing,06.01.15,,,"47,268.39",,,,,,,
,,186,2,3,6,92,Manifestimet kulturore me rastin e 28 Nentorit - Dites se flamurit - pjesa realizuese,,,,,,,,,,,,,,,,,,"10,000.00",1,1,1,,,Light Desing Studio,25.11.14,,,"7,880.00",,,,,,,
,,188,1,2,1,36,Furnizimi me uniforma per personelin e QKMF - së në Prishtinë,,,,,,,,,,,,,,,,,,"30,000.00",1,1,1,,,Arta Tex,16.01.14,,,"19,823.40",,,,,,,
,,189,2,3,6,60,"Sigurimi I automjeteve te Komunes,Institucioneve Komunale dhe Brigadës së Zjarrfisëve",,,,,,,,,,,,,,,,,,"9,500.00",1,1,1,,,Kosova e Re,24.12.14,,,"8,285.14",,,,,,,
,,193,2,3,6,93,Kontrollimi teknik i automjeteve,,,,,,,,,,,,,,,,,,"10,000.00",1,1,1,,,Reforma,30.12.14,,,"10,000.00",,,,,,,
,,201,1,3,6,36,Furnizimi me goma dhe bateri për Brigaden e Zjarrfiksave dhe automjete tjera,,,,,,,,,,,,,,,,,,"10,000.00",1,1,1,,,Euro Delta,30.12.14,,,"10,000.00",,,,,,,
,,202,1,3,6,36,Furnizim me bredha per festat e fundvitit,,,,,,,,,,,,,,,,,,"10,000.00",1,1,1,,,Anea,19.12.14,,,"9,480.00",,,,,,,
,,205,2,3,6,36,"Dekorimi I sheshit  Ibrahim Rugova ,  Bulevardi Nena Terez  dhe  Zahir Pajaziti  per vitn 2015",,,,,,,,,,,,,,,,,,"10,000.00",1,1,1,,,Perla Events,23.12.14,,,"7,537.90",,,,,,,
,,1,1,4,7,0,Furnizimi me kasaforta metalike KZ-1,,,,,,,,,,,,,,,,,,,n/a,,,,,NT Protec,14.01.14,,,640.00,,,,,,,
,,2,1,4,7,0,"Furnizimi me farë, preparate kimike dhe plehra për SHMB Abdyl Frashëri",,,,,,,,,,,,,,,,,,,n/a,,,,,NTP Agro-Pharma,21.01.14,,,972.50,,,,,,,
,,3,1,4,7,0,Furnizimi me tavolina dhe sirtar për Sektorin e tatimit në pronë,,,,,,,,,,,,,,,,,,,n/a,,,,,NTP Dugllas,24.01.14,,,975.00,,,,,,,
,,4,1,4,7,0,Furnizimi me orë dore për shërbyesit civil me rastin e pensionimit,,,,,,,,,,,,,,,,,,,n/a,,,,,NTP Ora,03.02.14,,,825.00,,,,,,,
,,5,1,4,7,0,"Furnizimi dhe dekorimi i sallës me lule dekorative, me rastin Shën Valentinit",,,,,,,,,,,,,,,,,,,n/a,,,,,NTP Labi,14.02.14,,,500.00,,,,,,,
,,6,1,4,7,0,"Furnizimi me material hidro-sanitar, bravarie dhe veglave të punës",,,,,,,,,,,,,,,,,,,n/a,,,,,NTP A*L,17.02.14,,,917.00,,,,,,,
,,7,1,4,7,0,Furnizimi dhe montimi i rezervoarit për ujë në objektin e ri të komunës - Arbëri,,,,,,,,,,,,,,,,,,,n/a,,,,,NN Zhvillimi,17.02.14,,,975.00,,,,,,,
,,8,2,4,7,0,Shenjëzimi i sallës së edukatës fizike në SHF Meto Bajraktari - Prishtinë,,,,,,,,,,,,,,,,,,,n/a,,,,,NN Global-ing,20.02.14,,,845.00,,,,,,,
,,9,1,4,7,0,Dizajni dhe shtypja e revistës për SHF Pjetër Bogdani - Prishtinë,,,,,,,,,,,,,,,,,,,n/a,,,,,NTG Blendi,20.02.14,,,250.00,,,,,,,
,,10,1,4,7,0,"Furnizimi me diktafona, aparata fotografik dhe paisje tjera",,,,,,,,,,,,,,,,,,,n/a,,,,,NTSH Europrinty,20.02.14,,,991.48,,,,,,,
,,11,1,4,7,0,"Furnizimi me farë tershëre për mbjellje, SHMB Abdyl Frashëri- Prishtinë",,,,,,,,,,,,,,,,,,,n/a,,,,,KB Agro-Kultura,03.03.14,,,448.00,,,,,,,
,,12,5,4,7,0,Sanimi i terracës në hyrjen për palë në objektin e komunës,,,,,,,,,,,,,,,,,,,n/a,,,,,NNSH Graniti,03.03.14,,,940.00,,,,,,,
,,13,1,4,7,0,Furnizimi dhe montimi i dollapëve për nevojat e asambleistëve komunal,,,,,,,,,,,,,,,,,,,n/a,,,,,SHPK Malësia,03.03.14,,,972.00,,,,,,,
,,14,1,4,7,0,Furnizimi me paisje teknike për Shërbimin teknik të Kabinetit,,,,,,,,,,,,,,,,,,,n/a,,,,,SHPK Sodex Group,05.03.14,,,646.00,,,,,,,
,,15,1,4,7,0,"Furnizimi me shtretër (joga), tavolinë dhe karrigë pune për BZ Prishtina 2",,,,,,,,,,,,,,,,,,,n/a,,,,,NTP Erëza,17.03.14,,,715.00,,,,,,,
,,16,1,4,7,0,Furnizimi dhe montimi i derës nga çelqi në objektin e ri komunal në Arbëri,,,,,,,,,,,,,,,,,,,n/a,,,,,NSH Alumin-Al,31.03.14,,,320.00,,,,,,,
,,17,1,4,7,0,Furnizimi me paisje teknike-bujqësore për SHMAT Abdyl Frashëri-Prishtinë,,,,,,,,,,,,,,,,,,,n/a,,,,,SHPK Automix,07.04.14,,,749.00,,,,,,,
,,18,1,4,7,0,Furnizimi me tonera Hp Cp 3525 Color,,,,,,,,,,,,,,,,,,,n/a,,,,,Ink Station,21.04.14,,,300.00,,,,,,,
,,19,1,4,7,0,Furnizimi me bateri për llavabo dhe toalet për SHMM Dr Ali Sokoli - Prishtinë,,,,,,,,,,,,,,,,,,,n/a,,,,,DPT Kroni,24.04.14,,,264.00,,,,,,,
,,20,1,4,7,0,Furnizimi me material shëndetësor - stomatologjik,,,,,,,,,,,,,,,,,,,n/a,,,,,NTSH Koslabor,06.05.14,,,980.00,,,,,,,
,,21,2,4,7,0,"Zërimi për koncertin, me rastin e vizitës së familjes Qerimi në Prishtinë",,,,,,,,,,,,,,,,,,,n/a,,,,,NSH AMC,12.05.14,,,500.00,,,,,,,
,,22,2,4,7,0,Zërimi me rastin e Ditës së Fëmijëve,,,,,,,,,,,,,,,,,,,n/a,,,,,NSH Vibraton,30.05.14,,,900.00,,,,,,,
,,23,1,4,7,0,"Furnizimi me ballona, me shkop mbajtës me dy ngjyra, me rastin e Ditës së Fëmijëve",,,,,,,,,,,,,,,,,,,n/a,,,,,Click - Group,30.05.14,,,900.00,,,,,,,
