Planifikuar,Buxheti,Numri prokurimit,Lloji i prokurimit,Vlera e prokurimit,Procedura e prokutimiy,Klasifikimi(2 shifrat e para te FPP),Titulli i aktivitetit te prokurimit,Data e inicimit të aktivitetit të prokurimit (data e pranimit të kërkesës),Data e aprovimit të deklaratës së nevojave dhe disponueshmërisë së mjeteve,Data e pranimit të specifikimit teknik (TOR),Data e publikimit të njoftimit për kontratë,Ankesat në autoritet,Ankesat në OSHP,Data e hapjes së ofertave,Nr. i OE që kanë shkarkuar dosjen e tenderit,Nr. i OE që kanë dorëzuar ofertat,Data e fillimit dhe përfundimit të vlersimit,Numri i ofertave të refuzuara,Data e aprovimit të Deklaratës së nevojave dhe disponueshmërisë së mjeteve - rikonfirmimi,Data e publikimit të njoftimit për dhënie të kontratës,Data e publikimit të anulimit të njoftimit,Letrat Standarde për OE,Ankesat në autoritet,Ankesat në OSHP,Vlera e parashikuar e kontratës,OE,Afati kohor për pranimin e tenderëve,Kriteret për dhënie të kontratës,Re-tenderimi,Statusi,Emri i OE të cilit i është dhënë kontrata,Data e nënshkrimit të kontratës,Afati për implementimin e kontratës,Data e mbylljes së kontratës,"Vlera totale e kontratës, duke përfshirë të gjitha taksat","Numri i përgjithshëm i situacioneve për pagesë, sipas kontratës",Shuma e zbritjes nga kontrata për shkaqe të ndalesave,Data e pagesës së situacionit të fundit,Shuma e pagesës së situacionit të fundit,Çmimi total i paguar për kontratën,Drejtoria,Emri i zyrtarit të prokurimit
,2,88,5,2,1,45,Punimet për vendosjen e hidranteve ne qytet,,,,,,,,,,,,,,,,,,"20,000.00",1,1,1,,,Infra Plus,22.07.11,,,"18,936.00",,,,,,,
,2,89,5,1,1,45,Ndertimi I shkolles Ekonomike ne Prishtinë,,,,,,,,,,,,,,,,,,"1,500,000.00",1,2,1,,,Rexha,22.07.11,,,"1,399,486.63",,,,,,,
,2,90,1,1,1,29,Furn. dhe montimi I pjesës për mirëmb.e ndriçimit publik-pje.e I-re - kornizë,,,,,,,,,,,,,,,,,,"50,000.00",1,2,1,,,Termomontimi,22.06.11,,,"2,605.60",,,,,,,
,2,90,1,1,1,29,Furn. dhe montimi I pjesës për mirëmb.e ndriçimit publik-pje.e II-te- kornizë,,,,,,,,,,,,,,,,,,"50,000.00",1,2,1,,,Monten,22.06.11,,,"1,885.00",,,,,,,
,2,92,2,2,1,72,Hartimi I projektit të deponisë për mbeturina te ngurta,,,,,,,,,,,,,,,,,,"10,000.00",1,1,2,,,En Group,02.09.11,,,"8,500.00",,,,,,,
,2,93,5,3,6,45,Ngjyrosja e disa zyreve te komunes - ish zyreve te katastrit,,,,,,,,,,,,,,,,,,"3,000.00",1,1,1,,,Krapi Com,14.06.11,,,"2,366.00",,,,,,,
,2,94,2,2,1,93,Sigurimi I automjeteve te Komunes,,,,,,,,,,,,,,,,,,"35,000.00",1,1,2,,,Siguria,08.07.11,,,"20,833.76",,,,,,,
,2,95,2,3,6,45,Gravirimi I shkronjave ne varrezat e deshmoreve,,,,,,,,,,,,,,,,,,"3,500.00",1,1,1,,,Daja Rrah,17.06.11,,,"2,938.00",,,,,,,
,2,96,2,3,5,93,Kontrolli sanitar I I.P,,,,,,,,,,,,,,,,,,"8,600.00",1,1,1,,,Instituti komb,25.05.11,,,,,,,,,,
,2,97,5,1,1,45,Ndertimi I rruges Ahmet Krasniqi,,,,,,,,,,,,,,,,,,"1,000,000.00",1,2,1,,,RSM,09.08.11,,,"986,957.34",,,,,,,
,2,99,5,1,1,45,Ndertimi I rruges Ekrem Rexha,,,,,,,,,,,,,,,,,,"850,000.00",1,2,1,,,Nente Vellezereit,15.07.11,,,"771,266.36",,,,,,,
,2,100,2,2,1,93,Sherbimet Hoteliere per Ditet e Shkollave - kornizë,,,,,,,,,,,,,,,,,,"100,000.00",1,1,2,,,Beni Dona Plast,05.08.11,,,,,,,,,,
,2,101,5,2,1,45,Ndertimi I shkolles ne fshatin Llajshec,,,,,,,,,,,,,,,,,,"160,000.00",1,1,1,,,Beni Construk,15.07.11,,,"119,156.28",,,,,,,
,2,102,5,2,1,45,Ndertimi I I kanalizimit ne rrugen H.Tafaj dhe rregullimi I platos te nd. Pastri,,,,,,,,,,,,,,,,,,"90,000.00",1,1,1,,,Ulpiana,03.08.11,,,"79,706.00",,,,,,,
,2,105,2,2,1,93,Sherbimet e pastrimit te objekteve te disa shkollave te Prisht. - kornizë,,,,,,,,,,,,,,,,,,"65,000.00",1,1,1,,,AB,26.09.11,,,"5,320.10",,,,,,,
,2,106,2,3,6,72,Hartimi I projektit per rregullimimn e jashtem te shkolles Xh. Doda,,,,,,,,,,,,,,,,,,"8,500.00",1,1,1,,,Eup Enginier,15.06.11,,,"8,100.00",,,,,,,
,2,107,5,2,1,45,Gelqerosja e disa shkollave te komunes se Prishtines - pjesa e I-rë,,,,,,,,,,,,,,,,,,"100,000.00",1,1,1,,,Zhvillimi,01.07.11,,,"83,171.00",,,,,,,
,2,107,5,2,1,45,Gelqerosja e disa shkollave te komunes se Prishtines - pjesa e II-të,,,,,,,,,,,,,,,,,,"100,000.00",1,1,1,,,Olti trasing,01.07.11,,,"85,381.00",,,,,,,
,2,108,2,3,6,93,Servisimi i automjeteve Reno te Komunes,,,,,,,,,,,,,,,,,,"10,000.00",1,1,1,,,Renault Centr,17.06.11,,,"10,000.00",,,,,,,
,2,109,5,1,1,45,Ndertimi I rruges B - faza e katert,,,,,,,,,,,,,,,,,,"1,250,000.00",1,2,1,,,Integral Milenium,08.08.11,,,"1,141,021.30",,,,,,,
,2,110,5,2,1,45,"Ndertimi I ndriq.publik ne parkun Dardania, Ulpiana dhe ne disa shkolla",,,,,,,,,,,,,,,,,,"75,000.00",1,1,1,,,Ndriqimi,08.08.11,,,"67,611.16",,,,,,,
,2,111,2,3,6,93,Dezinfektimi I objekteve te vershuara nga uji,,,,,,,,,,,,,,,,,,"10,000.00",1,1,1,,,Doctor Exterm,10.06.11,,,"10,000.00",,,,,,,
,2,112,1,3,6,15,Furnizimi me uje per testet e shkollave,,,,,,,,,,,,,,,,,,"2,000.00",1,1,1,,,Inter Eminex,03.06.11,,,"1,577.38",,,,,,,
,2,113,5,2,1,45,"Ndertimi I rrugeve Deshm.e Marecit, B.Shala dhe platos prapa rrug. R.Dol",,,,,,,,,,,,,,,,,,"150,000.00",1,1,1,,,Noti,11.07.11,,,"120,975.00",,,,,,,
,2,114,2,3,6,92,Realizimi I programit per Diten e Prishtines - pjesa teknike,,,,,,,,,,,,,,,,,,"10,000.00",1,1,1,,,ARC Kosova,10.06.11,,,"8,800.00",,,,,,,
,2,115,5,2,1,45,"Kryerja e punimeve elektrike, ujesjellesit dhe ventilimit ne garazhat e zjarr.",,,,,,,,,,,,,,,,,,"15,000.00",1,2,1,,,Brezi Kufitar,25.07.11,,,"10,810.42",,,,,,,
,2,116,2,3,6,92,Realizimi I programit per Diten e Prishtines - pjesa artistike,,,,,,,,,,,,,,,,,,"10,000.00",1,1,1,,,Okteti,10.06.11,,,"8,600.00",,,,,,,
,2,117,5,2,1,45,Fasadimi I objektit te vjeter te Komunes,,,,,,,,,,,,,,,,,,"160,000.00",1,1,1,,,Beni Construction,02.08.11,,,"143,588.75",,,,,,,
,2,118,2,3,6,72,Hartimi I projektit për aneksin e shkolles Emin Duraku,,,,,,,,,,,,,,,,,,"10,000.00",1,1,1,,,A Design,18.08.11,,,"9,772.00",,,,,,,
,2,120,1,2,1,1,Furnizimi me makina mjelese,,,,,,,,,,,,,,,,,,"40,000.00",1,1,1,,,Agro Internacional,05.08.11,,,"39,840.00",,,,,,,
,2,121,5,2,1,45,"Asfaltimi I rrugeve ne Tenezhdoll, vranidoll dhe Bardhosh",,,,,,,,,,,,,,,,,,"400,000.00",1,1,1,,,Nente Vellezereit,12.08.11,,,"343,264.50",,,,,,,
,2,122,5,2,5,45,Fasadimi pune shtese,,,,,,,,,,,,,,,,,,"10,778.40",1,1,1,,,Beni Construction,27.06.11,,,,,,,,,,
,2,123,5,2,1,45,Ndertimi I rrugeve dha kanalizimeve ne Hajvali,,,,,,,,,,,,,,,,,,"290,000.00",1,1,1,,,Gerlica comp,25.08.11,,,"269,804.90",,,,,,,
,2,124,5,2,1,45,Ndertimi I rrugeve ne fshatin Barileve,,,,,,,,,,,,,,,,,,"245,000.00",1,1,1,,,Belvedere,17.08.11,,,"224,004.40",,,,,,,
,2,125,5,2,1,45,Ndertimi I rrugeve dhe kanalizimeve ne Prugovc,,,,,,,,,,,,,,,,,,"198,000.00",1,1,1,,,Eskavatori,10.08.11,,,"161,553.05",,,,,,,
,2,126,5,2,1,45,Asfaltimi I rruges ne Keqekollë - lagja Kaqot,,,,,,,,,,,,,,,,,,"260,000.00",1,1,1,,,Beni Com,11.08.11,,,"244,239.05",,,,,,,
,2,127,1,1,1,36,Furnizimi me inventar për shkolladhe institucione Parashkollore,,,,,,,,,,,,,,,,,,"150,000.00",1,2,1,,,Metali,24.08.11,,,"139,816.00",,,,,,,
,2,128,2,3,6,93,Sherbimet për kontrollimin teknik të automjeteve te komunës,,,,,,,,,,,,,,,,,,"10,000.00",1,1,1,,,Reforma,01.07.11,,,,,,,,,,
,2,129,5,2,1,45,Rekonst.i kulmeve dhe disa ren. tjera ne shkollat e Prishtines - pjesa e I-rë,,,,,,,,,,,,,,,,,,"140,000.00",1,1,1,,,Zhvillimi,03.08.11,,,"128,028.00",,,,,,,
,2,129,5,2,1,45,Rekonst.i kulmeve dhe disa ren. tjera ne shkollat e Prishtines - pjesa e II-të,,,,,,,,,,,,,,,,,,"55,000.00",1,1,1,,,Daja Rrah,03.08.11,,,"52,301.00",,,,,,,
,2,130,5,2,1,45,Ndertimi I sallës te ed.fizike te gjimnazi Xh. Doda,,,,,,,,,,,,,,,,,,"190,000.00",1,1,1,,,Valoni,09.09.11,,,"182,314.40",,,,,,,
,2,131,2,3,6,92,Organizimi I manifestimit për Ditën e Amerkikes,,,,,,,,,,,,,,,,,,"6,000.00",1,1,1,,,Almiri As,01.07.11,,,"5,360.00",,,,,,,
