Planifikuar,Buxheti,Numri prokurimit,Lloji i prokurimit,Vlera e prokurimit,Procedura e prokutimiy,Klasifikimi(2 shifrat e para te FPP),Titulli i aktivitetit te prokurimit,Data e inicimit të aktivitetit të prokurimit (data e pranimit të kërkesës),Data e aprovimit të deklaratës së nevojave dhe disponueshmërisë së mjeteve,Data e pranimit të specifikimit teknik (TOR),Data e publikimit të njoftimit për kontratë,Ankesat në autoritet,Ankesat në OSHP,Data e hapjes së ofertave,Nr. i OE që kanë shkarkuar dosjen e tenderit,Nr. i OE që kanë dorëzuar ofertat,Data e fillimit dhe përfundimit të vlersimit,Numri i ofertave të refuzuara,Data e aprovimit të Deklaratës së nevojave dhe disponueshmërisë së mjeteve - rikonfirmimi,Data e publikimit të njoftimit për dhënie të kontratës,Data e publikimit të anulimit të njoftimit,Letrat Standarde për OE,Ankesat në autoritet,Ankesat në OSHP,Vlera e parashikuar e kontratës,OE,Afati kohor për pranimin e tenderëve,Kriteret për dhënie të kontratës,Re-tenderimi,Statusi,Emri i OE të cilit i është dhënë kontrata,Data e nënshkrimit të kontratës,Afati për implementimin e kontratës,Data e mbylljes së kontratës,"Vlera totale e kontratës, duke përfshirë të gjitha taksat","Numri i përgjithshëm i situacioneve për pagesë, sipas kontratës",Shuma e zbritjes nga kontrata për shkaqe të ndalesave,Data e pagesës së situacionit të fundit,Shuma e pagesës së situacionit të fundit,Çmimi total i paguar për kontratën,Drejtoria,Emri i zyrtarit të prokurimit
,1+2,200,5,2,1,45,"Rehabilitimi  ,planifikimi dhe stabilizimi I dheut  nga rreshqitja",,,,,,,,,,,,,,,,,,"340,154.52",n/a,,,,,ledi inge,19.10.15,,,"163,723.64",,,,,,,
,1+2,201,5,2,1,45,Ndertimi dhe modernizimi I semaforeve ne  Prishtinë për vitin 2015,,,,,,,,,,,,,,,,,,"120,000.00",n/a,,,,,eko invest,22.10.15,,,"119,815.00",,,,,,,
,1,202,1,2,1,21,Furnizimi I Biblotekës së qytetit Hivzi Sylejmanime tituj  te rinjë me libra ,,,,,,,,,,,,,,,,,,"50,000.00",n/a,,,,,Artini”,26.10.15,,,"49,442.00",,,,,,,
,1,203,1,3,6,28,Furnizim me mjete didaktike per qerdhet Ngjyrat -Hajvali dhe Besi,,,,,,,,,,,,,,,,,,"6,000.00",n/a,,,,,Xhad,11.09.15,,,"5,120.00",,,,,,,
,1,204,1,1,1,36,Furnizimi me qumësht për nxënësit e shkollave – niveli i ulët prej klasës se I–V ,,,,,,,,,,,,,,,,,,"200,000.00",n/a,,,,,devolli group,30.10.15,,,"448,371.00",,,,,,,
,1,205,1,3,6,15,Furnizimi me ushqim te fresket  dhe uje per aktivitetet e ndryshme nga DKA,,,,,,,,,,,,,,,,,,"5,100.00",n/a,,,,,Bina com,04.09.15,,,"5,000.00",,,,,,,
,1+2,206,5,2,1,45,Rregullimi I oborreve te disa shkollave te Komunes se Prishtines loto I,,,,,,,,,,,,,,,,,,"205,000.00",n/a,,,,,Global Ing,02.10.15,,,"138,598.52",,,,,,,
,1+2,,,,,0,Rregullimi I oborreve te disa shkollave te Komunes se Prishtines loto II,,,,,,,,,,,,,,,,,,,n/a,,,,,Zhvillimi,02.10.15,,,"81,850.00",,,,,,,
,1,208,2,3,6,92,Organizimi I edicionit të 15 të festivalit Ylberi I Prishtinës-pjesa teknike,,,,,,,,,,,,,,,,,,"10,000.00",n/a,,,,,Qendra Art”,09.09.15,,,"9,776.00",,,,,,,
,1,209,2,3,6,92,Organizimi I edicionit të 15 të festivalit Ylberi I Prishtinës-pjesa astistike,,,,,,,,,,,,,,,,,,"10,000.00",n/a,,,,,Light Prodution ,09.09.15,,,"9,723.80",,,,,,,
,1,210,2,2,1,93,Fushata informuese per tatim ne pronen e paluajtshme,,,,,,,,,,,,,,,,,,"72,000.00",n/a,,,,,Republika,08.12.15,,,"70,991.28",,,,,,,
,1+2,214,2,3,6,74,Revidimi I projektit kryesor Enver Maloku,,,,,,,,,,,,,,,,,,"6,000.00",n/a,,,,,smart project,13.10.15,,,"5,500.00",,,,,,,
,1+2,215,5,2,1,45,"Zhvendosja e Rrjetit kryesor furnizues te Batllavës ,te gypave 600mm",,,,,,,,,,,,,,,,,,"202,170.00",n/a,,,,,Alfa -i,02.11.15,,,"158,017.00",,,,,,,
,1+2,216,5,2,1,45,Ndertimi I rruges paralele me rrugen B,,,,,,,,,,,,,,,,,,"403,152.98",n/a,,,,,Beni Construction,03.11.15,,,"279,939.59",,,,,,,
,1+2,217,5,2,1,45,Ndërtimi I disa rrugëve me kubza betoni ne lagjen Mati,,,,,,,,,,,,,,,,,,"493,245.48",n/a,,,,,Pro&Co Grup&Vz,10.12.15,,,"396,508.42",,,,,,,
,1+2,218,1,2,1,1,Furnizimi me drunje dekorativ ,,,,,,,,,,,,,,,,,,"76,000.00",n/a,,,,,las pallmas,20.11.15,,,"60,350.00",,,,,,,
,1+2,219,5,2,1,45,Ndërtimi I pjerrinave në qytetin e Prishtinë,,,,,,,,,,,,,,,,,,"35,495.12",n/a,,,,,Brezi Kufitar,08.12.15,,,"24,559.21",,,,,,,
,1+2,220,1,3,6,30,Furnizim me aparat profesional per nevojat e zyres  per media,,,,,,,,,,,,,,,,,,"6,000.00",n/a,,,,,proinfo systems,07.10.15,,,"3,390.00",,,,,,,
,1,224,2,3,6,92,Organizimi i festivalit te kukllave-akomodimi dhe transporti i pjesemarrsve,,,,,,,,,,,,,,,,,,"10,000.00",n/a,,,,,Light design,23.09.15,,,"9,825.00",,,,,,,
,1,225,2,2,1,90,Mirembajtja dimrore e rrugeve dhe trotuareve ne qytetin e Prishtines ,,,,,,,,,,,,,,,,,,"550,000.00",n/a,,,,,Dardania,17.11.15,,,"76,128.69",,,,,,,
,1,225,2,2,1,90,Mirembajtja dimrore e rrugeve dhe trotuareve ne qytetin e Prishtines ,,,,,,,,,,,,,,,,,,,n/a,,,,,Toifor,17.11.15,,,"91,747.12",,,,,,,
,1,225,2,2,1,90,Mirembajtja dimrore e rrugeve dhe trotuareve ne qytetin e Prishtines ,,,,,,,,,,,,,,,,,,,n/a,,,,,VZ company,17.11.15,,,"108,068.64",,,,,,,
,1,225,2,2,1,90,Mirembajtja dimrore e rrugeve dhe trotuareve ne qytetin e Prishtines ,,,,,,,,,,,,,,,,,,,n/a,,,,,Ve mor,17.11.15,,,"66,486.22",,,,,,,
,1,225,2,2,1,90,Mirembajtja dimrore e rrugeve dhe trotuareve ne qytetin e Prishtines ,,,,,,,,,,,,,,,,,,,n/a,,,,,Pastrimi,17.11.15,,,"103,204.10",,,,,,,
,1,225,2,2,1,90,Mirembajtja dimrore e rrugeve dhe trotuareve ne qytetin e Prishtines ,,,,,,,,,,,,,,,,,,,n/a,,,,,Niti&Ledi Ing,17.11.15,,,"95,827.31",,,,,,,
,1,226,1,3,6,36,Furnizimi me paisje dhe materiale per mirembajtje te objekteve Komunale,,,,,,,,,,,,,,,,,,"10,000.00",n/a,,,,,Altrade,01.12.15,,,"9,955.67",,,,,,,
,1+2,228,5,2,1,45,Ndertimi I dy kendeve te lodrave,,,,,,,,,,,,,,,,,,"85,000.00",n/a,,,,,AR ING&Kema,01.01.15,,,"79,749.46",,,,,,,
,1,229,5,3,6,45,Rregullimi I oborrit te shkolles fillore Hilmi Rakovica,,,,,,,,,,,,,,,,,,"8,000.00",n/a,,,,,BREZI Kufitar,19.10.15,,,"7,402.50",,,,,,,
,1,230,1,2,1,28,Furnizimi me invertar per institucionet arsimore,,,,,,,,,,,,,,,,,,"40,000.00",n/a,,,,,G.G. Design,03.11.15,,,"39,600.00",,,,,,,
,1+2,231,5,2,1,45,Mirëmbajtja dimrore e rrugëve rurale - pjesa e pare ,,,,,,,,,,,,,,,,,,"300,000.00",n/a,,,,,VZ company,17.11.15,,,"108,610.36",,,,,,,
,1+2,232,1,1,1,33,Furnizimi me material stomatologjik per nevojat e sherb. Stomat. te QKMF,,,,,,,,,,,,,,,,,,"240,000.00",n/a,,,,,Koslabor,14.12.15,,,"257,497.80",,,,,,,
,1+2,233,5,2,1,45,Renovimi I Dispanzerit te mushkerive dhe I ambulancave shendetesore,,,,,,,,,,,,,,,,,,"100,000.00",n/a,,,,,Tribuna,21.12.15,,,,,,,,,,
,1+2,234,1,1,1,36,Furnizimi me  artikuj  ushqimor per nevojat e kuzhines  se  I-P,,,,,,,,,,,,,,,,,,"200,000.00",n/a,,,,,Hajdini Commerc,11.01.16,,,"190,000.00",,,,,,,
,1+2,235,5,2,1,45,Renovime në objektin e Qendrës së Mjekësisë Urgjente në Prishtinë,,,,,,,,,,,,,,,,,,"70,000.00",n/a,,,,,AREA,08.12.15,,,"42,437.62",,,,,,,
,1+2,237,5,2,1,45,"Ndertimi  I infrastruktures  ne rrugen  Hysen Terpeza dhe krahet e saj ,ne lagjen Veternik",,,,,,,,,,,,,,,,,,"498,876.90",n/a,,,,,Gerlica Comp,23.11.15,,,"317,005.30",,,,,,,
,1+2,238,5,2,1,45,Ndërtimi I infrastrukturës në Sofali dhe kanalizimi fekal në fsh. Besi,,,,,,,,,,,,,,,,,,"185,845.88",n/a,,,,,Ulpiana”,23.11.15,,,"140,088.95",,,,,,,
,1+2,239,5,2,1,45,"Rindertimi I disa kraheve te rrugeveShaban Shala,Xhevat Begolli,Ibrahim Kelmendi,Rexhep Kabashi,Asllan Pireva,William Shekspir dhe gjon Serreqi",,,,,,,,,,,,,,,,,,"471,102.09",n/a,,,,,Kema Company,16.12.15,,,"300,185.58",,,,,,,
,1+2,240,1,3,6,28,Furnizimi I shkollave me televizor,,,,,,,,,,,,,,,,,,"9,000.00",n/a,,,,,F.M. Grup,10.11.15,,,"8,750.00",,,,,,,
,1,241,2,3,6,93,Sigurimi I automjeteve te komunes ,,,,,,,,,,,,,,,,,,"10,000.00",n/a,,,,,kosova e re,12.06.15,,,"10,000.00",,,,,,,
,1,242,1,2,1,28,Furnizimi me shporta te vogla te mbeturinave për objektet shkollore,,,,,,,,,,,,,,,,,,"47,000.00",n/a,,,,,Daqa ,17.12.15,,,"46,400.00",,,,,,,
,1+2,244,5,2,5,45,"Ndertimi I kanalizimit fekal ne fshatrat Llumnic,Barilev-pun shtes",,,,,,,,,,,,,,,,,,"3,619.70",n/a,,,,,Muratori,19.10.15,,,"3,619.70",,,,,,,
,1,245,1,3,6,30,Furnizimi dhe instalimi I kamerave  ne objektin e Inspekcionit  dhe Arkivit ,,,,,,,,,,,,,,,,,,"9,000.00",n/a,,,,,MF Systems,17.11.15,,,"8,862.00",,,,,,,
,1+2,247,5,2,1,45,Renovimi dhe adaptimi I QMF- Tophane-ish objekti I Gjykates Qarkut,,,,,,,,,,,,,,,,,,"130,000.00",n/a,,,,,Tribune,25.11.15,,,"47,942.50",,,,,,,
,1,248,1,2,1,30,Furnizimi me shtepiza për tregun dimror,,,,,,,,,,,,,,,,,,"40,000.00",n/a,,,,,GA Consulting&Proco Grup,11.12.15,,,"39,840.00",,,,,,,
,1,249,1,2,1,28,Furn.dhe Dekorimi me bredha I sheshit Z.Pajaziti-N.Tereze dhe I.Rugova ,,,,,,,,,,,,,,,,,,"20,000.00",n/a,,,,,link media plus,15.12.15,,,"18,360.00",,,,,,,
,1,249,1,2,1,28,Furn.dhe Dekorimi me bredha I sheshit Z.Pajaziti-N.Tereze dhe I.Rugova ,,,,,,,,,,,,,,,,,,"50,000.00",n/a,,,,,link media plus,15.12.15,,,"48,728.00",,,,,,,
,1,251,1,2,1,18,Furnizimi me veshmbathje mjekesore per stafin mjekesor te QKMF-se,,,,,,,,,,,,,,,,,,"20,000.00",n/a,,,,,Arta tex,17.12.15,,,"17,900.20",,,,,,,
,1+2,253,5,2,1,45,Ndërtimi I disa rrugëve lidhëse me rrugën për Gazimistan,,,,,,,,,,,,,,,,,,"264,291.73",n/a,,,,,Sopi,21.12.15,,,"192,395.70",,,,,,,
,1+2,254,1,3,6,36,Furnizimi me glykol per objektin e ri komunal dhe instit. tjera komunale,,,,,,,,,,,,,,,,,,"10,000.00",n/a,,,,,termoinginierin,09.11.15,,,"8,850.00",,,,,,,
,1,255,1,3,6,36,Furnizimi dhe montimi I gypave te ujësjellsit në rr.Preandori Justinjan,,,,,,,,,,,,,,,,,,"9,980.00",n/a,,,,,Eing Com,16.11.15,,,"9,770.00",,,,,,,
,1+2,256,5,2,1,45,Ndertimi I infrastruktures ne rrugen Trepqa,,,,,,,,,,,,,,,,,,"282,799.20",n/a,,,,,Gashi Ing,21.12.15,,,"184,272.40",,,,,,,
,1+2,257,2,3,6,93,Fushatë vedisuese për ruajtjen e mjedisit,,,,,,,,,,,,,,,,,,"2,500.00",n/a,,,,,Eko Mjedisi,16.11.15,,,"2,490.00",,,,,,,
,1+2,258,5,2,5,45,Ndertimi I Bulevardit mbi kurriz,,,,,,,,,,,,,,,,,,"97,588.62",n/a,,,,,rexha,12.11.15,,,"97,588.62",,,,,,,
,1+2,259,2,3,6,92,Organizimi I manifestimit per festen e flamurit 28 NENTORI,,,,,,,,,,,,,,,,,,"10,000.00",n/a,,,,,Light Production,26.11.15,,,"6,020.00",,,,,,,
,1+2,260,5,2,5,45,Ndertimi I rrugve lokale ne lagjen Sylaj-Busi Mramor,,,,,,,,,,,,,,,,,,"4,835.00",n/a,,,,,Veha Group,11.11.15,,,"4,835.00",,,,,,,
,1,265,2,2,1,60,Transporti I nxensve dhe arsimtareve ne viset rurale pjesa I,,,,,,,,,,,,,,,,,,"108,000.00",n/a,,,,,Sherif Vitija ,28.12.15,,,"7,200.00",,,,,,,
,1,265,2,2,1,60,Transporti I nxensve dhe arsimtareve ne viset rurale pjesa II,,,,,,,,,,,,,,,,,,,n/a,,,,,Simolli Tours,28.12.15,,,"14,220.00",,,,,,,
,1,265,2,2,1,60,Transporti I nxensve dhe arsimtareve ne viset rurale pjesa III,,,,,,,,,,,,,,,,,,,n/a,,,,,Ramadan kllokoqi,28.12.15,,,"10,620.00",,,,,,,
,1,265,2,2,1,60,Transporti I nxensve dhe arsimtareve ne viset rurale pjesa V,,,,,,,,,,,,,,,,,,,n/a,,,,,Minibus Enver Berish,06.01.15,,,"7,740.00",,,,,,,
,1,265,2,2,1,60,Transporti I nxensve dhe arsimtareve ne viset rurale pjesa VI,,,,,,,,,,,,,,,,,,,n/a,,,,,minibus Xhavit Osm,30.12.15,,,"9,900.00",,,,,,,
,1,265,2,2,1,60,Transporti I nxensve dhe arsimtareve ne viset rurale pjesa VIII,,,,,,,,,,,,,,,,,,,n/a,,,,,Hani Trans,30.12.15,,,"6,030.00",,,,,,,
,1,265,2,2,1,60,Transporti I nxensve dhe arsimtareve ne viset rurale pjesa X,,,,,,,,,,,,,,,,,,,n/a,,,,,Blerim Rexha,31.12.15,,,"11,610.00",,,,,,,
,1,266,1,2,1,29,Funksionalizimi I Qendres për këshillim me paisje të teknologjis,,,,,,,,,,,,,,,,,,"19,180.00",n/a,,,,,Com trade,13.01.15,,,"20,561.00",,,,,,,
,1,267,1,2,1,28,Furnizimi me mobilje për qendrën e Karierës,,,,,,,,,,,,,,,,,,"14,933.00",n/a,,,,,Mali-i”,28.12.15,,,"7,535.00",,,,,,,
,1,270,1,3,6,14,Furnizimi dhe montimi I materialit per ndertimin e kanalit ne rr Naser Hajrizi,,,,,,,,,,,,,,,,,,"10,000.00",n/a,,,,,Risa mont ,22.12.15,,,"9,549.80",,,,,,,
,1,271,1,3,6,36,Furnizimi  dhe montimi I ashensorit per personat me aftesi te kufizuar ne Qkm,,,,,,,,,,,,,,,,,,"9,000.00",n/a,,,,,Ejona  ,11.12.15,,,"8,887.50",,,,,,,
,1,272,5,3,6,45,Kycja  e objektit  te  Inspekcionit  ne rrjet te kanalizimit  ekzistues,,,,,,,,,,,,,,,,,,"4,295.00",n/a,,,,,Engroup,22.12.15,,,"4,580.00",,,,,,,
,1+2,274,2,3,6,93,Kryerja e sherbimeve mediale per Komunen e Prishtines,,,,,,,,,,,,,,,,,,"9,000.00",n/a,,,,,Kosova Pres ,23.12.15,,,"8,940.00",,,,,,,
,1,278,5,3,6,45,Zhvendosja e kabllove te tensionit 10kv ne fshatin Barileve,,,,,,,,,,,,,,,,,,"9,546.43",n/a,,,,,Sopi ,21.12.15,,,"9,433.60",,,,,,,
,1,280,1,3,6,28,Furn.dhe mont. I paj.per funksionalizimin  e ngr.qend. ne sh.f. Avni Rrustemi,,,,,,,,,,,,,,,,,,"10,000.00",n/a,,,,,Termo Enginiering,06.01.16,,,"9,362.00",,,,,,,
,1+2,282,4,3,6,74,Modifikimet e projektit per çerdhen e femijeve ne Kodren e Trimave,,,,,,,,,,,,,,,,,,"4,900.00",n/a,,,,,Smart Project,28.12.15,,,"4,900.00",,,,,,,
,1+2,287,5,2,5,45,Ndërtimi I sallës së Edukates fizike ne shkollen Shkendija në Hajvali,,,,,,,,,,,,,,,,,,"11,957.98",n/a,,,,,,01.01.15,,,,,,,,,,
,,15,1,1,4,7,Furnizimi me orë dore ,,,,,,,,,,,,,,,,,,,n/a,,,,,NTP Ora,12.01.15,,,900.00,,,,,,,
,,15,2,1,4,7,Furnizimi me material elektrik ,,,,,,,,,,,,,,,,,,,n/a,,,,,NTP El-Nazi ,12.01.15,,,954.68,,,,,,,
,,15,3,1,4,7,Demolimi dhe montimi i motorit hidraulik për dyer nga çelqi  ,,,,,,,,,,,,,,,,,,,n/a,,,,,NSH Alumini ,05.01.15,,,180.00,,,,,,,
,,15,4,1,4,7,Furnizimi me farë dhe material tjetër shpenzues për kultivimin e perimeve në sera ,,,,,,,,,,,,,,,,,,,n/a,,,,,NTP AgroPharma,13.02.15,,,969.00,,,,,,,
,,15,5,1,4,7,Furnizimi me tabela shkrimi-shkollore për gjimnazim Sami Frashëri ,,,,,,,,,,,,,,,,,,,n/a,,,,,NTG Blendi ,13.02.15,,,980.00,,,,,,,
,,15,4,2,4,7,Rregull.i energj. elekt.në orman dhe pjesë tjera të ngrohjes qendr.SHF F.Konica,,,,,,,,,,,,,,,,,,,n/a,,,,,MVR Elektromontues,13.02.15,,,784.50,,,,,,,
,,15,4,1,4,7,Furnizimi dhe montimi i kamerave në objektin e QKF - Gërmi ,,,,,,,,,,,,,,,,,,,n/a,,,,,Professional Alarm ,13.02.15,,,931.48,,,,,,,
,,15,,1,4,7,"Mirëmbajtja e rrjetit dhe centralit telefonik, mars-dhjetor 2015",,,,,,,,,,,,,,,,,,,n/a,,,,,DPZ Phone TE COM ,13.02.15,,,850.00,,,,,,,
,,15,,1,4,7,Furnizimi me trenerka për KB Prishtina - femrat ,,,,,,,,,,,,,,,,,,,n/a,,,,,SHPK Sport Depo ,02.03.15,,,885.00,,,,,,,
,,15,,1,4,7,Fuirnizimi me paisje pune: helmeta te bardhe dhe çizme gome ,,,,,,,,,,,,,,,,,,,n/a,,,,,SHPK Al Trade ,04.03.15,,,348.00,,,,,,,
,,15,,1,4,7,Furnizimi me artikuj higjeniko-sanitar për nxënësit e komunitetit RAE,,,,,,,,,,,,,,,,,,,n/a,,,,,SHPK Viva ,04.03.15,,,998.97,,,,,,,
,,15,,1,4,7,Furnizimi me material didaktik për SHMAT Abdyl Frashëri,,,,,,,,,,,,,,,,,,,n/a,,,,,NTG Blendi ,09.03.15,,,984.00,,,,,,,
,,15,,2,4,7,"Dizajni, shtypja e revistës, me rastin e 30 vjetorit të themelimit SHMU Dardania ",,,,,,,,,,,,,,,,,,,n/a,,,,,NTSH Teknika ,09.03.15,,,980.00,,,,,,,
,,15,,1,4,7,"Furniz.me aparaturë elektr.,projektor, llaptop dhe fotoaparat për SHMATA.Frasheri",,,,,,,,,,,,,,,,,,,n/a,,,,,SHPK Axa ,13.03.15,,,965.00,,,,,,,
,,15,,1,4,7,Furnizimi me tavolinë dhe karrika për Drejtoratin e Arsimit ,,,,,,,,,,,,,,,,,,,n/a,,,,,SHPK Lesna ,13.03.15,,,839.00,,,,,,,
,,15,,1,4,7,Furnizimi me lule me rastin e 8 Marsit ,,,,,,,,,,,,,,,,,,,n/a,,,,,NTP Labi ,16.03.15,,,260.00,,,,,,,
,,15,,1,4,7,"Furnizimi me monitora TOUCH SCREEN LED 21,5 INCH ",,,,,,,,,,,,,,,,,,,n/a,,,,,SHPK Media-Market,17.03.15,,,885.00,,,,,,,
,,15,,1,4,7,Furnizimi me rollne termike fiskale 58/30,,,,,,,,,,,,,,,,,,,n/a,,,,,NTSH Enternet ,23.03.15,,,900.00,,,,,,,
,,15,,1,4,7,Furnizimi me material higjeniko-sanitar për Sektorin e Bashkësive Lokale ,,,,,,,,,,,,,,,,,,,n/a,,,,,Beni Dona-Plast ,01.04.15,,,800.75,,,,,,,
,,15,,1,4,7,Servisimi i kompjuterëve dhe llaptopëve - donacion nga ZRE-ja ,,,,,,,,,,,,,,,,,,,n/a,,,,,NTSH Info Print,01.04.15,,,998.00,,,,,,,
,,15,,1,4,7,Furnizimi me pajisje për Drejtoratin e Inspekcionit ,,,,,,,,,,,,,,,,,,,n/a,,,,,SHPK Al-Trade ,08.04.15,,,999.75,,,,,,,
,,15,,1,4,7,Furnizimi dhe montimi i rrjetave në dritare ,,,,,,,,,,,,,,,,,,,n/a,,,,,NNSH Graniti-Mont ,08.04.15,,,950.00,,,,,,,
,,15,,1,4,7,Furnizimi me makinë për tharjen e rrobave për Brigadën e Zjarrëfikësve ,,,,,,,,,,,,,,,,,,,n/a,,,,,NTP Euroline ,08.04.15,,,339.00,,,,,,,
,,15,,1,4,7,Furnizimi me farë Jongje dhe farë bari i përzier për SHMAT Abdyl Frashëri ,,,,,,,,,,,,,,,,,,,n/a,,,,,NTSHAgrokultura ,20.04.15,,,898.94,,,,,,,
,,15,,1,4,7,Furnizimi me leter A-0 - rollne ,,,,,,,,,,,,,,,,,,,n/a,,,,,SHPK Europrinty ,30.04.15,,,645.00,,,,,,,
,,15,,1,4,7,Trans. i nxënësve të SHF Xh.Mustafa në relac.PR-TR-DR dhe anasjelltas me akom.,,,,,,,,,,,,,,,,,,,n/a,,,,,NTP D i t a ,30.04.15,,,985.00,,,,,,,
,,15,,1,4,7,Aplikacion softverik për monitorimin e taksave të bizneseve ,,,,,,,,,,,,,,,,,,,n/a,,,,,Ati-Kos ,30.04.15,,,870.00,,,,,,,
,,15,,1,4,7,"Furniz. me pajisje për fotokopjim, skanim dhe printim për SHMAT A. Frashëri ",,,,,,,,,,,,,,,,,,,n/a,,,,,NTSH Rikon ,04.05.15,,,790.00,,,,,,,
,,15,,1,4,7,Shtypi i revistës për SHFMU Faik Konica - Prishtinë ,,,,,,,,,,,,,,,,,,,n/a,,,,,NTG Blendi ,04.05.15,,,522.00,,,,,,,
,,15,,2,4,7,Trans. i nxënësve dhe arsimtarëve në relacionin Prishtinë-Koliq dhe anasjelltas ,,,,,,,,,,,,,,,,,,,n/a,,,,,Minibus Musli Ahmeti ,06.05.15,,,930.00,,,,,,,
,,15,,2,4,7,Trans.i nxënësve dhe arsimt. në relac.PR-Prapash.-Balaj-Hajkob.Gllogov.anasjelltas ,,,,,,,,,,,,,,,,,,,n/a,,,,,NT Simolli Tours,06.05.15,,,994.00,,,,,,,
,,15,,2,4,7,Trans.i nxënësve dhe arsimtarëve në relacionin PR.-Slivovë - Viti - Bullaj  ,,,,,,,,,,,,,,,,,,,n/a,,,,,Minibus-Sherif Vitija,06.05.15,,,960.00,,,,,,,
,,15,,1,4,7,Furniz. me paisje dhe material për mekanizimin bujqësor në ekonominë e shkollës ,,,,,,,,,,,,,,,,,,,n/a,,,,,SHPK Automix ,14.05.15,,,432.50,,,,,,,
,,15,,1,4,7,Furnizimi me flamuj ,,,,,,,,,,,,,,,,,,,n/a,,,,,NTG Blendi ,20.05.15,,,252.00,,,,,,,
,,15,,1,4,7,"Furniz.me ujë 0,5 lit. me rastin e Testit të Arritshmërisë për nxënës-11 shkolla ",,,,,,,,,,,,,,,,,,,n/a,,,,,SHPK Ujë Rugove ,22.05.15,,,716.30,,,,,,,
,,15,,2,4,7,Pastrimi i objektit të kuzhinës në Gërmi ,,,,,,,,,,,,,,,,,,,n/a,,,,,NPSH Top Service ,26.05.15,,,322.20,,,,,,,
,,15,,2,4,7,"Bartja,montimi dhe zërimi me rastin e Ditës së Fëmijëve 1 Qershor ",,,,,,,,,,,,,,,,,,,n/a,,,,,NTSH Toni ,29.05.15,,,900.00,,,,,,,
,,15,,1,4,7,Furnizim emergjent me material shpenzues për laboratorin e QKMF-së ,,,,,,,,,,,,,,,,,,,n/a,,,,,NTSH Atom-Med ,03.06.15,,,840.00,,,,,,,
,,15,,1,4,7,"Furnizimi me ujë pa gas 0,5 lit. me rastin e Testit të Maturës ",,,,,,,,,,,,,,,,,,,n/a,,,,,SHPKUjë Rugove ,04.06.15,,,809.40,,,,,,,
,,15,,2,4,7,Transporti i administratorëve për Testin e Maturës Shtetërore,,,,,,,,,,,,,,,,,,,n/a,,,,,Sharr Travel ,04.06.15,,,980.00,,,,,,,
,,15,,2,4,7,"Demolimi , montimi i derës nga qelqi me foli siguruese dhe kornizë alumini ",,,,,,,,,,,,,,,,,,,n/a,,,,,NNKonstruktori-Ing ,05.06.15,,,250.00,,,,,,,
,,15,,1,4,7,Furnizimi me material elektrik ,,,,,,,,,,,,,,,,,,,n/a,,,,,NTP Pajta ,09.06.15,,,867.49,,,,,,,
,,15,,1,4,7,Furnizimi dhe montimi i Pllakës së granitit natyral ,,,,,,,,,,,,,,,,,,,n/a,,,,,MG Kosova ,09.06.15,,,980.00,,,,,,,
,,15,,1,4,7,Mveshja dhe teksti i pllakës të ish zyra e UÇK-së ,,,,,,,,,,,,,,,,,,,n/a,,,,,MG Noti ,11.06.15,,,980.00,,,,,,,
,,15,,1,4,7,Furnizimi me reklamë për SHMAT Abdyl Frashëri ,,,,,,,,,,,,,,,,,,,n/a,,,,,NTSH Emirek ,19.06.15,,,400.00,,,,,,,
,,15,,2,4,7,Dizanjimi i kampanjës për 21 Qershor- Festa e Muzikës,,,,,,,,,,,,,,,,,,,n/a,,,,,SHPK Prsolutions,19.06.15,,,925.00,,,,,,,
,,15,,1,4,7,"Punimi, dizajni i katalogut për shkollën SHMAT' Abdyl Frashëri' -Prishtinë ",,,,,,,,,,,,,,,,,,,n/a,,,,,NTG Venera,06.07.15,,,300.00,,,,,,,
,,15,,1,4,7,Furnizimi me Llaptop për SHMAT Abdyl Farshëri- Prishtinë ,,,,,,,,,,,,,,,,,,,n/a,,,,,SHPK PC Comp,06.07.15,,,350.00,,,,,,,
,,,,2,4,7,Pastrimi i tepisonëve dhe jashtëkëve,,,,,,,,,,,,,,,,,,,n/a,,,,,NTSH Shtëpiaku,10.07.15,,,307.00,,,,,,,
,,15,,1,4,7,Furnizimi me flamuj me dizajn për nevojat e Kabinetit te kryetarit,,,,,,,,,,,,,,,,,,,n/a,,,,,SHPK Finesë,10.07.15,,,600.00,,,,,,,
,,15,,1,4,7,"Furniz.me tavolina,buqeta lule dhe vazo te larta,dekorime për nev.e Kabinetit",,,,,,,,,,,,,,,,,,,n/a,,,,,NTP City Desing,10.07.15,,,500.00,,,,,,,
,,15,,1,4,7,Furnizimi me konstrukcione dhe perde për nevojat e Kabinetit të Kryetarit,,,,,,,,,,,,,,,,,,,n/a,,,,,NTP Lux Print,10.07.15,,,750.00,,,,,,,
,,15,,1,4,7,"Furnizimi me material hidro-sanita,bravari dhe vegla pune",,,,,,,,,,,,,,,,,,,n/a,,,,,NTP A&L,22.07.15,,,958.98,,,,,,,
,,15,,1,4,7,Furnizimi me sirena alarmuese dhe konventor per BPZ,,,,,,,,,,,,,,,,,,,n/a,,,,,NT Auto Dekor Buli,22.07.15,,,980.00,,,,,,,
