Planifikuar,Buxheti,Numri prokurimit,Lloji i prokurimit,Vlera e prokurimit,Procedura e prokutimiy,Klasifikimi(2 shifrat e para te FPP),Titulli i aktivitetit te prokurimit,Data e inicimit të aktivitetit të prokurimit (data e pranimit të kërkesës),Data e aprovimit të deklaratës së nevojave dhe disponueshmërisë së mjeteve,Data e pranimit të specifikimit teknik (TOR),Data e publikimit të njoftimit për kontratë,Ankesat në autoritet,Ankesat në OSHP,Data e hapjes së ofertave,Nr. i OE që kanë shkarkuar dosjen e tenderit,Nr. i OE që kanë dorëzuar ofertat,Data e fillimit dhe përfundimit të vlersimit,Numri i ofertave të refuzuara,Data e aprovimit të Deklaratës së nevojave dhe disponueshmërisë së mjeteve - rikonfirmimi,Data e publikimit të njoftimit për dhënie të kontratës,Data e publikimit të anulimit të njoftimit,Letrat Standarde për OE,Ankesat në autoritet,Ankesat në OSHP,Vlera e parashikuar e kontratës,OE,Afati kohor për pranimin e tenderëve,Kriteret për dhënie të kontratës,Re-tenderimi,Statusi,Emri i OE të cilit i është dhënë kontrata,Data e nënshkrimit të kontratës,Afati për implementimin e kontratës,Data e mbylljes së kontratës,"Vlera totale e kontratës, duke përfshirë të gjitha taksat","Numri i përgjithshëm i situacioneve për pagesë, sipas kontratës",Shuma e zbritjes nga kontrata për shkaqe të ndalesave,Data e pagesës së situacionit të fundit,Shuma e pagesës së situacionit të fundit,Çmimi total i paguar për kontratën,Drejtoria,Emri i zyrtarit të prokurimit
,1+2,70,5,2,1,45,Ndërtimi I rrugës në fshatin Koliq-lagja Bushovit ,,,,,,,,,,,,,,,,,,"317,149.45",n/a,,,,,Papenburg,19.06.15,,,"157,806.28",,,,,,,
,1+2,71,5,2,1,45,Ndert I rruges ne fshatin Koliq-Sheqiraj dhe nderti. I rruge.ne fsh.Grashtic ,,,,,,,,,,,,,,,,,,"397,768.40",n/a,,,,,Drini Comp,17.06.15,,,"248,022.44",,,,,,,
,1,72,5,2,1,93,Mirembajtja e ngrohjes qendrore ne shkolla dhe Institucione tjera komunale ,,,,,,,,,,,,,,,,,,"150,000.00",n/a,,,,,ka kontrate,07.10.15,,,"148,761.50",,,,,,,
,1+2,73,5,1,1,45,Ndertimi I rruges Mtiqan-Butovc-Kolovice,,,,,,,,,,,,,,,,,,"816,954.31",n/a,,,,,Sopi&Teknika,06.07.15,,,"486,367.86",,,,,,,
,1+2,74,5,2,1,45,Ndertimi I rruges Sharban -Koliq,,,,,,,,,,,,,,,,,,"422,793.46",n/a,,,,,Sopi&Teknika,08.07.15,,,"156,469.30",,,,,,,
,1,75,1,2,1,50,Furnizimi mr qumesht per puntoret e Komunes se Prishtines,,,,,,,,,,,,,,,,,,"92,600.00",n/a,,,,,Devolli,15.06.15,,,"22,568.62",,,,,,,
,1,76,1,2,1,36,Furnizimi me inventar per administraten komunale dhe Bashkesite Lokale ,,,,,,,,,,,,,,,,,,"80,000.00",n/a,,,,,Touwn &Palma,27.07.15,,,"59,600.00",,,,,,,
,1+2,77,5,2,1,45,"Ndërtimi I kanalizimit fekal në fshatrat Llumnicë,Barilevë",,,,,,,,,,,,,,,,,,"81,632.39",n/a,,,,,Muratori,16.06.15,,,"36,478.80",,,,,,,
,1+2,78,5,2,1,45,Ndertimi I rruges Barileve-Breznice,,,,,,,,,,,,,,,,,,"477,176.90",n/a,,,,,Sopi&Teknika,23.06.15,,,"290,303.60",,,,,,,
,1+2,79,5,2,1,45,Rikonstuimi dhe gelqerosjae Shkollave ,,,,,,,,,,,,,,,,,,"120,000.00",n/a,,,,,Tribune,13.07.15,,,"122,819.25",,,,,,,
,1+2,80,5,2,1,36,Zgjerimi I zerimit dhe votimit digjital  ne sallen e Kuvendit te Komunes ,,,,,,,,,,,,,,,,,,"23,000.00",n/a,,,,,Duka Alfa.A,17.06.15,,,"22,394.00",,,,,,,
,1+2,81,5,2,1,45,Sinjalizimi horizontal dhe vertikal ne rruget e Prishtines - pjesa e III- te ,,,,,,,,,,,,,,,,,,,n/a,,,,,Malsia,03.12.15,,,"26,885.00",,,,,,,
,1+2,82,5,2,1,45,Ndertimi I rrugeve lokale ne fshatin Hajkobille - Prishtine,,,,,,,,,,,,,,,,,,"458,562.85",n/a,,,,,Veha.G^Cliri ,30.06.15,,,"234,226.00",,,,,,,
,1+2,83,5,2,1,45,Ndertimi I  rruges prane  lumit Iber-Lepenc Bernice e poshtme,,,,,,,,,,,,,,,,,,"433,124.98",n/a,,,,,Eskavatori,01.07.15,,,"235,032.10",,,,,,,
,1+2,84,2,2,1,74,Projekti Inçjzimi gjeodeozik I hapsirave të përbashkta banesore,,,,,,,,,,,,,,,,,,"50,000.00",n/a,,,,,News&Geoarch,02.07.15,,,"50,000.00",,,,,,,
,1+2,85,5,2,1,45,Ndertimi I rrugeve lokale ne lagjen Sylaj Busi,,,,,,,,,,,,,,,,,,"122,482.23",n/a,,,,,Veha.G&Cliri ,14.07.15,,,"56,911.45",,,,,,,
,1,87,2,3,6,77,Organizimi me donacione  i udhëtimeve te arsimtareve ,,,,,,,,,,,,,,,,,,"6,000.00",n/a,,,,,Sharr travell,26.05.15,,,"5,600.00",,,,,,,
,1+2,88,5,2,1,45,mirembajtje  dhe riparimi I rrugeve rurale ,,,,,,,,,,,,,,,,,,"120,000.00",n/a,,,,,Dardania,06.07.15,,,"99,650.00",,,,,,,
,1+2,89,1,2,1,21,Furnizimi me libra per bibliotekat shkollore ,,,,,,,,,,,,,,,,,,"100,000.00",n/a,,,,,Berati ,27.08.15,,,"52,780.00",,,,,,,
,1+2,90,5,2,1,45,Ndertimi I rruges koliq keqekolle ,,,,,,,,,,,,,,,,,,"469,937.21",n/a,,,,,Ledi Ing,22.07.15,,,"254,166.25",,,,,,,
,1+2,91,1,2,1,31,Digjitalizimi I sherbimeve  furnizim me aparature e sistemit te integruar te menagjimit  te radhes,,,,,,,,,,,,,,,,,,"30,000.00",n/a,,,,,Tech Vision,29.06.15,,,"28,140.00",,,,,,,
,1+2,92,5,2,1,45,Ndertimi I rruges Hasan Remniku,,,,,,,,,,,,,,,,,,"313,428.12",n/a,,,,,Gashi ing,06.07.15,,,"186,929.08",,,,,,,
,1+2,93,2,3,6,80,Organizimi I trajnimit per mesimdhes dhe nxenes ne kuader te projektit per gjithperfshirje nga keshilli I evropes,,,,,,,,,,,,,,,,,,"3,500.00",n/a,,,,,gcda,02.06.15,,,"1,240.00",,,,,,,
,1+2,94,5,2,1,45,Ndërtimi I murit mbrojtës në Rimanisht -me gjatësi L=10m,,,,,,,,,,,,,,,,,,"127,044.49",n/a,,,,,Delta Ing,13.07.15,,,"58,264.92",,,,,,,
,1+2,95,5,2,1,45,Rikonstruimi dhe mirmbajtja  e kulmeve te shkollave ,,,,,,,,,,,,,,,,,,"100,000.00",n/a,,,,,Euro .Constru,23.07.15,,,"85,125.00",,,,,,,
,1,96,1,1,1,20,Furnizimi I shkollave me pajisje kabinetike ,,,,,,,,,,,,,,,,,,"120,000.00",n/a,,,,,Euro lab,14.07.15,,,"102,295.06",,,,,,,
,1,98,2,2,1,93,Mirmbajtja e Elektrikës në Shkolla,,,,,,,,,,,,,,,,,,"100,000.00",n/a,,,,,MVR,28.10.15,,,"24,547.50",,,,,,,
,1,99,2,3,6,92,Organizimi I dites nderkombetare te femijeve 1 qershori-pjesa teknike,,,,,,,,,,,,,,,,,,"10,000.00",n/a,,,,,sonus,29.05.15,,,"9,000.00",,,,,,,
,1,100,2,3,6,92,Organizimi I dites nderkombetare te femijeve 1 qershori-pjesa artistike,,,,,,,,,,,,,,,,,,"10,000.00",n/a,,,,,AMC,29.05.15,,,"9,850.00",,,,,,,
,1+2,101,5,2,1,45,Ndertimi I  infrastruktures ne fshatin  Shashkovc-Prishtine,,,,,,,,,,,,,,,,,,"488,620.68",n/a,,,,,Beni Com,01.07.15,,,"299,695.53",,,,,,,
,1,103,1,2,1,36,Furnizimi me inventar për nevojat e QKMF-se e QMF-ve,,,,,,,,,,,,,,,,,,"60,000.00",n/a,,,,,Duglas ,14.07.15,,,"73,116.50",,,,,,,
,1+2,104,5,2,1,45,Ndertimi I kanalizimeve ne fshatin Vranidoll dhe Prugovc,,,,,,,,,,,,,,,,,,"361,683.44",n/a,,,,,Kushtrimi NM,15.07.15,,,"142,999.99",,,,,,,
,1+2,105,5,2,1,45,Ndërtimi I infrastrukturës në rrugën Mirko Gashidhe Gazë Pergjeni ,,,,,,,,,,,,,,,,,,"104,401.18",n/a,,,,,Co ing,22.07.15,,,"62,088.13",,,,,,,
,1+2,106,5,2,1,45,Ndertimi I parkingjeve ne trotuare te bulevardit Deshmoret e Kombit,,,,,,,,,,,,,,,,,,"22,997.70",n/a,,,,,ko Ing,06.07.15,,,"19,108.80",,,,,,,
,1+2,107,1,3,6,36,Brandimi I zyres ku do te vendoset kabina digjtale dhe paisjet tjera,,,,,,,,,,,,,,,,,,"9,800.00",n/a,,,,,Depart Studio,22.06.15,,,"1,960.00",,,,,,,
,1,109,2,3,6,92,Manifestimi I 11 qeshorit TEKINIKE,,,,,,,,,,,,,,,,,,"10,000.00",n/a,,,,,AMC,10.06.15,,,"9,520.00",,,,,,,
,1,110,1,3,6,29,Furnizimi me paisje laserike me GPS për matjen e sipërfaqeve të pronës,,,,,,,,,,,,,,,,,,"9,000.00",n/a,,,,,IT Market,14.08.15,,,"7,500.00",,,,,,,
,1,111,2,3,6,92,Manifestimi I 11 qeshorit PJESA ARTISTIKE,,,,,,,,,,,,,,,,,,"10,000.00",n/a,,,,,CEO,11.06.15,,,"9,470.75",,,,,,,
,1+2,112,5,2,1,45,Ndertimi I rruges Keqekolle -Nishec,,,,,,,,,,,,,,,,,,"479,000.00",n/a,,,,,Eskavatori,22.07.15,,,"342,717.17",,,,,,,
,1+2,113,5,2,1,45,Ndertimi I rruges Rimanisht Vranidoll,,,,,,,,,,,,,,,,,,"497,635.59",n/a,,,,,Bageri,22.07.15,,,"318,073.97",,,,,,,
,1+2,114,5,2,1,45,Rikonstruimi I rrugës Gabriali&Perandori Justinjan-Prishtinë,,,,,,,,,,,,,,,,,,"248,113.00",n/a,,,,,Eing Com,11.08.15,,,"238,559.30",,,,,,,
,1+2,115,1,2,1,50,Furnizimi me gypa te ujesjellsit për rrugën Stambolli,,,,,,,,,,,,,,,,,,"29,977.00",n/a,,,,,Joos Krasniqi Baze &Tellos,22.07.15,,,"9,732.04",,,,,,,
,1,116,1,2,1,33,Furnizimi me paisje stomatologjike,,,,,,,,,,,,,,,,,,"55,000.00",n/a,,,,,koslabor,10.11.15,,,"53,903.00",,,,,,,
,1+2,117,5,2,1,45,"Ndërtimi I rrugës në fshatin Grashticë,lagja Cervadik,megjatësi L=3219,5m",,,,,,,,,,,,,,,,,,"361,322.33",n/a,,,,,Papenburg,10.08.15,,,"284,033.30",,,,,,,
,1+2,118,5,2,1,45,Ndertimi I Infrastruktures  ne lagjen  e Ramabajve - Hajvali,,,,,,,,,,,,,,,,,,"59,484.80",n/a,,,,,Gerlica Comp,07.08.15,,,"36,003.00",,,,,,,
,1,119,2,3,6,75,Sistemi i matjeve te kualitetit te ndotjes se ajrit ,,,,,,,,,,,,,,,,,,"9,600.00",n/a,,,,,MF Systems,02.09.15,,,"9,724.00",,,,,,,
,1+2,120,5,2,1,45,Ndertimi I salles se edukates fizike ne SHFMU 7 marsi,,,,,,,,,,,,,,,,,,"300,000.00",n/a,,,,,Arta Proj&Engi,21.08.15,,,"248,787.62",,,,,,,
,1+2,121,5,2,1,45,Rikonstruimi i rrugës Luan Haradinaj Prishtinë,,,,,,,,,,,,,,,,,,"493,168.60",n/a,,,,,Jehona,06.08.15,,,"399,081.50",,,,,,,
,1,122,2,3,6,60,Transporti I administratoreve dhe monitoruesve per Maturen shtetërore,,,,,,,,,,,,,,,,,,"5,000.00",n/a,,,,,Sharr travell,20.06.15,,,"4,060.00",,,,,,,
,1+2,123,5,2,1,45,Ndertimi I objektit parashkollor ne Kodren e Trimave ,,,,,,,,,,,,,,,,,,"430,000.00",n/a,,,,,Euro Ing,16.09.15,,,"498,468.27",,,,,,,
,1+2,124,5,2,1,45,Ndertimi I rrugeve  lokale dhe kanalizimet  fekale  per lagjen Arberia,,,,,,,,,,,,,,,,,,"490,299.52",n/a,,,,,Eskavatori&Kema,27.08.15,,,"293,945.50",,,,,,,
,1+2,125,5,2,1,45,"Ndërtimi I rrugëve në fshatin Dabishevc,lagja Hasimi dhe Babiq",,,,,,,,,,,,,,,,,,"165,214.00",n/a,,,,,Beni Com,11.08.15,,,"117,836.62",,,,,,,
,1+2,127,5,2,1,45,Ndërtimi i rrugëve lokale dhe kanalizimve fekale për lagjen Prroi i Njelmët,,,,,,,,,,,,,,,,,,"498,450.38",n/a,,,,,Gerlica Comp,27.08.15,,,"300,000.30",,,,,,,
,1+2,128,5,2,1,45,Rikonstruimi dhe gelqerosja e shkollave ne Komunen e Prishtines ,,,,,,,,,,,,,,,,,,"100,000.00",n/a,,,,,Ulpiana,04.08.15,,,"79,335.00",,,,,,,
,1,129,2,2,1,50,"Mirëmb. e sistemit radio lidhjeve, kamerave, sistemit te hyrje daljeve ne Ko",,,,,,,,,,,,,,,,,,"20,000.00",n/a,,,,,Profes. Alarm,07.10.15,,,"18,800.00",,,,,,,
,1+2,130,5,2,1,45,Ndërt. i rrugës që lidhet me rrugen I.Kastrati ne lagjen Mati 1  - K3-2,,,,,,,,,,,,,,,,,,"436,000.00",n/a,,,,,Beni Com,02.09.15,,,"284,573.30",,,,,,,
,1,132,2,3,6,93,Pastrimi dhe mirembajtja e tepihave te IP,,,,,,,,,,,,,,,,,,"6,500.00",n/a,,,,,H2O SISTEM,10.07.15,,,"1,415.05",,,,,,,
,1+2,133,5,2,1,45,Ndërtimi i rrugës Lebanë- Prugovc -L=920.0m,,,,,,,,,,,,,,,,,,"104,364.84",n/a,,,,,Papenburg,16.09.15,,,"97,248.86",,,,,,,
,1+2,134,5,2,1,45,Ndertimi I rruges ne lagjen OBZOVIK ne fshtin Llukar,,,,,,,,,,,,,,,,,,"112,878.51",n/a,,,,,Gashi ing,31.08.15,,,"88,406.87",,,,,,,
,1+2,135,5,1,1,45,Ndertimi I objektit te shkolles fillore ne Kalabri,,,,,,,,,,,,,,,,,,"2,000,000.00",n/a,,,,,P&I & Enginiering,30.10.15,,,"1,155,388.09",,,,,,,
,1+2,136,5,2,1,45,Ndert. I rrugeve lokale dhe kanalizimeve fekale ne Arberi dhe  Qemal Stafa,,,,,,,,,,,,,,,,,,"382,445.16",n/a,,,,,kema company,16.09.15,,,"233,278.10",,,,,,,
,1,137,2,3,6,72,Servisimi dhe mirembajtja e ngrohjes ne shkolla dhe objektin e ri komunal,,,,,,,,,,,,,,,,,,"6,500.00",n/a,,,,,Raketa,13.08.15,,,"6,120.00",,,,,,,
,1,138,1,3,6,50,Furnizmi dhe montimi i gypave te ujësjellësit  ne rrugen Xheladin Kurbaliu,,,,,,,,,,,,,,,,,,"4,500.00",n/a,,,,,Euro Famis,23.07.15,,,"4,000.00",,,,,,,
,1+2,139,5,2,1,50,Ndertimi I kanalizimit fekal ne lagjen Kolovice ,,,,,,,,,,,,,,,,,,"176,643.52",n/a,,,,,Noti ^Ilea,02.09.15,,,"71,923.00",,,,,,,
,1+2,140,5,2,1,45,Pastrimi i mbejteve nderitmore ,,,,,,,,,,,,,,,,,,"100,000.00",n/a,,,,,dardania,22.10.15,,,"104,000.00",,,,,,,
,1+2,141,5,2,1,45,Riparimi dhe mirembajtja e Ashensorev,,,,,,,,,,,,,,,,,,"150,000.00",n/a,,,,,Rima enginiering,01.01.15,,,"120,584.43",,,,,,,
,1+2,142,1,2,1,10,Furnizim me lende djegese per ngrohje,,,,,,,,,,,,,,,,,,"80,000.00",n/a,,,,,Bushgegu,11.08.15,,,"88,740.00",,,,,,,
,1+2,143,5,2,1,45,Ndërtimi I urave betonarme në fshatra,,,,,,,,,,,,,,,,,,"183,093.30",n/a,,,,,Beni Com,08.09.15,,,"157,414.25",,,,,,,
,1+2,144,1,2,1,29,Furnizim me tonera ,,,,,,,,,,,,,,,,,,"42,000.00",n/a,,,,,Office Printy,01.09.15,,,"17,982.50",,,,,,,
,1,145,1,2,1,28,Furnzimi me invertar  dhe mjete tjera didaktike per çerdhen Besi,,,,,,,,,,,,,,,,,,"17,000.00",n/a,,,,,Mali-i”,16.11.15,,,"16,200.00",,,,,,,
,1,146,1,2,1,33,Furnizimi me aparat rentgeni per nevojat e QKMF së,,,,,,,,,,,,,,,,,,"100,000.00",n/a,,,,,Ledi Med,01.10.15,,,"63,850.00",,,,,,,
,1+2,147,5,2,1,45,Ndertimi I  infrastruktures  ne rrugen Cagllavice-Iber Lepenc-Prishtine,,,,,,,,,,,,,,,,,,"238,597.02",n/a,,,,,Linda,25.09.15,,,"144,128.60",,,,,,,
,1+2,148,5,2,1,45,Ndërtimi I rrugës Perandori Justinjan-përball Katedrales-Prishtinë,,,,,,,,,,,,,,,,,,"284,603.25",n/a,,,,,Eing Com,01.09.15,,,"211,870.40",,,,,,,
,1+2,149,5,1,5,45,"Mirëmbajtja e gjelbërimit, mbikqyrja e hyrjes te Parku Germia dhe tregu i automjetev",,,,,,,,,,,,,,,,,,"700,000.00",n/a,,,,,Hortikultura,17.07.15,,,"700,000.00",,,,,,,
,1+2,150,2,3,6,72,Mirëmbajtja  afatshkurtër e paisjeve të IT-së ,,,,,,,,,,,,,,,,,,"10,000.00",n/a,,,,,Rikoni ,14.07.15,,,"10,000.00",,,,,,,
,1,151,1,2,1,33,Furnizimi me pjisje mjekësore për nevojat e QKMF-së dhe QMF - pjesa e I-rë,,,,,,,,,,,,,,,,,,"90,000.00",n/a,,,,,koslabor,19.10.15,,,"37,641.00",,,,,,,
,1,151,1,2,1,33,Furnizimi me pjisje mjekësore për nevojat e QKMF-së dhe QMF - pjesa e II-të,,,,,,,,,,,,,,,,,,"45,000.00",n/a,,,,,agani,20.10.15,,,"29,874.00",,,,,,,
,1,152,1,2,1,36,Furnizimi me mbështjellës- këllaf për batanije dhe qarqafa për dyshek për iIP,,,,,,,,,,,,,,,,,,"20,000.00",n/a,,,,,Endi,31.08.15,,,"18,721.80",,,,,,,
,1+2,153,5,2,1,45,Ndertimi I infrastruktures ne  lagjen  Veternik,,,,,,,,,,,,,,,,,,"410,397.73",n/a,,,,,Gerlica Comp,31.08.15,,,"241,008.61",,,,,,,
,1+2,154,1,2,1,33,Furnizimi me paisje mjekësore për nevojat e QMU-së ,,,,,,,,,,,,,,,,,,"80,000.00",n/a,,,,,agani,13.11.15,,,"26,800.00",,,,,,,
,1,155,2,2,1,72,"Mirëmbajtja e pajisjeve te TI të Komunës, shkollave dhe Instit. tjera Komunale.  ",,,,,,,,,,,,,,,,,,"20,000.00",n/a,,,,,Ricon,07.10.15,,,"20,000.00",,,,,,,
,1+2,156,5,2,1,45,Ndërtimi I objektit te shalles se edukates fizike ne SHFMM Shtj. Gjeqovi,,,,,,,,,,,,,,,,,,"150,000.00",n/a,,,,,Engineering”,22.10.15,,,"238,564.24",,,,,,,
,1+2,157,1,2,1,36,Furnizimi I shkollave me pajisje kabinetike ,,,,,,,,,,,,,,,,,,"85,000.00",n/a,,,,,Cacttus,01.12.15,,,"82,667.75",,,,,,,
,1,160,1,2,1,20,Furnizim me inventar kuzhine per IP,,,,,,,,,,,,,,,,,,"12,000.00",n/a,,,,,termosistem,02.10.15,,,"14,552.00",,,,,,,
,1,161,2,3,6,92,Servisimi dhe mbushja e aparateve për fikjen e  zjarrit     ,,,,,,,,,,,,,,,,,,"10,000.00",n/a,,,,,Besarti,01.09.15,,,"10,000.00",,,,,,,
,1+2,162,5,2,1,45,Ndertimi  I infrastruktures ne rrugen  Butriniti-Lagja Gjinaj si dhe ndertimi I dy vendparkingjeve ne lagjen  Lakrishte prapa Procredit Bankes-Prishtine,,,,,,,,,,,,,,,,,,"146,573.40",n/a,,,,,Rexha,31.08.15,,,"84,189.19",,,,,,,
,1+2,164,5,1,1,45,Ndertimi  I rruges nga Flotacioni -Lagja Vakovc(Marevc),,,,,,,,,,,,,,,,,,"734,319.81",n/a,,,,,RSM Company,01.10.15,,,"396,009.34",,,,,,,
,1+2,165,1,3,6,28,Furnizmi me perde shiritore per zyret e Objektit te Vjeter Komunal,,,,,,,,,,,,,,,,,,"3,000.00",n/a,,,,,Genci Rol,09.10.15,,,"1,488.00",,,,,,,
,1,166,2,2,1,93,Dezinfektimi dhe Deratizimi I objekteve shendetsore dhe arsimore te K.P,,,,,,,,,,,,,,,,,,"110,000.00",n/a,,,,,Eko DDD,17.08.15,,,"48,402.76",,,,,,,
,1,167,1,2,1,28,Furnizim me perde per institucionet arsimore,,,,,,,,,,,,,,,,,,"21,500.00",n/a,,,,,MALI,14.09.15,,,"13,950.00",,,,,,,
,1,168,1,3,6,28,Furnizimi me tepison I institucioneve arsimore ,,,,,,,,,,,,,,,,,,"8,500.00",n/a,,,,,Global Ing,08.09.15,,,"8,370.00",,,,,,,
,1+2,169,5,1,1,45,Ndertimi I rruges Barileve Besi,,,,,,,,,,,,,,,,,,"1,570,785.66",n/a,,,,,REXHA&BENITA,01.10.15,,,"965,582.96",,,,,,,
,1,171,5,3,6,45,Furnizimi dhe montimi I ulseve dhe varseve ne zhveshtore te stadionit te qytetit te Prishtines,,,,,,,,,,,,,,,,,,"1,800.00",n/a,,,,,ARCHTIME,10.08.15,,,"1,600.45",,,,,,,
,1,172,2,3,6,45,Punimet e elaboratit gjeomekanik te Nasa petrol  -Prishtinë,,,,,,,,,,,,,,,,,,"9,800.00",n/a,,,,,G&B Tampon,14.08.15,,,"9,336.25",,,,,,,
,1,173,1,2,1,30,Furnizim me kompjuter per nevojat e Komunes,,,,,,,,,,,,,,,,,,"20,000.00",n/a,,,,,PBC,14.09.15,,,"21,600.00",,,,,,,
,1,174,1,2,1,30,Vendosja e kamerave ne shkolla,,,,,,,,,,,,,,,,,,"50,000.00",n/a,,,,,MF Systems,22.09.15,,,"40,968.00",,,,,,,
,1+2,175,5,2,1,45,Ndërtimi I rrugëve në fshatin Prugovc,,,,,,,,,,,,,,,,,,"277,407.94",n/a,,,,,Papenburg&Adria,07.09.15,,,"163,722.61",,,,,,,
,1+2,176,5,,3,45,Punët shtesë për zgjerimin e ndriçimit publik,,,,,,,,,,,,,,,,,,"2,070.00",n/a,,,,,Elektra,06.08.15,,,"2,070.00",,,,,,,
,1,177,5,3,4,74,Shërbimet shtesë për revidimin e projektit të çerdhes në lagjen Arberia,,,,,,,,,,,,,,,,,,987.00,n/a,,,,,GM Architecture,14.08.15,,,987.00,,,,,,,
,1,178,1,2,1,28,Inventarizimi I këndeve te Leximit,,,,,,,,,,,,,,,,,,"50,000.00",n/a,,,,,GG Desing&Galantaria Group,07.10.15,,,"26,647.53",,,,,,,
,1,179,2,2,1,93,"Mirëm. e paji.laboratorike, sterilizatorëve dhe të stomatologjisë - pjesa e I-re",,,,,,,,,,,,,,,,,,"30,000.00",n/a,,,,,NTSh mam,20.10.15,,,"10,489.95",,,,,,,
,1,179,2,2,1,93,"Mirëm. e paji.laboratorike, sterilizatorëve dhe të stomatologjisë - pjesa e II-te",,,,,,,,,,,,,,,,,,,n/a,,,,,NTSH mam,20.10.15,,,"1,242.00",,,,,,,
,1,179,2,2,1,93,"Mirëm. e paji.laboratorike, steriliz dhe të stomatologjisë - pjesa e III-te",,,,,,,,,,,,,,,,,,,n/a,,,,,NTSH mam,20.10.15,,,"5,780.00",,,,,,,
,1,180,2,1,1,93,Deratizimi I rrjetit të kanalizimit të Prishtinë,,,,,,,,,,,,,,,,,,"200,000.00",n/a,,,,,Ekologjia,11.11.15,,,"104,040.00",,,,,,,
,1,181,2,1,1,93,Deratizimi vjeshtor I podrumeve dhe garazhave të Prishtinë,,,,,,,,,,,,,,,,,,"225,000.00",n/a,,,,,Truly Nolen ,28.09.15,,,"216,000.00",,,,,,,
,1,182,1,1,1,15,Furn. me shujta për nxënësit e klasëve të ulta(I-V)te shkollave të Prishtinës,,,,,,,,,,,,,,,,,,"280,000.00",n/a,,,,,Premium Bakery,15.10.15,,,"200,000.00",,,,,,,
,1,183,1,3,6,32,Furnizimi me  Led Tv dhe paisjet  per nevojat e  IT-se ,,,,,,,,,,,,,,,,,,"10,000.00",n/a,,,,,IT Market,01.09.15,,,"9,980.00",,,,,,,
,1+2,184,5,2,1,45,Ndertimi I rruges ne fshatin Hajvali dhe ndertimi I trotuareve ne lagjen Muharrem Fejza,,,,,,,,,,,,,,,,,,"309,914.17",n/a,,,,,Gashi ing,22.09.15,,,"195,107.90",,,,,,,
,1+2,185,5,3,6,45,Rekonstruimet dhe renovimet ne objektin e ish Gjykates se APELIT,,,,,,,,,,,,,,,,,,"10,000.00",n/a,,,,,Euro Besi,02.09.15,,,"7,904.73",,,,,,,
,1,186,1,2,1,30,"Furnizimi,montimi e instalimi i LAN-it në objektet dhe institucionet e Komunës",,,,,,,,,,,,,,,,,,"50,000.00",n/a,,,,,Global Prishtina,11.11.15,,,"31,998.00",,,,,,,
,1,187,1,3,6,31,Furnizimi me server,,,,,,,,,,,,,,,,,,"9,600.00",n/a,,,,,Interadria,04.11.15,,,"9,250.00",,,,,,,
,1,188,1,3,6,36,Furnizimi me inventar per polik.stomatologjike e medicines se punes te QKMF,,,,,,,,,,,,,,,,,,"6,858.50",n/a,,,,,Burimi Dekor,05.11.15,,,"5,220.00",,,,,,,
,1,189,5,3,6,45,Ndertimi  I sitemit te  ujitjes per fushen e  futbollit ne  Hajvali-faza e pare,,,,,,,,,,,,,,,,,,"10,000.00",n/a,,,,,Zhvillimi,16.09.15,,,"9,951.06",,,,,,,
,1+2,190,5,2,1,45,Ndertimi I disa rrugeve me kubeza betoni ne lagjen Hajvali,,,,,,,,,,,,,,,,,,"337,186.36",n/a,,,,,Gerlica Comp,13.10.15,,,"200,025.00",,,,,,,
,1+2,191,1,3,6,20,Furnizimi me inventar për parashkollor,,,,,,,,,,,,,,,,,,"5,000.00",n/a,,,,,Mali,06.10.15,,,"4,062.00",,,,,,,
,1+2,192,5,2,1,45,Ndertimi I rruges Dabishevc -Mutivodë,,,,,,,,,,,,,,,,,,"291,482.17",n/a,,,,,ulpiana&bageri,27.10.15,,,"176,985.82",,,,,,,
,1+2,193,5,2,1,45,Ndertimi I  rruges ne  fshatin Bardhosh,,,,,,,,,,,,,,,,,,"95,874.26",n/a,,,,,veha group&clirimi,11.11.15,,,"57,770.33",,,,,,,
,1+2,194,5,2,1,45,Ndertimi I mureve mbrojtese,,,,,,,,,,,,,,,,,,"268,781.15",n/a,,,,,Benita Company,06.11.15,,,"170,556.78",,,,,,,
,1+2,195,5,2,1,45,Ndertimi I disa rrugeve ne lagjen Kolovice,,,,,,,,,,,,,,,,,,"495,429.25",n/a,,,,,kema company,28.10.15,,,"347,023.00",,,,,,,
,1+2,196,5,2,1,45,Ndertimi I rr. Me kubeza betoni ne lagjen e Spitalit,,,,,,,,,,,,,,,,,,"499,979.80",n/a,,,,,kema company,27.10.15,,,"371,966.54",,,,,,,
,1+2,197,5,2,1,45,"Ndertimi I  rrugeve  rurale  ne Ballaban ,lagja e Shilloveve",,,,,,,,,,,,,,,,,,"377,280.07",n/a,,,,,alkon&lirigzoni trans,17.11.15,,,"293,724.15",,,,,,,
,1+2,198,5,2,5,45,Ndertimi I kanalizimit fekal dhe trotuareve ne Vranidoll,,,,,,,,,,,,,,,,,,"15,852.05",n/a,,,,,Linda,04.09.15,,,"15,852.00",,,,,,,
,1+2,199,1,2,1,30,Furnizimi me paisje për zhytje ,,,,,,,,,,,,,,,,,,"25,000.00",n/a,,,,,Artius Group”,02.12.15,,,"17,461.86",,,,,,,
